Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4429-325A-250502@203
Wafer number	6
Date	2025/05/02
Time	16:51:06

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	2.000E-03	4.000E-08	1.200E-09	8.000E-10	3.687E+00	2.867E+02	2.888E+02	9.360E-08	1.255E-07	3.500E-09	8.000E-10	2.100E-09	9.000E-10	3.688E+00	
2	10	5	1	3.000E-03	0.000E+00	1.600E-09	3.000E-10	3.611E+00	2.888E+02	2.903E+02	9.540E-08	1.277E-07	1.100E-09	3.000E-10	3.000E-10	1.000E-10	3.611E+00	
3	11	5	1	1.000E-03	2.000E-08	1.700E-09	1.400E-09	3.576E+00	2.898E+02	2.909E+02	9.440E-08	1.259E-07	3.000E-09	3.000E-10	4.400E-09	2.500E-09	3.575E+00	
4	12	5	1	2.000E-03	0.000E+00	6.000E-10	2.000E-10	3.660E+00	2.901E+02	2.911E+02	9.400E-08	1.243E-07	6.800E-09	5.000E-10	4.000E-09	4.900E-09	3.660E+00	
5	13	5	1	3.000E-03	0.000E+00	1.500E-09	3.400E-09	3.662E+00	2.899E+02	2.911E+02	9.120E-08	1.216E-07	1.800E-09	0.000E+00	5.400E-09	1.700E-09	3.662E+00	
6	14	6	1	2.000E-03	0.000E+00	3.000E-09	5.400E-09	3.588E+00	2.904E+02	2.914E+02	9.700E-08	1.283E-07	5.000E-10	0.000E+00	2.600E-09	3.900E-09	3.589E+00	
7	13	6	1	2.000E-03	0.000E+00	1.900E-09	4.800E-09	3.544E+00	2.901E+02	2.912E+02	9.840E-08	1.299E-07	1.500E-09	2.700E-09	1.000E-10	4.800E-09	3.544E+00	
8	12	6	1	2.000E-03	0.000E+00	1.800E-09	6.100E-09	3.617E+00	2.897E+02	2.909E+02	1.000E-07	1.313E-07	6.200E-09	3.000E-09	0.000E+00	3.800E-09	3.616E+00	
9	11	6	1	2.000E-03	0.000E+00	9.000E-10	1.400E-09	3.559E+00	2.896E+02	2.907E+02	9.990E-08	1.320E-07	2.100E-09	4.900E-09	1.900E-09	8.000E-10	3.559E+00	
10	10	6	1	1.000E-03	1.000E-08	7.000E-10	8.000E-10	3.572E+00	2.893E+02	2.906E+02	9.880E-08	1.303E-07	9.000E-10	1.400E-09	3.600E-09	1.800E-09	3.572E+00	
11	9	6	1	1.000E-03	2.000E-08	1.500E-09	2.900E-09	3.630E+00	2.892E+02	2.904E+02	9.670E-08	1.283E-07	7.500E-09	8.200E-09	8.000E-10	3.900E-09	3.630E+00	
12	8	6	1	2.000E-03	1.000E-08	3.000E-10	2.600E-09	3.604E+00	2.869E+02	2.887E+02	9.490E-08	1.270E-07	3.100E-09	4.800E-09	2.000E-10	3.000E-10	3.604E+00	
13	7	7	1	1.000E-03	0.000E+00	7.000E-10	3.000E-10	3.608E+00	2.867E+02	2.891E+02	9.240E-08	1.234E-07	1.200E-09	2.500E-09	3.700E-09	7.000E-10	3.608E+00	
14	8	7	7	2.000E-03	0.000E+00	1.000E-09	8.000E-10	3.372E+00	4.300E+00									
15	9	7	1	2.000E-03	5.000E-08	1.400E-09	2.100E-09	3.669E+00	2.892E+02	2.904E+02	9.920E-08	1.316E-07	2.000E-10	1.600E-09	1.500E-09	6.000E-10	3.669E+00	
16	10	7	1	2.000E-03	2.000E-08	2.000E-10	5.000E-10	3.616E+00	2.887E+02	2.900E+02	1.006E-07	1.343E-07	2.500E-09	2.500E-09	0.000E+00	2.600E-09	3.616E+00	
17	11	7	1	2.000E-03	0.000E+00	3.000E-10	1.500E-09	3.601E+00	2.882E+02	2.896E+02	1.018E-07	1.363E-07	6.400E-09	2.000E-10	1.200E-09	1.200E-09	3.602E+00	
18	12	7	1	2.000E-03	0.000E+00	7.000E-10	4.900E-09	3.704E+00	2.882E+02	2.897E+02	1.022E-07	1.364E-07	3.000E-09	1.800E-09	1.700E-09	2.000E-10	3.704E+00	
19	13	7	1	3.000E-03	0.000E+00	1.000E-10	4.900E-09	3.548E+00	2.887E+02	2.902E+02	1.030E-07	1.367E-07	2.400E-09	4.900E-09	2.700E-09	2.300E-09	3.549E+00	
20	14	7	1	2.000E-03	0.000E+00	0.000E+00	4.900E-09	3.513E+00	2.894E+02	2.907E+02	1.035E-07	1.363E-07	5.200E-09	3.000E-10	4.400E-09	1.800E-09	3.514E+00	
21	15	7	1	2.000E-03	3.000E-08	2.300E-09	1.200E-09	3.674E+00	2.901E+02	2.913E+02	1.018E-07	1.329E-07	4.600E-09	2.700E-09	3.000E-10	2.100E-09	3.674E+00	
22	16	8	1	2.000E-03	0.000E+00	1.300E-09	1.000E-09	3.566E+00	2.901E+02	2.912E+02	1.018E-07	1.329E-07	3.400E-09	2.300E-09	3.400E-09	2.500E-09	3.566E+00	
23	15	8	1	2.000E-03	1.000E-08	6.000E-10	7.000E-10	3.536E+00	2.893E+02	2.907E+02	1.054E-07	1.399E-07	4.000E-09	1.400E-09	0.000E+00	4.700E-09	3.535E+00	
24	14	8	1	2.000E-03	1.000E-08	1.700E-09	1.400E-09	3.521E+00	2.880E+02	2.895E+02	1.063E-07	1.395E-07	2.800E-09	2.800E-09	1.500E-09	6.000E-10	3.522E+00	
25	13	8	1	2.000E-03	1.000E-08	3.000E-09	3.100E-09	3.554E+00	2.873E+02	2.887E+02	1.058E-07	1.422E-07	6.600E-09	5.000E-10	6.000E-10	1.700E-09	3.554E+00	
26	12	8	1	2.000E-03	1.000E-08	1.900E-09	1.700E-09	3.613E+00	2.871E+02	2.883E+02	1.037E-07	1.401E-07	3.100E-09	1.000E-10	2.900E-09	2.500E-09	3.613E+00	
27	11	8	1	2.000E-03	0.000E+00	1.600E-09	7.000E-10	3.622E+00	2.872E+02	2.885E+02	1.049E-07	1.392E-07	4.400E-09	2.400E-09	1.500E-09	2.800E-09	3.622E+00	
28	10	8	1	3.000E-03	0.000E+00	1.700E-09	5.100E-09	3.621E+00	2.878E+02	2.888E+02	1.017E-07	1.361E-07	5.400E-09	4.900E-09	5.000E-10	5.500E-09	3.622E+00	
