Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4429-325A-250502@203
Wafer number	9
Date	2025/05/02
Time	17:10:50

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	2.000E-10	2.100E-09	3.699E+00	2.873E+02	2.893E+02	8.600E-08	1.158E-07	2.600E-09	3.600E-09	3.000E-10	7.000E-10	3.699E+00	
2	10	5	1	1.000E-03	1.000E-08	2.500E-09	2.300E-09	3.597E+00	2.894E+02	2.907E+02	8.740E-08	1.162E-07	4.700E-09	1.500E-09	3.000E-09	1.000E-09	3.597E+00	
3	11	5	1	0.000E+00	2.000E-08	6.000E-10	3.000E-10	3.541E+00	2.902E+02	2.914E+02	8.830E-08	1.165E-07	3.100E-09	2.200E-09	2.000E-09	7.200E-09	3.542E+00	
4	12	5	1	1.000E-03	0.000E+00	2.100E-09	1.200E-09	3.616E+00	2.904E+02	2.915E+02	8.690E-08	1.163E-07	0.000E+00	1.600E-09	5.000E-09	9.000E-10	3.615E+00	
5	13	5	1	1.000E-03	0.000E+00	2.000E-10	4.400E-09	3.608E+00	2.901E+02	2.913E+02	8.430E-08	1.126E-07	1.500E-09	0.000E+00	4.300E-09	6.400E-09	3.608E+00	
6	14	6	1	1.000E-03	0.000E+00	1.400E-09	4.700E-09	3.554E+00	2.903E+02	2.914E+02	8.910E-08	1.173E-07	3.700E-09	5.100E-09	4.000E-10	2.000E-09	3.552E+00	
7	13	6	1	1.000E-03	1.000E-08	4.000E-09	3.600E-09	3.538E+00	2.900E+02	2.913E+02	9.160E-08	1.211E-07	4.300E-09	1.800E-09	1.300E-09	1.400E-09	3.538E+00	
8	12	6	1	0.000E+00	0.000E+00	1.900E-09	3.000E-10	3.586E+00	2.899E+02	2.911E+02	9.250E-08	1.227E-07	5.200E-09	1.000E-10	4.000E-10	2.500E-09	3.586E+00	
9	11	6	1	1.000E-03	0.000E+00	1.300E-09	2.700E-09	3.563E+00	2.897E+02	2.910E+02	9.360E-08	1.240E-07	2.000E-09	2.100E-09	1.800E-09	2.800E-09	3.563E+00	
10	10	6	1	1.000E-03	3.000E-08	1.000E-09	4.000E-10	3.562E+00	2.898E+02	2.908E+02	9.220E-08	1.227E-07	1.500E-09	2.000E-09	1.200E-09	6.000E-10	3.562E+00	
11	9	6	1	1.000E-03	0.000E+00	2.000E-09	1.500E-09	3.619E+00	2.897E+02	2.909E+02	8.910E-08	1.173E-07	1.000E-10	2.200E-09	3.200E-09	2.200E-09	3.619E+00	
12	8	6	1	1.000E-03	1.000E-08	1.700E-09	1.000E-10	3.529E+00	2.875E+02	2.893E+02	8.600E-08	1.168E-07	1.700E-09	3.000E-10	7.000E-10	7.000E-10	3.529E+00	
13	7	7	1	2.000E-03	1.000E-08	4.600E-09	5.100E-09	3.565E+00	2.878E+02	2.897E+02	8.480E-08	1.137E-07	2.600E-09	9.000E-10	2.000E-09	2.600E-09	3.566E+00	
14	8	7	1	1.000E-03	1.000E-08	5.300E-09	5.500E-09	3.581E+00	2.898E+02	2.909E+02	8.880E-08	1.186E-07	2.000E-10	4.000E-10	2.900E-09	6.000E-10	3.580E+00	
15	9	7	1	0.000E+00	1.000E-08	3.200E-09	9.000E-10	3.633E+00	2.896E+02	2.907E+02	9.260E-08	1.242E-07	1.400E-09	5.000E-10	1.000E-10	2.700E-09	3.633E+00	
16	10	7	1	1.000E-03	0.000E+00	3.000E-09	2.300E-09	3.601E+00	2.889E+02	2.901E+02	9.410E-08	1.273E-07	8.300E-09	2.500E-09	1.800E-09	8.000E-10	3.601E+00	
17	11	7	1	1.000E-03	2.000E-08	9.000E-10	2.600E-09	3.599E+00	2.885E+02	2.897E+02	9.710E-08	1.282E-07	4.600E-09	2.200E-09	7.000E-10	2.100E-09	3.600E+00	
18	12	7	1	1.000E-03	0.000E+00	5.000E-10	3.100E-09	3.632E+00	2.885E+02	2.898E+02	9.700E-08	1.301E-07	4.500E-09	5.300E-09	5.000E-10	4.000E-10	3.631E+00	
19	13	7	1	1.000E-03	1.000E-08	2.000E-10	5.500E-09	3.560E+00	2.889E+02	2.903E+02	9.560E-08	1.283E-07	1.900E-09	1.600E-09	1.000E-09	5.000E-09	3.560E+00	
20	14	7	1	1.000E-03	3.000E-08	2.700E-09	6.000E-09	3.541E+00	2.896E+02	2.908E+02	9.490E-08	1.256E-07	3.200E-09	5.000E-10	1.400E-09	4.000E-10	3.540E+00	
21	15	7	1	1.000E-03	0.000E+00	2.600E-09	1.200E-09	3.678E+00	2.902E+02	2.912E+02	9.010E-08	1.200E-07	2.000E-10	5.000E-10	4.300E-09	6.000E-10	3.678E+00	
22	16	8	1	2.000E-03	1.000E-08	0.000E+00	1.000E-10	3.565E+00	2.901E+02	2.911E+02	8.970E-08	1.189E-07	3.500E-09	4.000E-10	6.000E-10	8.000E-10	3.566E+00	
23	15	8	1	1.000E-03	3.000E-08	2.700E-09	2.000E-10	3.567E+00	2.894E+02	2.907E+02	9.620E-08	1.273E-07	2.300E-09	5.000E-09	1.200E-09	1.200E-09	3.567E+00	
24	14	8	1	2.000E-03	1.000E-08	1.100E-09	0.000E+00	3.542E+00	2.881E+02	2.897E+02	9.930E-08	1.332E-07	4.000E-09	0.000E+00	1.800E-09	1.000E-09	3.541E+00	
25	13	8	1	1.000E-03	3.000E-08	4.600E-09	5.000E-10	3.553E+00	2.876E+02	2.888E+02	9.860E-08	1.330E-07	7.000E-10	7.000E-10	5.700E-09	5.100E-09	3.552E+00	
26	12	8	1	1.000E-03	1.000E-08	3.700E-09	3.400E-09	3.593E+00	2.870E+02	2.883E+02	1.008E-07	1.344E-07	3.600E-09	6.200E-09	1.500E-09	4.600E-09	3.593E+00	
27	11	8	1	1.000E-03	1.000E-08	8.000E-10	3.400E-09	3.579E+00	2.872E+02	2.884E+02	9.930E-08	1.335E-07	5.000E-09	3.900E-09	6.000E-10	5.200E-09	3.579E+00	
