Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4429-325A-250502@203
Wafer number	13
Date	2025/05/02
Time	17:39:18

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	1.000E-03	2.000E-08	2.500E-09	5.000E-10	3.830E+00	2.888E+02	2.907E+02	6.940E-08	9.300E-08	5.200E-09	9.000E-10	3.300E-09	1.300E-09	3.830E+00	
2	10	5	1	1.000E-03	0.000E+00	3.100E-09	1.200E-09	3.712E+00	2.909E+02	2.921E+02	7.010E-08	9.360E-08	1.200E-09	2.000E-10	2.600E-09	3.800E-09	3.712E+00	
3	11	5	1	1.000E-03	0.000E+00	3.500E-09	9.000E-10	3.660E+00	2.918E+02	2.931E+02	7.060E-08	9.280E-08	8.000E-10	7.000E-10	2.300E-09	3.600E-09	3.660E+00	
4	12	5	1	1.000E-03	0.000E+00	3.700E-09	5.000E-10	3.730E+00	2.921E+02	2.933E+02	7.010E-08	9.120E-08	4.100E-09	1.000E-10	2.100E-09	1.200E-09	3.730E+00	
5	13	5	1	0.000E+00	7.000E-08	3.000E-09	6.000E-10	3.727E+00	2.917E+02	2.930E+02	6.850E-08	9.050E-08	6.100E-09	1.200E-09	3.000E-10	2.400E-09	3.727E+00	
6	14	6	1	2.000E-03	1.000E-08	2.800E-09	1.100E-09	3.654E+00	2.925E+02	2.935E+02	7.010E-08	9.280E-08	4.200E-09	9.000E-10	5.000E-10	1.400E-09	3.655E+00	
7	13	6	3	2.000E-03	99.99													
8	12	6	1	1.000E-03	1.000E-08	1.500E-09	0.000E+00	3.703E+00	2.922E+02	2.935E+02	7.510E-08	9.790E-08	4.600E-09	1.200E-09	6.000E-10	3.000E-10	3.703E+00	
9	11	6	1	1.000E-03	3.000E-08	1.000E-10	7.000E-10	3.649E+00	2.920E+02	2.931E+02	7.510E-08	9.900E-08	2.500E-09	1.000E-09	8.000E-10	5.000E-10	3.650E+00	
10	10	6	1	1.000E-03	1.000E-08	2.000E-09	2.400E-09	3.658E+00	2.919E+02	2.929E+02	7.410E-08	9.750E-08	3.700E-09	2.300E-09	5.000E-10	2.100E-09	3.658E+00	
11	9	6	1	1.000E-03	1.000E-08	4.000E-10	2.000E-10	3.716E+00	2.915E+02	2.926E+02	7.240E-08	9.450E-08	3.700E-09	2.400E-09	1.100E-09	1.000E-09	3.716E+00	
12	8	6	1	1.000E-03	0.000E+00	1.400E-09	1.000E-10	3.649E+00	2.892E+02	2.911E+02	7.120E-08	9.380E-08	4.100E-09	2.600E-09	5.000E-10	7.000E-10	3.648E+00	
13	7	7	1	2.000E-03	0.000E+00	1.500E-09	2.300E-09	3.657E+00	2.897E+02	2.915E+02	6.890E-08	9.190E-08	1.800E-09	6.000E-10	3.100E-09	2.000E-09	3.657E+00	
14	8	7	1	2.000E-03	1.000E-08	7.000E-10	5.000E-10	3.649E+00	2.915E+02	2.927E+02	7.250E-08	9.520E-08	1.000E-10	8.000E-10	1.000E-09	0.000E+00	3.650E+00	
15	9	7	1	1.000E-03	1.000E-08	2.600E-09	4.400E-09	3.752E+00	2.917E+02	2.927E+02	7.500E-08	9.970E-08	8.000E-10	1.400E-09	3.200E-09	7.000E-10	3.752E+00	
16	10	7	1	1.000E-03	2.000E-08	2.900E-09	5.500E-09	3.693E+00	2.912E+02	2.924E+02	7.720E-08	1.012E-07	2.800E-09	2.400E-09	2.000E-09	4.500E-09	3.692E+00	
17	11	7	1	1.000E-03	0.000E+00	1.800E-09	2.500E-09	3.681E+00	2.908E+02	2.921E+02	7.810E-08	1.021E-07	2.600E-09	6.500E-09	1.200E-09	4.100E-09	3.681E+00	
18	12	7	1	1.000E-03	1.000E-08	1.300E-09	7.000E-10	3.779E+00	2.910E+02	2.923E+02	7.750E-08	1.021E-07	2.800E-09	5.500E-09	0.000E+00	1.000E-09	3.780E+00	
19	13	7	1	0.000E+00	1.000E-08	2.000E-10	0.000E+00	3.660E+00	2.912E+02	2.927E+02	7.800E-08	1.019E-07	1.500E-09	7.000E-10	2.400E-09	1.100E-09	3.661E+00	
20	14	7	1	1.000E-03	1.000E-08	3.200E-09	2.400E-09	3.616E+00	2.920E+02	2.932E+02	7.610E-08	9.910E-08	5.700E-09	1.000E-10	4.000E-10	1.100E-09	3.617E+00	
21	15	7	1	2.000E-03	0.000E+00	3.000E-10	0.000E+00	3.771E+00	2.925E+02	2.934E+02	7.210E-08	9.520E-08	4.300E-09	2.800E-09	1.400E-09	3.000E-10	3.770E+00	
22	16	8	1	2.000E-03	2.000E-08	2.200E-09	5.800E-09	3.689E+00	2.922E+02	2.932E+02	7.390E-08	9.510E-08	3.600E-09	2.900E-09	1.200E-09	4.500E-09	3.689E+00	
23	15	8	1	2.000E-03	1.000E-08	2.200E-09	4.000E-09	3.652E+00	2.919E+02	2.932E+02	7.760E-08	1.014E-07	2.700E-09	2.000E-09	3.700E-09	0.000E+00	3.652E+00	
24	14	8	1	1.000E-03	1.000E-08	1.200E-09	9.000E-10	3.621E+00	2.907E+02	2.921E+02	7.960E-08	1.051E-07	4.900E-09	1.000E-10	0.000E+00	3.200E-09	3.621E+00	
25	13	8	1	2.000E-03	0.000E+00	5.000E-10	1.900E-09	3.640E+00	2.899E+02	2.911E+02	8.090E-08	1.064E-07	4.500E-09	1.200E-09	6.000E-10	4.000E-10	3.640E+00	
26	12	8	1	1.000E-03	0.000E+00	3.000E-10	7.000E-10	3.658E+00	2.897E+02	2.908E+02	8.020E-08	1.063E-07	2.900E-09	8.000E-10	0.000E+00	1.100E-09	3.658E+00	
27	11	8	1	1.000E-03	1.000E-08	2.000E-09	2.600E-09	3.635E+00	2.897E+02	2.907E+02	7.940E-08	1.058E-07	4.300E-09	2.700E-09	2.000E-09	3.600E-09	3.636E+00	
28	10	8	1	2.000E-03	0.000E+00	9.000E-10	1.400E-09	3.663E+00	2.901E+02	2.911E+02	7.870E-08	1.040E-07	3.900E-09	2.900E-09	9.000E-10	7.000E-10	3.664E+00	
