Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4429-325A-250502@203
Wafer number	7
Date	2025/05/02
Time	16:58:20

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	2.000E-03	0.000E+00	5.000E-10	6.000E-10	3.761E+00	2.880E+02	2.902E+02	8.320E-08	1.125E-07	2.200E-09	8.000E-10	3.800E-09	9.000E-10	3.761E+00	
2	10	5	1	2.000E-03	1.000E-08	1.000E-09	4.000E-10	3.624E+00	2.903E+02	2.917E+02	8.450E-08	1.120E-07	3.000E-09	1.400E-09	2.000E-10	4.000E-10	3.624E+00	
3	11	5	1	3.000E-03	0.000E+00	1.100E-09	4.300E-09	3.604E+00	2.911E+02	2.924E+02	8.440E-08	1.117E-07	6.500E-09	4.300E-09	3.000E-10	7.000E-10	3.605E+00	
4	12	5	1	2.000E-03	3.000E-08	2.000E-10	1.300E-09	3.689E+00	2.914E+02	2.925E+02	8.440E-08	1.105E-07	3.400E-09	1.900E-09	7.000E-10	4.000E-10	3.689E+00	
5	13	5	4	2.000E-03	2.000E-08	999.9												
6	14	6	1	2.000E-03	2.000E-08	1.100E-09	3.500E-09	3.622E+00	2.917E+02	2.928E+02	8.350E-08	1.104E-07	3.800E-09	5.200E-09	1.900E-09	3.900E-09	3.622E+00	
7	13	6	1	3.000E-03	0.000E+00	2.100E-09	0.000E+00	3.541E+00	2.917E+02	2.926E+02	8.830E-08	1.166E-07	4.600E-09	2.900E-09	2.200E-09	1.700E-09	3.541E+00	
8	12	6	1	2.000E-03	5.000E-08	1.700E-09	1.700E-09	3.607E+00	2.913E+02	2.926E+02	8.960E-08	1.189E-07	7.000E-10	1.400E-09	4.300E-09	1.200E-09	3.607E+00	
9	11	6	1	2.000E-03	2.000E-08	7.000E-10	1.800E-09	3.564E+00	2.911E+02	2.922E+02	8.990E-08	1.195E-07	3.100E-09	3.000E-10	2.300E-09	3.000E-09	3.564E+00	
10	10	6	1	1.000E-03	0.000E+00	1.500E-09	1.200E-09	3.555E+00	2.910E+02	2.921E+02	8.920E-08	1.182E-07	3.000E-10	5.000E-10	0.000E+00	1.600E-09	3.554E+00	
11	9	6	1	1.000E-03	1.000E-08	3.900E-09	7.000E-10	3.611E+00	2.910E+02	2.921E+02	8.740E-08	1.157E-07	3.000E-09	3.000E-10	1.500E-09	2.500E-09	3.610E+00	
12	8	6	1	2.000E-03	1.000E-08	2.100E-09	1.000E-09	3.559E+00	2.887E+02	2.906E+02	8.480E-08	1.133E-07	6.200E-09	2.200E-09	1.600E-09	1.800E-09	3.558E+00	
13	7	7	1	2.000E-03	2.000E-08	1.500E-09	3.000E-10	3.537E+00	2.889E+02	2.911E+02	8.480E-08	1.118E-07	4.300E-09	4.300E-09	1.300E-09	4.000E-10	3.537E+00	
14	8	7	1	1.000E-03	0.000E+00	2.300E-09	3.000E-10	3.532E+00	2.910E+02	2.922E+02	8.820E-08	1.174E-07	1.700E-09	1.000E-10	1.500E-09	3.000E-09	3.530E+00	
15	9	7	1	3.000E-03	2.000E-08	2.000E-10	3.000E-10	3.614E+00	2.910E+02	2.920E+02	9.200E-08	1.215E-07	1.000E-09	2.300E-09	1.000E-10	2.400E-09	3.615E+00	
16	10	7	1	2.000E-03	0.000E+00	1.100E-09	0.000E+00	3.597E+00	2.903E+02	2.914E+02	9.390E-08	1.238E-07	2.800E-09	7.000E-10	1.400E-09	0.000E+00	3.597E+00	
17	11	7	1	2.000E-03	0.000E+00	2.000E-09	4.300E-09	3.610E+00	2.898E+02	2.912E+02	9.350E-08	1.241E-07	2.900E-09	3.000E-10	0.000E+00	6.000E-10	3.610E+00	
18	12	7	1	3.000E-03	6.000E-08	5.000E-10	4.000E-09	3.717E+00	2.899E+02	2.913E+02	9.500E-08	1.247E-07	1.600E-09	1.000E-09	0.000E+00	1.400E-09	3.717E+00	
19	13	7	1	2.000E-03	3.000E-08	1.000E-10	1.500E-09	3.574E+00	2.903E+02	2.917E+02	9.300E-08	1.234E-07	4.200E-09	2.500E-09	1.500E-09	3.200E-09	3.574E+00	
20	14	7	1	2.000E-03	0.000E+00	3.200E-09	4.900E-09	3.555E+00	2.910E+02	2.923E+02	9.080E-08	1.201E-07	4.600E-09	2.600E-09	3.000E-10	1.400E-09	3.555E+00	
21	15	7	3	2.000E-03	99.99													
22	16	8	1	2.000E-03	2.000E-08	1.100E-09	0.000E+00	3.671E+00	2.916E+02	2.925E+02	8.540E-08	1.114E-07	4.300E-09	1.900E-09	2.400E-09	3.000E-10	3.671E+00	
23	15	8	1	2.000E-03	1.000E-08	2.000E-10	4.000E-10	3.605E+00	2.909E+02	2.923E+02	9.140E-08	1.209E-07	1.800E-09	1.800E-09	5.000E-10	4.000E-09	3.605E+00	
24	14	8	1	2.000E-03	2.000E-08	1.100E-09	2.700E-09	3.561E+00	2.896E+02	2.911E+02	9.530E-08	1.255E-07	1.400E-09	2.100E-09	1.400E-09	3.400E-09	3.560E+00	
25	13	8	1	2.000E-03	0.000E+00	0.000E+00	7.000E-10	3.569E+00	2.889E+02	2.903E+02	9.670E-08	1.281E-07	4.200E-09	3.000E-09	3.000E-09	1.000E-10	3.571E+00	
26	12	8	1	2.000E-03	0.000E+00	4.000E-09	6.000E-10	3.611E+00	2.886E+02	2.899E+02	9.800E-08	1.295E-07	9.000E-10	2.900E-09	3.000E-10	1.800E-09	3.611E+00	
27	11	8	1	2.000E-03	0.000E+00	1.000E-09	1.200E-09	3.597E+00	2.887E+02	2.900E+02	9.620E-08	1.286E-07	3.300E-09	1.100E-09	3.000E-10	1.200E-09	3.597E+00	
28	10	8	1	1.000E-03	0.000E+00	1.000E-10	3.700E-09	3.594E+00	2.894E+02	2.904E+02	9.530E-08	1.260E-07	6.400E-09	3.200E-09	2.300E-09	6.300E-09	3.593E+00	
29	9	8	1	1.000E-03	4.000E-08	1.500E-09	1.700E-09	3.593E+00	2.900E+02	2.912E+02	9.360E-08	1.243E-07	1.100E-09	2.900E-09	1.400E-09	2.800E-09	3.594E+00	
