Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4429-325A-250502@203
Wafer number	8
Date	2025/05/02
Time	17:04:32

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	1.000E-03	2.000E-08	2.700E-09	4.500E-09	3.709E+00	2.868E+02	2.893E+02	9.350E-08	1.248E-07	2.000E-09	3.700E-09	3.300E-09	2.200E-09	3.710E+00	
2	10	5	1	1.000E-03	1.000E-08	6.300E-09	2.400E-09	3.609E+00	2.898E+02	2.914E+02	9.510E-08	1.264E-07	2.000E-10	1.300E-09	2.600E-09	1.100E-09	3.610E+00	
3	11	5	1	1.000E-03	3.000E-08	3.000E-10	1.700E-09	3.616E+00	2.907E+02	2.921E+02	9.330E-08	1.242E-07	3.800E-09	6.000E-10	3.000E-10	8.000E-10	3.617E+00	
4	12	5	1	0.000E+00	0.000E+00	1.100E-09	2.200E-09	3.693E+00	2.911E+02	2.922E+02	9.320E-08	1.221E-07	2.800E-09	1.400E-09	2.500E-09	1.200E-09	3.694E+00	
5	13	5	1	1.000E-03	1.000E-08	2.000E-09	4.000E-09	3.717E+00	2.908E+02	2.921E+02	9.060E-08	1.208E-07	2.700E-09	1.700E-09	1.200E-09	1.000E-09	3.716E+00	
6	14	6	1	1.000E-03	3.000E-08	2.000E-10	5.400E-09	3.602E+00	2.915E+02	2.924E+02	9.460E-08	1.248E-07	6.900E-09	2.500E-09	2.100E-09	5.000E-09	3.601E+00	
7	13	6	1	1.000E-03	0.000E+00	6.700E-09	5.800E-09	3.529E+00	2.914E+02	2.924E+02	9.790E-08	1.296E-07	4.000E-10	2.500E-09	1.700E-09	9.000E-10	3.529E+00	
8	12	6	1	1.000E-03	3.000E-08	5.500E-09	2.000E-09	3.614E+00	2.909E+02	2.923E+02	9.810E-08	1.295E-07	2.400E-09	8.000E-10	1.900E-09	1.600E-09	3.615E+00	
9	11	6	1	1.000E-03	1.000E-08	9.000E-10	7.900E-09	3.546E+00	2.908E+02	2.920E+02	9.810E-08	1.296E-07	4.000E-09	5.000E-10	1.800E-09	3.300E-09	3.547E+00	
10	10	6	1	1.000E-03	0.000E+00	2.300E-09	4.000E-09	3.544E+00	2.906E+02	2.918E+02	9.850E-08	1.286E-07	3.600E-09	1.800E-09	1.200E-09	3.600E-09	3.544E+00	
11	9	6	1	1.000E-03	1.000E-08	4.100E-09	1.800E-09	3.608E+00	2.903E+02	2.916E+02	9.540E-08	1.267E-07	3.400E-09	2.000E-09	3.300E-09	1.300E-09	3.608E+00	
12	8	6	1	1.000E-03	0.000E+00	9.000E-10	1.900E-09	3.594E+00	2.875E+02	2.896E+02	9.250E-08	1.246E-07	3.200E-09	3.100E-09	1.600E-09	7.000E-10	3.594E+00	
13	7	7	1	1.000E-03	0.000E+00	2.100E-09	3.200E-09	3.627E+00	2.873E+02	2.898E+02	8.950E-08	1.206E-07	4.400E-09	3.100E-09	1.600E-09	4.000E-10	3.626E+00	
14	8	7	1	1.000E-03	0.000E+00	2.200E-09	8.000E-10	3.572E+00	2.903E+02	2.915E+02	9.440E-08	1.251E-07	2.600E-09	2.000E-10	1.000E-09	2.900E-09	3.571E+00	
15	9	7	1	1.000E-03	1.000E-08	1.100E-09	4.800E-09	3.615E+00	2.905E+02	2.916E+02	9.760E-08	1.282E-07	5.200E-09	1.900E-09	3.400E-09	1.600E-09	3.615E+00	
16	10	7	1	1.000E-03	0.000E+00	0.000E+00	2.200E-09	3.597E+00	2.901E+02	2.912E+02	9.930E-08	1.310E-07	1.400E-09	1.200E-09	7.000E-10	2.600E-09	3.598E+00	
17	11	7	1	1.000E-03	1.000E-08	1.800E-09	1.000E-10	3.587E+00	2.896E+02	2.910E+02	9.940E-08	1.331E-07	3.900E-09	1.800E-09	8.000E-10	2.100E-09	3.588E+00	
18	12	7	1	0.000E+00	0.000E+00	9.000E-10	1.100E-09	3.717E+00	2.896E+02	2.911E+02	1.011E-07	1.338E-07	2.700E-09	5.000E-10	1.000E-09	3.400E-09	3.716E+00	
19	13	7	1	1.000E-03	1.000E-08	3.400E-09	2.000E-10	3.540E+00	2.901E+02	2.914E+02	1.021E-07	1.346E-07	3.600E-09	5.000E-10	1.100E-09	2.800E-09	3.542E+00	
20	14	7	1	1.000E-03	0.000E+00	7.000E-10	2.200E-09	3.494E+00	2.907E+02	2.921E+02	1.011E-07	1.338E-07	5.400E-09	1.000E-10	3.300E-09	1.000E-10	3.494E+00	
21	15	7	1	1.000E-03	3.000E-08	8.000E-10	1.200E-09	3.719E+00	2.913E+02	2.923E+02	9.630E-08	1.272E-07	6.000E-09	1.500E-09	2.100E-09	3.000E-10	3.720E+00	
22	16	8	1	1.000E-03	5.000E-08	2.000E-10	8.000E-10	3.633E+00	2.911E+02	2.922E+02	9.620E-08	1.247E-07	1.500E-09	2.000E-10	1.400E-09	1.600E-09	3.634E+00	
23	15	8	1	1.000E-03	0.000E+00	3.700E-09	3.000E-10	3.545E+00	2.906E+02	2.918E+02	1.030E-07	1.358E-07	1.200E-09	1.400E-09	1.100E-09	9.000E-10	3.545E+00	
24	14	8	1	1.000E-03	1.000E-08	2.500E-09	3.000E-09	3.484E+00	2.893E+02	2.909E+02	1.052E-07	1.388E-07	4.600E-09	2.700E-09	1.500E-09	8.000E-10	3.485E+00	
25	13	8	1	1.000E-03	0.000E+00	1.300E-09	2.800E-09	3.521E+00	2.887E+02	2.899E+02	1.041E-07	1.382E-07	4.900E-09	1.200E-09	7.000E-10	1.900E-09	3.522E+00	
26	12	8	1	1.000E-03	1.000E-08	2.600E-09	1.600E-09	3.592E+00	2.881E+02	2.896E+02	1.032E-07	1.381E-07	1.100E-09	2.000E-09	1.600E-09	1.500E-09	3.593E+00	
27	11	8	1	1.000E-03	3.000E-08	1.000E-09	7.000E-10	3.593E+00	2.884E+02	2.897E+02	1.019E-07	1.350E-07	3.500E-09	3.600E-09	3.000E-10	1.000E-10	3.592E+00	
