Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4429-325A-250502@203
Wafer number	5
Date	2025/05/02
Time	16:44:55

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	1.000E-03	0.000E+00	3.000E-10	1.000E-10	3.537E+00	2.866E+02	2.889E+02	9.150E-08	1.243E-07	2.100E-09	1.000E-09	3.500E-09	1.700E-09	3.538E+00	
2	10	5	1	1.000E-03	2.000E-08	2.100E-09	3.400E-09	3.430E+00	2.889E+02	2.905E+02	9.490E-08	1.265E-07	5.700E-09	1.400E-09	2.200E-09	1.600E-09	3.431E+00	
3	11	5	1	3.000E-03	0.000E+00	2.000E-09	1.800E-09	3.418E+00	2.899E+02	2.912E+02	9.340E-08	1.249E-07	4.700E-09	1.100E-09	1.400E-09	5.000E-10	3.418E+00	
4	12	5	1	2.000E-03	0.000E+00	7.000E-10	3.200E-09	3.503E+00	2.902E+02	2.914E+02	9.140E-08	1.220E-07	9.000E-10	3.100E-09	1.000E-09	1.300E-09	3.503E+00	
5	13	5	1	1.000E-03	6.000E-08	2.000E-09	1.700E-09	3.533E+00	2.899E+02	2.912E+02	8.840E-08	1.184E-07	3.300E-09	3.000E-10	3.200E-09	6.000E-10	3.534E+00	
6	14	6	1	2.000E-03	2.000E-08	7.000E-10	2.000E-10	3.510E+00	2.906E+02	2.916E+02	9.130E-08	1.213E-07	5.100E-09	2.000E-10	7.000E-10	4.000E-10	3.510E+00	
7	13	6	1	2.000E-03	0.000E+00	8.000E-10	2.300E-09	3.449E+00	2.904E+02	2.915E+02	9.690E-08	1.287E-07	6.900E-09	4.500E-09	2.200E-09	5.000E-10	3.449E+00	
8	12	6	1	3.000E-03	5.000E-08	2.500E-09	1.400E-09	3.526E+00	2.902E+02	2.913E+02	9.770E-08	1.307E-07	4.200E-09	1.400E-09	3.000E-10	2.100E-09	3.527E+00	
9	11	6	1	2.000E-03	1.000E-08	2.200E-09	5.000E-10	3.454E+00	2.898E+02	2.910E+02	1.001E-07	1.333E-07	2.800E-09	5.500E-09	1.200E-09	3.100E-09	3.454E+00	
10	10	6	1	2.000E-03	0.000E+00	3.000E-10	2.300E-09	3.442E+00	2.898E+02	2.909E+02	9.950E-08	1.328E-07	1.400E-09	2.100E-09	1.500E-09	2.000E-10	3.442E+00	
11	9	6	1	2.000E-03	1.000E-08	1.200E-09	1.400E-09	3.514E+00	2.895E+02	2.907E+02	9.450E-08	1.267E-07	2.600E-09	2.800E-09	5.000E-10	4.000E-10	3.514E+00	
12	8	6	1	2.000E-03	0.000E+00	4.000E-10	3.700E-09	3.439E+00	2.874E+02	2.892E+02	9.150E-08	1.227E-07	5.800E-09	3.000E-09	4.000E-10	3.200E-09	3.439E+00	
13	7	7	1	1.000E-03	4.000E-08	1.800E-09	1.800E-09	3.475E+00	2.875E+02	2.897E+02	8.910E-08	1.193E-07	4.000E-09	2.500E-09	5.000E-10	1.900E-09	3.475E+00	
14	8	7	1	2.000E-03	0.000E+00	7.000E-10	3.600E-09	3.458E+00	2.896E+02	2.907E+02	9.390E-08	1.249E-07	5.300E-09	4.600E-09	3.300E-09	1.100E-09	3.458E+00	
15	9	7	1	2.000E-03	0.000E+00	4.600E-09	5.000E-10	3.526E+00	2.895E+02	2.907E+02	9.890E-08	1.322E-07	6.100E-09	9.000E-10	1.800E-09	3.200E-09	3.525E+00	
16	10	7	1	1.000E-03	0.000E+00	1.000E-09	1.100E-09	3.495E+00	2.891E+02	2.903E+02	1.022E-07	1.363E-07	4.400E-09	2.700E-09	3.000E-10	1.100E-09	3.494E+00	
17	11	7	1	2.000E-03	0.000E+00	7.000E-10	6.000E-10	3.505E+00	2.886E+02	2.900E+02	1.020E-07	1.376E-07	4.000E-10	2.000E-10	3.300E-09	0.000E+00	3.504E+00	
18	12	7	1	2.000E-03	2.000E-08	3.800E-09	0.000E+00	3.555E+00	2.886E+02	2.902E+02	1.022E-07	1.363E-07	1.400E-09	0.000E+00	1.000E-10	2.000E-10	3.554E+00	
19	13	7	1	3.000E-03	2.000E-08	1.300E-09	3.000E-10	3.470E+00	2.892E+02	2.906E+02	1.026E-07	1.359E-07	3.300E-09	2.000E-10	2.200E-09	3.700E-09	3.469E+00	
20	14	7	1	2.000E-03	0.000E+00	3.100E-09	0.000E+00	3.469E+00	2.900E+02	2.911E+02	9.950E-08	1.321E-07	3.900E-09	1.500E-09	2.400E-09	4.000E-10	3.470E+00	
21	15	7	1	2.000E-03	0.000E+00	9.000E-10	5.600E-09	3.623E+00	2.904E+02	2.915E+02	9.260E-08	1.230E-07	2.800E-09	3.800E-09	3.100E-09	5.300E-09	3.623E+00	
22	16	8	1	2.000E-03	0.000E+00	3.000E-09	1.000E-10	3.531E+00	2.904E+02	2.914E+02	9.400E-08	1.243E-07	2.700E-09	5.000E-10	1.000E-10	3.000E-10	3.530E+00	
23	15	8	1	2.000E-03	0.000E+00	5.000E-10	2.500E-09	3.477E+00	2.898E+02	2.911E+02	1.005E-07	1.338E-07	3.000E-10	1.000E-09	3.000E-09	4.000E-10	3.478E+00	
24	14	8	1	2.000E-03	1.000E-08	4.200E-09	3.700E-09	3.467E+00	2.885E+02	2.901E+02	1.035E-07	1.377E-07	2.000E-10	3.000E-10	2.100E-09	1.000E-09	3.467E+00	
25	13	8	1	2.000E-03	1.000E-08	4.000E-10	1.100E-09	3.460E+00	2.880E+02	2.892E+02	1.042E-07	1.389E-07	2.700E-09	4.900E-09	1.200E-09	3.100E-09	3.459E+00	
26	12	8	1	2.000E-03	1.000E-08	1.400E-09	1.500E-09	3.506E+00	2.873E+02	2.886E+02	1.046E-07	1.411E-07	1.000E-09	8.000E-10	2.600E-09	3.500E-09	3.506E+00	
27	11	8	1	1.000E-03	0.000E+00	1.000E-09	7.000E-10	3.499E+00	2.874E+02	2.885E+02	1.041E-07	1.393E-07	8.000E-10	3.000E-10	2.000E-09	8.000E-10	3.499E+00	
