Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4429-325A-250502@203
Wafer number	16
Date	2025/05/02
Time	17:58:01

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	1.000E-03	0.000E+00	3.500E-09	8.000E-10	3.997E+00	2.891E+02	2.910E+02	8.250E-08	1.081E-07	3.000E-09	1.200E-09	2.200E-09	1.500E-09	3.997E+00	
2	10	5	1	1.000E-03	4.000E-08	2.500E-09	1.000E-09	3.830E+00	2.909E+02	2.922E+02	8.280E-08	1.096E-07	4.000E-10	3.000E-10	3.000E-10	4.000E-10	3.829E+00	
3	11	5	1	0.000E+00	4.000E-08	5.000E-10	3.000E-09	3.829E+00	2.917E+02	2.928E+02	8.160E-08	1.061E-07	3.600E-09	1.500E-09	2.400E-09	2.600E-09	3.828E+00	
4	12	5	1	1.000E-03	0.000E+00	2.300E-09	2.300E-09	3.918E+00	2.918E+02	2.929E+02	8.020E-08	1.061E-07	2.800E-09	9.000E-10	7.000E-10	5.000E-10	3.917E+00	
5	13	5	1	2.000E-03	1.000E-08	9.000E-10	1.800E-09	3.920E+00	2.914E+02	2.928E+02	7.850E-08	1.033E-07	3.100E-09	1.800E-09	1.800E-09	1.000E-10	3.920E+00	
6	14	6	1	1.000E-03	2.000E-08	7.000E-10	1.400E-09	3.862E+00	2.920E+02	2.932E+02	8.190E-08	1.066E-07	1.500E-09	4.200E-09	2.600E-09	1.100E-09	3.863E+00	
7	13	6	1	1.000E-03	4.000E-08	5.000E-10	2.900E-09	3.727E+00	2.920E+02	2.931E+02	8.440E-08	1.108E-07	4.100E-09	1.100E-09	2.000E-10	9.000E-10	3.727E+00	
8	12	6	1	1.000E-03	1.000E-08	2.700E-09	0.000E+00	3.774E+00	2.918E+02	2.929E+02	8.380E-08	1.109E-07	4.800E-09	1.000E-10	1.100E-09	1.400E-09	3.775E+00	
9	11	6	1	2.000E-03	7.000E-08	5.000E-10	2.800E-09	3.723E+00	2.916E+02	2.927E+02	8.570E-08	1.111E-07	3.600E-09	1.500E-09	1.400E-09	3.000E-10	3.723E+00	
10	10	6	1	1.000E-03	2.000E-08	1.200E-09	2.400E-09	3.709E+00	2.914E+02	2.925E+02	8.560E-08	1.121E-07	4.700E-09	7.000E-10	7.000E-10	2.700E-09	3.710E+00	
11	9	6	1	0.000E+00	1.000E-08	1.200E-09	4.300E-09	3.826E+00	2.913E+02	2.924E+02	8.280E-08	1.094E-07	3.000E-09	1.500E-09	3.000E-10	1.800E-09	3.826E+00	
12	8	6	1	1.000E-03	2.000E-08	9.000E-10	3.200E-09	3.814E+00	2.892E+02	2.911E+02	8.110E-08	1.062E-07	1.600E-09	3.000E-10	3.500E-09	3.300E-09	3.814E+00	
13	7	7	1	1.000E-03	1.000E-08	7.300E-09	2.000E-09	3.805E+00	2.896E+02	2.913E+02	7.940E-08	1.047E-07	1.100E-09	3.500E-09	5.600E-09	6.000E-10	3.804E+00	
14	8	7	1	1.000E-03	0.000E+00	1.200E-09	2.100E-09	3.756E+00	2.913E+02	2.924E+02	8.280E-08	1.092E-07	3.000E-09	6.000E-10	4.300E-09	7.000E-10	3.757E+00	
15	9	7	1	2.000E-03	1.000E-08	3.000E-10	2.100E-09	3.738E+00	2.913E+02	2.923E+02	8.590E-08	1.116E-07	3.800E-09	6.000E-10	3.000E-10	3.900E-09	3.738E+00	
16	10	7	1	1.000E-03	5.000E-08	3.000E-10	9.000E-10	3.694E+00	2.907E+02	2.918E+02	8.770E-08	1.153E-07	1.300E-09	3.200E-09	8.000E-10	1.400E-09	3.692E+00	
17	11	7	1	0.000E+00	1.000E-08	1.400E-09	5.000E-10	3.700E+00	2.903E+02	2.916E+02	8.760E-08	1.154E-07	2.000E-09	0.000E+00	4.800E-09	4.900E-09	3.699E+00	
18	12	7	1	1.000E-03	1.000E-08	3.900E-09	2.900E-09	3.742E+00	2.903E+02	2.918E+02	8.690E-08	1.149E-07	9.000E-10	4.000E-10	6.200E-09	4.000E-09	3.741E+00	
19	13	7	1	1.000E-03	6.000E-08	1.700E-09	1.000E-09	3.669E+00	2.908E+02	2.921E+02	8.880E-08	1.150E-07	6.800E-09	3.900E-09	1.500E-09	3.300E-09	3.669E+00	
20	14	7	1	2.000E-03	1.000E-08	7.000E-10	3.000E-10	3.706E+00	2.915E+02	2.927E+02	8.770E-08	1.135E-07	1.600E-09	1.800E-09	1.300E-09	1.400E-09	3.706E+00	
21	15	7	1	1.000E-03	0.000E+00	3.000E-09	1.200E-09	3.938E+00	2.920E+02	2.930E+02	8.370E-08	1.104E-07	2.600E-09	1.800E-09	6.700E-09	3.300E-09	3.937E+00	
22	16	8	1	1.000E-03	0.000E+00	1.300E-09	4.000E-09	3.822E+00	2.918E+02	2.930E+02	8.420E-08	1.105E-07	3.900E-09	2.100E-09	2.000E-09	5.000E-10	3.823E+00	
23	15	8	1	1.000E-03	0.000E+00	7.000E-10	2.200E-09	3.799E+00	2.915E+02	2.927E+02	8.740E-08	1.152E-07	4.500E-09	0.000E+00	7.000E-10	4.900E-09	3.799E+00	
24	14	8	1	1.000E-03	2.000E-08	1.400E-09	2.100E-09	3.662E+00	2.903E+02	2.917E+02	9.000E-08	1.177E-07	5.200E-09	7.000E-10	2.800E-09	3.800E-09	3.662E+00	
25	13	8	1	1.000E-03	0.000E+00	3.200E-09	4.000E-09	3.620E+00	2.894E+02	2.907E+02	9.020E-08	1.195E-07	1.300E-09	0.000E+00	2.100E-09	2.000E-10	3.619E+00	
26	12	8	1	0.000E+00	1.000E-08	1.400E-09	6.500E-09	3.680E+00	2.891E+02	2.903E+02	9.020E-08	1.187E-07	6.900E-09	3.800E-09	6.000E-10	3.600E-09	3.681E+00	
27	11	8	1	1.000E-03	0.000E+00	1.600E-09	6.000E-10	3.687E+00	2.893E+02	2.903E+02	8.950E-08	1.188E-07	2.800E-09	2.600E-09	7.000E-10	4.000E-10	3.686E+00	
