Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4429-325A-250502@203
Wafer number	20
Date	2025/05/02
Time	18:23:46

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	1.000E-03	0.000E+00	3.000E-10	2.100E-09	3.881E+00	2.887E+02	2.908E+02	8.630E-08	1.139E-07	5.400E-09	7.000E-09	0.000E+00	1.500E-09	3.881E+00	
2	10	5	1	1.000E-03	0.000E+00	1.600E-09	1.000E-10	3.714E+00	2.906E+02	2.920E+02	8.790E-08	1.159E-07	5.200E-09	2.700E-09	2.400E-09	1.900E-09	3.715E+00	
3	11	5	1	1.000E-03	1.000E-08	2.000E-09	5.000E-10	3.697E+00	2.914E+02	2.926E+02	8.720E-08	1.155E-07	3.600E-09	2.000E-10	1.000E-10	5.000E-10	3.697E+00	
4	12	5	1	1.000E-03	1.000E-08	2.200E-09	2.200E-09	3.781E+00	2.918E+02	2.929E+02	8.610E-08	1.143E-07	6.000E-09	3.000E-10	1.200E-09	7.000E-10	3.781E+00	
5	13	5	1	1.000E-03	1.000E-08	1.900E-09	2.500E-09	3.777E+00	2.917E+02	2.928E+02	8.520E-08	1.124E-07	5.000E-09	1.200E-09	1.800E-09	6.000E-10	3.777E+00	
6	14	6	1	1.000E-03	0.000E+00	1.100E-09	2.000E-09	3.692E+00	2.923E+02	2.933E+02	8.910E-08	1.172E-07	1.900E-09	4.800E-09	1.100E-09	4.000E-10	3.691E+00	
7	13	6	1	0.000E+00	1.000E-08	1.100E-09	3.000E-10	3.597E+00	2.921E+02	2.933E+02	8.990E-08	1.193E-07	2.100E-09	1.300E-09	2.600E-09	2.700E-09	3.596E+00	
8	12	6	1	2.000E-03	0.000E+00	3.000E-10	1.400E-09	3.654E+00	2.917E+02	2.928E+02	9.260E-08	1.201E-07	5.600E-09	7.000E-10	1.500E-09	1.600E-09	3.653E+00	
9	11	6	1	1.000E-03	0.000E+00	3.300E-09	1.900E-09	3.597E+00	2.914E+02	2.926E+02	9.260E-08	1.216E-07	1.000E-09	8.000E-10	0.000E+00	2.300E-09	3.597E+00	
10	10	6	1	1.000E-03	1.000E-08	1.000E-10	2.100E-09	3.604E+00	2.914E+02	2.926E+02	9.180E-08	1.212E-07	4.000E-09	4.300E-09	7.000E-10	1.000E-09	3.604E+00	
11	9	6	1	1.000E-03	4.000E-08	4.300E-09	2.600E-09	3.722E+00	2.914E+02	2.925E+02	8.820E-08	1.170E-07	5.000E-09	1.700E-09	7.000E-10	2.000E-09	3.722E+00	
12	8	6	1	1.000E-03	4.000E-08	1.600E-09	4.900E-09	3.747E+00	2.889E+02	2.909E+02	8.660E-08	1.141E-07	8.000E-09	6.500E-09	0.000E+00	1.000E-10	3.746E+00	
13	7	7	1	1.000E-03	1.000E-08	4.100E-09	1.500E-09	3.752E+00	2.891E+02	2.912E+02	8.360E-08	1.113E-07	5.600E-09	1.400E-09	2.100E-09	2.500E-09	3.752E+00	
14	8	7	1	1.000E-03	2.000E-08	5.000E-10	1.700E-09	3.646E+00	2.914E+02	2.925E+02	8.790E-08	1.166E-07	5.100E-09	5.000E-10	3.000E-10	4.000E-10	3.645E+00	
15	9	7	3	1.000E-03	99.99													
16	10	7	1	2.000E-03	2.000E-08	0.000E+00	7.000E-10	3.613E+00	2.911E+02	2.922E+02	9.430E-08	1.240E-07	6.000E-10	2.200E-09	5.400E-09	2.100E-09	3.614E+00	
17	11	7	1	0.000E+00	2.000E-08	0.000E+00	3.300E-09	3.612E+00	2.904E+02	2.917E+02	9.460E-08	1.246E-07	6.000E-09	6.600E-09	4.300E-09	4.300E-09	3.612E+00	
18	12	7	1	1.000E-03	3.000E-08	1.600E-09	9.000E-10	3.676E+00	2.903E+02	2.917E+02	9.470E-08	1.256E-07	4.200E-09	3.000E-09	7.000E-10	1.200E-09	3.675E+00	
19	13	7	1	1.000E-03	0.000E+00	6.000E-10	1.200E-09	3.554E+00	2.909E+02	2.924E+02	9.690E-08	1.264E-07	1.700E-09	3.500E-09	0.000E+00	3.100E-09	3.554E+00	
20	14	7	1	1.000E-03	1.000E-08	5.500E-09	3.000E-10	3.567E+00	2.918E+02	2.930E+02	9.570E-08	1.236E-07	2.000E-09	3.300E-09	1.700E-09	1.700E-09	3.568E+00	
21	15	7	1	1.000E-03	7.000E-08	2.600E-09	1.300E-09	3.823E+00	2.923E+02	2.932E+02	9.180E-08	1.204E-07	6.000E-10	1.200E-09	5.800E-09	5.000E-10	3.823E+00	
22	16	8	1	1.000E-03	5.000E-08	4.000E-10	1.800E-09	3.680E+00	2.922E+02	2.933E+02	9.130E-08	1.188E-07	5.900E-09	3.200E-09	0.000E+00	1.000E-09	3.680E+00	
23	15	8	1	1.000E-03	0.000E+00	3.000E-10	5.000E-10	3.663E+00	2.917E+02	2.930E+02	9.670E-08	1.252E-07	5.400E-09	8.000E-10	8.000E-10	1.300E-09	3.662E+00	
24	14	8	1	1.000E-03	2.000E-08	1.500E-09	2.800E-09	3.559E+00	2.903E+02	2.918E+02	9.750E-08	1.299E-07	3.700E-09	2.200E-09	1.300E-09	2.600E-09	3.559E+00	
25	13	8	1	1.000E-03	0.000E+00	1.100E-09	1.300E-09	3.550E+00	2.897E+02	2.909E+02	9.710E-08	1.305E-07	5.100E-09	0.000E+00	3.300E-09	1.700E-09	3.550E+00	
26	12	8	1	0.000E+00	3.000E-08	1.700E-09	1.000E-10	3.597E+00	2.893E+02	2.904E+02	9.770E-08	1.292E-07	4.600E-09	3.000E-10	5.000E-10	2.600E-09	3.596E+00	
27	11	8	1	1.000E-03	2.000E-08	4.400E-09	3.900E-09	3.604E+00	2.896E+02	2.907E+02	9.590E-08	1.275E-07	2.100E-09	2.100E-09	3.000E-10	3.900E-09	3.604E+00	
28	10	8	1	1.000E-03	3.000E-08	2.000E-10	4.400E-09	3.604E+00	2.901E+02	2.912E+02	9.390E-08	1.246E-07	5.000E-09	1.400E-09	4.400E-09	1.900E-09	3.605E+00	
