Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4429-325A-250502@203
Wafer number	17
Date	2025/05/02
Time	18:04:11

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	1.000E-03	1.000E-08	0.000E+00	2.400E-09	3.721E+00	2.897E+02	2.911E+02	7.740E-08	1.034E-07	9.000E-10	3.500E-09	4.000E-10	1.600E-09	3.721E+00	
2	10	5	1	1.000E-03	0.000E+00	2.500E-09	9.000E-10	3.614E+00	2.911E+02	2.924E+02	8.020E-08	1.058E-07	3.100E-09	2.500E-09	1.100E-09	1.200E-09	3.612E+00	
3	11	5	1	2.000E-03	1.000E-08	1.000E-10	0.000E+00	3.582E+00	2.920E+02	2.931E+02	7.960E-08	1.056E-07	1.000E-10	0.000E+00	1.500E-09	2.900E-09	3.584E+00	
4	12	5	1	1.000E-03	0.000E+00	7.000E-10	4.000E-10	3.634E+00	2.923E+02	2.934E+02	7.820E-08	1.045E-07	6.700E-09	3.300E-09	3.700E-09	9.000E-10	3.634E+00	
5	13	5	1	0.000E+00	2.000E-08	3.200E-09	5.700E-09	3.629E+00	2.921E+02	2.932E+02	7.830E-08	1.028E-07	4.900E-09	1.100E-09	4.000E-10	4.000E-10	3.629E+00	
6	14	6	1	1.000E-03	4.000E-08	3.100E-09	3.600E-09	3.577E+00	2.926E+02	2.933E+02	8.030E-08	1.065E-07	9.000E-10	0.000E+00	4.900E-09	2.000E-10	3.577E+00	
7	13	6	1	2.000E-03	0.000E+00	2.700E-09	2.600E-09	3.570E+00	2.925E+02	2.933E+02	8.300E-08	1.091E-07	1.000E-09	1.000E-09	6.700E-09	3.600E-09	3.570E+00	
8	12	6	1	1.000E-03	5.000E-08	2.500E-09	3.200E-09	3.628E+00	2.923E+02	2.932E+02	8.300E-08	1.095E-07	1.800E-09	1.800E-09	2.700E-09	3.500E-09	3.628E+00	
9	11	6	1	1.000E-03	0.000E+00	2.100E-09	3.000E-10	3.598E+00	2.921E+02	2.929E+02	8.380E-08	1.104E-07	3.000E-10	3.000E-10	6.000E-10	0.000E+00	3.599E+00	
10	10	6	1	2.000E-03	0.000E+00	2.000E-10	1.000E-09	3.590E+00	2.920E+02	2.926E+02	8.300E-08	1.096E-07	4.200E-09	2.700E-09	1.300E-09	1.800E-09	3.589E+00	
11	9	6	1	1.000E-03	0.000E+00	3.500E-09	2.800E-09	3.647E+00	2.917E+02	2.925E+02	8.100E-08	1.059E-07	3.300E-09	2.100E-09	6.000E-10	3.000E-10	3.648E+00	
12	8	6	1	1.000E-03	3.000E-08	2.400E-09	5.200E-09	3.610E+00	2.897E+02	2.910E+02	7.720E-08	1.037E-07	2.600E-09	1.800E-09	2.400E-09	3.800E-09	3.610E+00	
13	7	7	1	1.000E-03	0.000E+00	2.900E-09	2.600E-09	3.614E+00	2.901E+02	2.913E+02	7.590E-08	1.015E-07	6.200E-09	2.400E-09	3.000E-10	1.700E-09	3.614E+00	
14	8	7	1	1.000E-03	3.000E-08	7.000E-10	4.100E-09	3.626E+00	2.916E+02	2.925E+02	8.000E-08	1.058E-07	2.500E-09	3.700E-09	5.000E-09	1.800E-09	3.627E+00	
15	9	7	1	2.000E-03	4.000E-08	2.200E-09	1.000E-10	3.658E+00	2.918E+02	2.926E+02	8.330E-08	1.104E-07	1.500E-09	3.300E-09	2.300E-09	2.100E-09	3.657E+00	
16	10	7	1	1.000E-03	3.000E-08	3.000E-10	0.000E+00	3.638E+00	2.913E+02	2.920E+02	8.520E-08	1.129E-07	4.500E-09	1.000E-10	0.000E+00	1.100E-09	3.638E+00	
17	11	7	1	2.000E-03	0.000E+00	3.000E-10	6.000E-10	3.637E+00	2.908E+02	2.917E+02	8.670E-08	1.144E-07	2.100E-09	3.200E-09	1.000E-09	2.900E-09	3.638E+00	
18	12	7	1	2.000E-03	2.000E-08	1.600E-09	2.000E-10	3.673E+00	2.909E+02	2.920E+02	8.660E-08	1.149E-07	1.500E-09	6.000E-10	1.500E-09	4.000E-10	3.671E+00	
19	13	7	1	2.000E-03	2.000E-08	3.900E-09	2.000E-10	3.589E+00	2.914E+02	2.925E+02	8.730E-08	1.155E-07	2.100E-09	2.600E-09	1.000E-10	1.200E-09	3.589E+00	
20	14	7	1	1.000E-03	0.000E+00	2.000E-10	8.000E-10	3.546E+00	2.920E+02	2.931E+02	8.590E-08	1.131E-07	7.000E-10	2.000E-10	4.100E-09	2.200E-09	3.546E+00	
21	15	7	1	1.000E-03	0.000E+00	1.600E-09	1.000E-09	3.683E+00	2.925E+02	2.931E+02	8.220E-08	1.069E-07	1.400E-09	1.300E-09	5.200E-09	2.200E-09	3.684E+00	
22	16	8	1	2.000E-03	3.000E-08	3.400E-09	6.000E-10	3.645E+00	2.923E+02	2.929E+02	8.180E-08	1.074E-07	8.000E-10	8.000E-10	2.400E-09	0.000E+00	3.645E+00	
23	15	8	1	2.000E-03	2.000E-08	2.400E-09	3.000E-09	3.572E+00	2.920E+02	2.929E+02	8.810E-08	1.139E-07	2.200E-09	2.800E-09	1.600E-09	3.400E-09	3.573E+00	
24	14	8	1	1.000E-03	1.000E-08	1.800E-09	2.300E-09	3.569E+00	2.907E+02	2.919E+02	8.890E-08	1.188E-07	8.000E-10	8.000E-10	9.000E-10	0.000E+00	3.570E+00	
25	13	8	1	1.000E-03	0.000E+00	1.200E-09	6.000E-10	3.549E+00	2.901E+02	2.910E+02	8.920E-08	1.179E-07	3.400E-09	2.800E-09	1.300E-09	2.100E-09	3.550E+00	
26	12	8	1	2.000E-03	3.000E-08	0.000E+00	1.700E-09	3.612E+00	2.898E+02	2.905E+02	8.980E-08	1.185E-07	2.100E-09	6.800E-09	2.500E-09	2.600E-09	3.613E+00	
27	11	8	1	1.000E-03	2.000E-08	1.500E-09	8.000E-10	3.613E+00	2.898E+02	2.905E+02	8.860E-08	1.175E-07	2.700E-09	2.800E-09	1.700E-09	6.000E-10	3.613E+00	
28	10	8	4	1.000E-03	3.273E-05	999.9												
