Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5136-323A-250509@203
Wafer number	14
Date	2025/05/09
Time	18:58:43

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	1.000E-03	1.000E-08	8.000E-10	7.200E-09	3.163E+00	2.896E+02	2.907E+02	1.154E-07	1.552E-07	5.000E-10	9.000E-10	4.400E-09	4.900E-09	3.164E+00	
2	10	5	1	1.000E-03	0.000E+00	4.600E-09	1.200E-09	2.837E+00	2.880E+02	2.896E+02	1.451E-07	1.948E-07	2.800E-09	3.400E-09	3.000E-10	1.000E-09	2.837E+00	
3	11	5	1	1.000E-03	1.000E-08	5.100E-09	4.000E-10	2.640E+00	2.845E+02	2.865E+02	1.629E-07	2.211E-07	9.000E-10	5.500E-09	1.000E-09	3.200E-09	2.640E+00	
4	12	5	1	1.000E-03	1.000E-08	1.600E-09	1.600E-09	2.638E+00	2.838E+02	2.859E+02	1.648E-07	2.261E-07	5.600E-09	2.500E-09	3.700E-09	5.400E-09	2.637E+00	
5	13	5	1	1.000E-03	1.000E-08	3.700E-09	1.000E-10	2.600E+00	2.836E+02	2.853E+02	1.691E-07	2.313E-07	3.000E-10	3.800E-09	1.400E-09	4.000E-09	2.600E+00	
6	14	6	1	1.000E-03	1.000E-08	1.000E-10	6.400E-09	2.534E+00	2.810E+02	2.828E+02	1.784E-07	2.497E-07	5.700E-09	1.100E-09	5.700E-09	9.000E-10	2.533E+00	
7	13	6	1	0.000E+00	0.000E+00	1.100E-09	2.000E-10	2.562E+00	2.813E+02	2.831E+02	1.764E-07	2.444E-07	2.300E-09	3.000E-10	4.800E-09	4.000E-10	2.563E+00	
8	12	6	1	0.000E+00	2.000E-08	9.000E-10	3.000E-09	2.654E+00	2.835E+02	2.853E+02	1.626E-07	2.233E-07	4.200E-09	6.600E-09	1.300E-09	2.500E-09	2.654E+00	
9	11	6	1	0.000E+00	2.000E-08	2.200E-09	1.000E-09	2.795E+00	2.860E+02	2.878E+02	1.470E-07	2.017E-07	3.000E-10	7.000E-10	5.600E-09	1.000E-10	2.795E+00	
10	10	6	1	1.000E-03	1.000E-08	4.400E-09	2.300E-09	3.051E+00	2.881E+02	2.893E+02	1.211E-07	1.649E-07	1.400E-09	3.400E-09	4.000E-10	3.000E-09	3.050E+00	
11	9	6	1	0.000E+00	0.000E+00	1.800E-09	3.200E-09	3.361E+00	2.885E+02	2.898E+02	9.570E-08	1.272E-07	1.900E-09	2.200E-09	6.000E-10	3.600E-09	3.361E+00	
12	8	6	1	0.000E+00	3.000E-08	3.000E-10	8.200E-09	3.442E+00	2.892E+02	2.904E+02	8.790E-08	1.159E-07	5.800E-09	7.200E-09	2.900E-09	2.200E-09	3.442E+00	
13	7	7	1	1.000E-03	1.000E-08	2.700E-09	7.000E-10	3.702E+00	2.890E+02	2.900E+02	7.480E-08	1.000E-07	3.200E-09	3.000E-10	1.900E-09	5.000E-10	3.703E+00	
14	8	7	1	1.000E-03	3.000E-08	1.000E-10	2.400E-09	3.660E+00	2.882E+02	2.892E+02	7.920E-08	1.057E-07	2.000E-09	7.900E-09	3.300E-09	6.800E-09	3.659E+00	
15	9	7	1	0.000E+00	0.000E+00	3.800E-09	1.800E-09	3.690E+00	2.878E+02	2.886E+02	8.110E-08	1.094E-07	2.100E-09	8.000E-10	4.900E-09	2.500E-09	3.690E+00	
16	10	7	1	0.000E+00	2.000E-08	1.700E-09	1.300E-09	3.510E+00	2.877E+02	2.888E+02	8.920E-08	1.172E-07	2.300E-09	3.300E-09	7.000E-10	1.100E-09	3.510E+00	
17	11	7	1	1.000E-03	0.000E+00	3.500E-09	2.500E-09	3.194E+00	2.875E+02	2.887E+02	1.081E-07	1.477E-07	2.000E-10	5.000E-10	2.500E-09	2.300E-09	3.194E+00	
18	12	7	1	0.000E+00	3.000E-08	2.600E-09	1.000E-10	2.972E+00	2.871E+02	2.881E+02	1.301E-07	1.789E-07	1.400E-09	1.000E-10	1.000E-09	1.700E-09	2.973E+00	
19	13	7	1	1.000E-03	0.000E+00	1.000E-09	9.000E-10	2.716E+00	2.834E+02	2.852E+02	1.586E-07	2.153E-07	2.900E-09	7.000E-10	2.000E-09	2.100E-09	2.716E+00	
20	14	7	1	0.000E+00	0.000E+00	9.000E-10	4.800E-09	2.585E+00	2.815E+02	2.833E+02	1.734E-07	2.387E-07	5.000E-09	4.600E-09	9.000E-10	2.300E-09	2.586E+00	
21	15	7	1	1.000E-03	0.000E+00	3.900E-09	7.900E-09	2.671E+00	2.821E+02	2.844E+02	1.680E-07	2.316E-07	8.000E-10	5.000E-10	3.500E-09	6.100E-09	2.671E+00	
22	16	8	1	0.000E+00	3.000E-08	2.800E-09	1.800E-09	2.582E+00	2.810E+02	2.830E+02	1.760E-07	2.448E-07	4.000E-10	2.400E-09	5.700E-09	2.100E-09	2.582E+00	
23	15	8	1	0.000E+00	1.000E-08	4.000E-10	3.900E-09	2.616E+00	2.818E+02	2.836E+02	1.717E-07	2.351E-07	3.200E-09	2.800E-09	9.000E-10	4.000E-10	2.617E+00	
24	14	8	1	0.000E+00	0.000E+00	1.400E-09	4.800E-09	2.748E+00	2.840E+02	2.859E+02	1.539E-07	2.095E-07	3.000E-10	1.200E-09	1.500E-09	4.500E-09	2.748E+00	
25	13	8	1	0.000E+00	2.000E-08	8.000E-10	8.100E-09	3.002E+00	2.868E+02	2.879E+02	1.216E-07	1.679E-07	6.400E-09	1.100E-09	2.700E-09	5.600E-09	3.002E+00	
26	12	8	1	0.000E+00	2.000E-08	2.400E-09	2.500E-09	3.310E+00	2.871E+02	2.882E+02	9.590E-08	1.319E-07	4.400E-09	1.400E-09	5.500E-09	3.000E-10	3.310E+00	
27	11	8	1	0.000E+00	1.000E-08	2.500E-09	2.000E-10	3.554E+00	2.873E+02	2.883E+02	8.340E-08	1.135E-07	6.000E-10	3.300E-09	3.200E-09	1.000E-09	3.554E+00	
