Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5136-323A-250509@203
Wafer number	15
Date	2025/05/09
Time	19:05:23

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	1.000E-03	0.000E+00	1.300E-09	3.700E-09	3.688E+00	2.871E+02	2.885E+02	7.790E-08	1.083E-07	4.200E-09	2.000E-10	3.900E-09	8.000E-09	3.688E+00	
2	10	5	1	0.000E+00	1.000E-08	1.800E-09	2.300E-09	3.521E+00	2.881E+02	2.893E+02	8.130E-08	1.102E-07	2.600E-09	5.000E-09	1.400E-09	6.000E-10	3.521E+00	
3	11	5	1	0.000E+00	1.000E-08	2.300E-09	4.700E-09	3.531E+00	2.876E+02	2.888E+02	8.100E-08	1.095E-07	4.400E-09	1.090E-08	3.000E-10	3.600E-09	3.531E+00	
4	12	5	1	0.000E+00	0.000E+00	1.400E-09	8.000E-10	3.691E+00	2.879E+02	2.886E+02	7.370E-08	1.006E-07	2.400E-09	2.800E-09	3.500E-09	2.500E-09	3.692E+00	
5	13	5	1	0.000E+00	1.000E-08	7.000E-10	0.000E+00	3.239E+00	2.890E+02	2.901E+02	9.290E-08	1.225E-07	3.000E-09	2.800E-09	4.000E-10	8.000E-10	3.238E+00	
6	14	6	1	0.000E+00	1.000E-08	4.800E-09	4.900E-09	2.935E+00	2.888E+02	2.901E+02	1.155E-07	1.556E-07	8.000E-10	1.700E-09	3.900E-09	5.100E-09	2.934E+00	
7	13	6	1	0.000E+00	0.000E+00	3.000E-10	4.000E-09	3.393E+00	2.877E+02	2.888E+02	8.590E-08	1.142E-07	3.800E-09	1.600E-09	1.300E-09	4.300E-09	3.392E+00	
8	12	6	1	0.000E+00	2.000E-08	2.100E-09	3.900E-09	3.611E+00	2.871E+02	2.878E+02	7.900E-08	1.078E-07	7.600E-09	2.400E-09	1.600E-09	2.000E-09	3.610E+00	
9	11	6	1	0.000E+00	2.000E-08	7.000E-10	2.400E-09	3.496E+00	2.872E+02	2.882E+02	8.590E-08	1.168E-07	2.100E-09	6.900E-09	1.700E-09	2.700E-09	3.496E+00	
10	10	6	1	0.000E+00	0.000E+00	1.100E-09	5.200E-09	3.484E+00	2.881E+02	2.891E+02	8.580E-08	1.173E-07	2.000E-10	4.000E-10	4.700E-09	5.800E-09	3.485E+00	
11	9	6	1	0.000E+00	5.000E-08	3.400E-09	2.000E-10	3.522E+00	2.883E+02	2.894E+02	8.420E-08	1.152E-07	1.700E-09	1.400E-09	7.000E-10	0.000E+00	3.521E+00	
12	8	6	1	0.000E+00	1.000E-08	1.000E-09	2.000E-09	3.516E+00	2.887E+02	2.898E+02	8.110E-08	1.065E-07	4.300E-09	8.000E-10	3.200E-09	7.000E-10	3.515E+00	
13	7	7	1	0.000E+00	2.000E-08	2.500E-09	6.000E-10	3.550E+00	2.891E+02	2.905E+02	7.810E-08	1.055E-07	2.700E-09	1.700E-09	2.900E-09	0.000E+00	3.549E+00	
14	8	7	1	0.000E+00	3.000E-08	1.400E-09	0.000E+00	3.508E+00	2.885E+02	2.896E+02	8.570E-08	1.127E-07	4.700E-09	6.000E-10	1.500E-09	3.000E-10	3.508E+00	
15	9	7	1	0.000E+00	0.000E+00	6.100E-09	6.200E-09	3.540E+00	2.877E+02	2.888E+02	8.710E-08	1.190E-07	2.900E-09	2.100E-09	4.200E-09	5.200E-09	3.540E+00	
16	10	7	1	0.000E+00	3.000E-08	1.300E-09	2.000E-10	3.503E+00	2.876E+02	2.887E+02	8.830E-08	1.206E-07	4.200E-09	1.000E-09	2.400E-09	3.700E-09	3.502E+00	
17	11	7	1	1.000E-03	4.000E-08	2.500E-09	5.000E-09	3.533E+00	2.871E+02	2.882E+02	8.690E-08	1.181E-07	3.800E-09	8.100E-09	3.400E-09	2.800E-09	3.532E+00	
18	12	7	1	0.000E+00	0.000E+00	8.000E-10	1.600E-09	3.619E+00	2.869E+02	2.877E+02	8.370E-08	1.122E-07	4.100E-09	5.000E-09	9.000E-10	3.500E-09	3.618E+00	
19	13	7	1	0.000E+00	3.000E-08	4.000E-09	1.100E-09	3.593E+00	2.874E+02	2.881E+02	7.840E-08	1.091E-07	5.700E-09	2.000E-10	4.500E-09	2.200E-09	3.593E+00	
20	14	7	1	1.000E-03	0.000E+00	5.000E-09	1.300E-09	3.091E+00	2.881E+02	2.892E+02	1.059E-07	1.435E-07	3.800E-09	6.700E-09	1.100E-09	3.800E-09	3.091E+00	
21	15	7	1	0.000E+00	2.000E-08	3.200E-09	4.700E-09	2.881E+00	2.887E+02	2.900E+02	1.244E-07	1.673E-07	4.900E-09	6.600E-09	3.100E-09	4.000E-09	2.881E+00	
22	16	8	1	0.000E+00	0.000E+00	4.200E-09	6.000E-10	2.743E+00	2.880E+02	2.896E+02	1.351E-07	1.822E-07	4.100E-09	1.000E-09	2.000E-10	1.100E-09	2.742E+00	
23	15	8	1	0.000E+00	1.000E-08	2.000E-10	5.400E-09	2.916E+00	2.883E+02	2.893E+02	1.218E-07	1.658E-07	5.600E-09	1.040E-08	3.700E-09	2.600E-09	2.917E+00	
24	14	8	1	0.000E+00	2.000E-08	4.000E-10	8.000E-10	3.259E+00	2.878E+02	2.887E+02	9.520E-08	1.299E-07	3.400E-09	2.000E-09	0.000E+00	3.000E-10	3.260E+00	
25	13	8	1	0.000E+00	0.000E+00	1.200E-09	5.000E-10	3.622E+00	2.871E+02	2.877E+02	8.110E-08	1.087E-07	5.100E-09	5.000E-09	1.900E-09	4.300E-09	3.623E+00	
26	12	8	1	0.000E+00	2.000E-08	2.400E-09	3.700E-09	3.558E+00	2.869E+02	2.879E+02	8.410E-08	1.160E-07	3.000E-09	3.000E-10	2.200E-09	6.000E-10	3.557E+00	
27	11	8	1	0.000E+00	3.000E-08	1.000E-10	9.000E-10	3.520E+00	2.871E+02	2.881E+02	8.830E-08	1.178E-07	4.300E-09	2.000E-10	2.500E-09	1.000E-10	3.519E+00	
