Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5136-323A-250509@203
Wafer number	13
Date	2025/05/09
Time	18:51:00

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	1.000E-08	8.000E-10	2.800E-09	3.801E+00	2.863E+02	2.871E+02	6.860E-08	9.230E-08	3.300E-09	3.300E-09	2.500E-09	6.400E-09	3.801E+00	
2	10	5	1	0.000E+00	0.000E+00	5.600E-09	3.100E-09	3.689E+00	2.875E+02	2.879E+02	6.840E-08	9.360E-08	1.000E-10	1.100E-09	4.000E-09	3.600E-09	3.688E+00	
3	11	5	1	1.000E-03	1.000E-08	5.000E-10	2.700E-09	3.692E+00	2.876E+02	2.882E+02	6.870E-08	9.160E-08	2.400E-09	4.300E-09	1.300E-09	1.700E-09	3.691E+00	
4	12	5	1	1.000E-03	1.000E-08	2.000E-09	2.500E-09	3.760E+00	2.883E+02	2.889E+02	6.530E-08	9.090E-08	2.500E-09	5.000E-10	1.500E-09	6.700E-09	3.760E+00	
5	13	5	1	1.000E-03	1.000E-08	2.700E-09	1.000E-09	3.569E+00	2.889E+02	2.900E+02	7.020E-08	9.500E-08	5.500E-09	9.000E-10	2.000E-09	3.000E-10	3.569E+00	
6	14	6	1	1.000E-03	1.000E-08	7.000E-10	3.800E-09	3.635E+00	2.886E+02	2.894E+02	6.910E-08	9.040E-08	4.300E-09	3.500E-09	1.900E-09	1.500E-09	3.635E+00	
7	13	6	1	1.000E-03	5.000E-08	3.300E-09	6.400E-09	3.664E+00	2.880E+02	2.886E+02	6.910E-08	9.470E-08	5.700E-09	2.100E-09	4.100E-09	5.600E-09	3.664E+00	
8	12	6	1	0.000E+00	0.000E+00	1.600E-09	2.900E-09	3.638E+00	2.875E+02	2.882E+02	7.280E-08	1.003E-07	1.800E-09	0.000E+00	8.000E-10	9.000E-10	3.637E+00	
9	11	6	1	0.000E+00	1.000E-08	1.400E-09	2.500E-09	3.588E+00	2.870E+02	2.878E+02	7.590E-08	1.004E-07	5.400E-09	1.600E-09	1.700E-09	8.000E-10	3.588E+00	
10	10	6	1	0.000E+00	3.000E-08	7.000E-10	5.000E-10	3.587E+00	2.876E+02	2.882E+02	7.570E-08	1.001E-07	3.500E-09	3.100E-09	0.000E+00	1.700E-09	3.587E+00	
11	9	6	1	1.000E-03	0.000E+00	3.500E-09	6.900E-09	3.654E+00	2.881E+02	2.885E+02	7.070E-08	9.680E-08	4.800E-09	1.400E-09	4.800E-09	7.600E-09	3.653E+00	
12	8	6	1	1.000E-03	1.000E-08	1.700E-09	4.600E-09	3.658E+00	2.876E+02	2.883E+02	6.850E-08	9.100E-08	1.300E-09	1.700E-09	4.000E-10	3.300E-09	3.657E+00	
13	7	7	1	0.000E+00	3.000E-08	1.400E-09	7.000E-10	3.514E+00	2.885E+02	2.897E+02	7.160E-08	9.730E-08	6.000E-10	1.800E-09	4.700E-09	2.000E-10	3.514E+00	
14	8	7	1	0.000E+00	1.000E-08	2.600E-09	7.000E-10	3.633E+00	2.877E+02	2.883E+02	7.150E-08	9.710E-08	1.900E-09	3.000E-10	2.400E-09	3.000E-10	3.633E+00	
15	9	7	1	1.000E-03	0.000E+00	1.700E-09	4.300E-09	3.604E+00	2.875E+02	2.883E+02	7.560E-08	1.023E-07	5.500E-09	5.400E-09	2.100E-09	5.400E-09	3.604E+00	
16	10	7	1	1.000E-03	3.000E-08	4.300E-09	1.000E-09	3.571E+00	2.874E+02	2.883E+02	7.740E-08	1.057E-07	7.000E-10	3.000E-10	2.800E-09	2.300E-09	3.570E+00	
17	11	7	1	1.000E-03	1.000E-08	1.500E-09	7.100E-09	3.563E+00	2.870E+02	2.879E+02	7.810E-08	1.055E-07	4.200E-09	7.100E-09	3.400E-09	3.400E-09	3.563E+00	
18	12	7	1	0.000E+00	1.000E-08	1.700E-09	5.100E-09	3.604E+00	2.872E+02	2.882E+02	7.690E-08	1.041E-07	2.100E-09	4.300E-09	1.800E-09	2.800E-09	3.604E+00	
19	13	7	1	1.000E-03	3.000E-08	2.600E-09	7.500E-09	3.599E+00	2.878E+02	2.886E+02	7.440E-08	1.021E-07	3.300E-09	2.800E-09	5.900E-09	4.300E-09	3.599E+00	
20	14	7	1	0.000E+00	1.000E-08	5.100E-09	5.000E-10	3.637E+00	2.883E+02	2.889E+02	7.080E-08	9.620E-08	2.800E-09	1.000E-10	1.800E-09	6.000E-10	3.637E+00	
21	15	7	1	1.000E-03	0.000E+00	1.600E-09	4.900E-09	3.750E+00	2.885E+02	2.891E+02	6.710E-08	8.960E-08	3.900E-09	5.000E-09	1.200E-09	5.300E-09	3.751E+00	
22	16	8	1	1.000E-03	0.000E+00	7.000E-10	5.000E-10	3.720E+00	2.888E+02	2.894E+02	6.630E-08	8.990E-08	1.800E-09	2.000E-09	5.500E-09	4.500E-09	3.721E+00	
23	15	8	1	0.000E+00	0.000E+00	1.400E-09	5.300E-09	3.627E+00	2.884E+02	2.892E+02	7.300E-08	9.690E-08	6.400E-09	1.500E-09	1.300E-09	1.300E-09	3.628E+00	
24	14	8	1	1.000E-03	2.000E-08	3.400E-09	1.400E-09	3.571E+00	2.880E+02	2.890E+02	7.570E-08	1.024E-07	3.300E-09	1.500E-09	3.200E-09	3.000E-10	3.571E+00	
25	13	8	1	0.000E+00	1.000E-08	1.700E-09	4.100E-09	3.537E+00	2.876E+02	2.885E+02	7.770E-08	1.043E-07	1.100E-09	1.800E-09	4.000E-10	6.200E-09	3.538E+00	
26	12	8	1	1.000E-03	0.000E+00	2.600E-09	4.200E-09	3.539E+00	2.871E+02	2.883E+02	7.890E-08	1.066E-07	3.000E-09	7.800E-09	2.000E-10	4.500E-09	3.540E+00	
27	11	8	1	1.000E-03	0.000E+00	2.000E-10	7.100E-09	3.536E+00	2.871E+02	2.880E+02	7.790E-08	1.082E-07	6.400E-09	6.000E-10	2.400E-09	8.900E-09	3.536E+00	
