Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5136-323A-250509@203
Wafer number	12
Date	2025/05/09
Time	18:11:47

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	2.300E-09	1.100E-09	3.788E+00	2.871E+02	2.890E+02	8.110E-08	1.106E-07	8.000E-10	2.000E-10	2.600E-09	3.000E-10	3.787E+00	
2	10	5	1	0.000E+00	2.000E-08	3.400E-09	5.800E-09	3.656E+00	2.882E+02	2.897E+02	8.160E-08	1.086E-07	5.000E-09	5.600E-09	2.400E-09	3.200E-09	3.657E+00	
3	11	5	1	0.000E+00	1.000E-08	1.000E-10	2.300E-09	3.652E+00	2.886E+02	2.902E+02	8.050E-08	1.053E-07	3.700E-09	3.700E-09	2.400E-09	6.200E-09	3.652E+00	
4	12	5	1	0.000E+00	1.000E-08	6.000E-10	3.700E-09	3.743E+00	2.890E+02	2.903E+02	7.420E-08	1.014E-07	2.600E-09	1.200E-09	2.000E-09	7.200E-09	3.743E+00	
5	13	5	1	0.000E+00	1.000E-08	4.300E-09	5.000E-10	3.619E+00	2.894E+02	2.907E+02	7.670E-08	1.036E-07	5.000E-09	3.800E-09	3.000E-10	8.000E-10	3.619E+00	
6	14	6	4	0.000E+00	4.417E-05	999.9												
7	13	6	1	0.000E+00	1.000E-08	9.000E-10	0.000E+00	3.689E+00	2.881E+02	2.894E+02	7.790E-08	1.049E-07	6.200E-09	4.100E-09	2.900E-09	4.600E-09	3.689E+00	
8	12	6	1	0.000E+00	0.000E+00	1.100E-09	4.100E-09	3.635E+00	2.878E+02	2.893E+02	8.270E-08	1.106E-07	7.000E-09	6.300E-09	1.800E-09	4.000E-09	3.636E+00	
9	11	6	1	0.000E+00	0.000E+00	4.000E-09	3.000E-10	3.587E+00	2.873E+02	2.889E+02	8.550E-08	1.161E-07	3.100E-09	1.300E-09	3.600E-09	2.500E-09	3.586E+00	
10	10	6	1	0.000E+00	0.000E+00	1.000E-10	5.000E-10	3.569E+00	2.871E+02	2.885E+02	8.810E-08	1.193E-07	2.800E-09	3.000E-10	2.500E-09	2.600E-09	3.568E+00	
11	9	6	1	0.000E+00	1.000E-08	1.600E-09	7.500E-09	3.571E+00	2.876E+02	2.891E+02	8.770E-08	1.170E-07	2.900E-09	7.100E-09	1.800E-09	4.100E-09	3.572E+00	
12	8	6	1	0.000E+00	1.000E-08	2.300E-09	3.600E-09	3.571E+00	2.871E+02	2.888E+02	8.540E-08	1.144E-07	2.000E-10	9.000E-10	3.200E-09	1.150E-08	3.571E+00	
13	7	7	1	0.000E+00	0.000E+00	3.000E-09	1.000E-09	3.605E+00	2.870E+02	2.890E+02	8.210E-08	1.112E-07	1.800E-09	9.000E-10	1.100E-09	4.000E-10	3.605E+00	
14	8	7	1	0.000E+00	1.000E-08	2.700E-09	2.000E-10	3.556E+00	2.877E+02	2.892E+02	8.770E-08	1.165E-07	1.400E-09	2.200E-09	0.000E+00	3.900E-09	3.557E+00	
15	9	7	1	0.000E+00	1.000E-08	1.000E-09	1.200E-09	3.572E+00	2.872E+02	2.885E+02	8.770E-08	1.207E-07	3.900E-09	0.000E+00	1.600E-09	7.100E-09	3.571E+00	
16	10	7	1	0.000E+00	0.000E+00	2.100E-09	5.200E-09	3.572E+00	2.867E+02	2.881E+02	8.780E-08	1.206E-07	5.400E-09	1.100E-09	4.500E-09	5.200E-09	3.572E+00	
17	11	7	1	0.000E+00	2.000E-08	4.700E-09	3.000E-10	3.593E+00	2.868E+02	2.883E+02	8.630E-08	1.174E-07	2.600E-09	4.800E-09	1.500E-09	1.000E-09	3.592E+00	
18	12	7	1	0.000E+00	1.000E-08	2.000E-10	4.600E-09	3.643E+00	2.874E+02	2.889E+02	8.510E-08	1.139E-07	5.500E-09	3.100E-09	1.400E-09	5.800E-09	3.643E+00	
19	13	7	1	0.000E+00	2.000E-08	1.700E-09	6.000E-09	3.643E+00	2.878E+02	2.891E+02	8.170E-08	1.111E-07	2.500E-09	0.000E+00	3.300E-09	1.800E-09	3.642E+00	
20	14	7	1	0.000E+00	0.000E+00	1.900E-09	5.000E-09	3.667E+00	2.880E+02	2.891E+02	7.940E-08	1.039E-07	4.400E-09	2.500E-09	2.300E-09	1.200E-09	3.668E+00	
21	15	7	1	1.000E-03	2.000E-08	2.300E-09	7.500E-09	3.463E+00	2.887E+02	2.902E+02	8.610E-08	1.162E-07	4.700E-09	9.000E-10	7.000E-09	4.500E-09	3.463E+00	
22	16	8	1	0.000E+00	0.000E+00	6.000E-09	2.000E-10	3.099E+00	2.888E+02	2.906E+02	1.083E-07	1.457E-07	0.000E+00	2.100E-09	7.000E-10	2.000E-10	3.098E+00	
23	15	8	1	0.000E+00	0.000E+00	1.400E-09	1.500E-09	3.630E+00	2.879E+02	2.893E+02	7.790E-08	1.070E-07	2.800E-09	1.700E-09	2.600E-09	4.900E-09	3.631E+00	
24	14	8	1	0.000E+00	1.000E-08	5.000E-10	8.100E-09	3.618E+00	2.877E+02	2.889E+02	7.940E-08	1.087E-07	5.200E-09	2.500E-09	1.600E-09	7.400E-09	3.618E+00	
25	13	8	1	0.000E+00	2.000E-08	4.300E-09	4.000E-10	3.575E+00	2.875E+02	2.890E+02	8.340E-08	1.131E-07	1.500E-09	5.400E-09	3.000E-10	3.900E-09	3.574E+00	
26	12	8	1	0.000E+00	3.000E-08	2.000E-09	8.000E-10	3.565E+00	2.870E+02	2.886E+02	8.530E-08	1.144E-07	4.700E-09	4.300E-09	2.000E-09	2.400E-09	3.564E+00	
27	11	8	1	0.000E+00	0.000E+00	6.500E-09	4.700E-09	3.554E+00	2.866E+02	2.881E+02	8.700E-08	1.186E-07	4.100E-09	4.000E-10	4.100E-09	3.000E-10	3.554E+00	
28	10	8	1	0.000E+00	0.000E+00	4.700E-09	2.400E-09	3.572E+00	2.865E+02	2.879E+02	8.840E-08	1.200E-07	8.000E-10	1.100E-09	5.700E-09	3.700E-09	3.572E+00	
