Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5136-323A-250509@203
Wafer number	21
Date	2025/05/09
Time	19:53:35

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	2.000E-08	1.100E-09	1.400E-09	3.689E+00	2.875E+02	2.884E+02	7.960E-08	1.097E-07	1.000E-09	2.000E-10	1.600E-09	3.000E-10	3.690E+00	
2	10	5	1	1.000E-03	0.000E+00	2.900E-09	3.000E-09	3.620E+00	2.879E+02	2.888E+02	8.070E-08	1.102E-07	3.000E-10	0.000E+00	4.800E-09	8.000E-10	3.619E+00	
3	11	5	1	0.000E+00	5.000E-08	3.600E-09	2.600E-09	3.553E+00	2.882E+02	2.894E+02	8.250E-08	1.113E-07	2.500E-09	3.200E-09	1.700E-09	1.800E-09	3.553E+00	
4	12	5	1	1.000E-03	3.000E-08	3.400E-09	1.000E-09	3.564E+00	2.888E+02	2.900E+02	8.050E-08	1.086E-07	1.000E-09	1.800E-09	2.500E-09	2.900E-09	3.564E+00	
5	13	5	1	0.000E+00	0.000E+00	1.900E-09	5.700E-09	3.598E+00	2.893E+02	2.903E+02	7.710E-08	1.029E-07	2.300E-09	3.600E-09	8.000E-10	2.900E-09	3.597E+00	
6	14	6	1	0.000E+00	0.000E+00	9.000E-10	3.100E-09	3.546E+00	2.890E+02	2.901E+02	7.790E-08	1.073E-07	5.200E-09	3.000E-09	4.400E-09	2.600E-09	3.546E+00	
7	13	6	1	1.000E-03	1.000E-08	3.400E-09	1.700E-09	3.500E+00	2.885E+02	2.894E+02	8.430E-08	1.148E-07	9.000E-10	5.000E-10	1.300E-09	0.000E+00	3.501E+00	
8	12	6	1	1.000E-03	1.000E-08	1.100E-09	2.000E-10	3.524E+00	2.878E+02	2.890E+02	8.660E-08	1.183E-07	4.000E-10	1.500E-09	5.700E-09	2.300E-09	3.525E+00	
9	11	6	1	0.000E+00	1.000E-08	9.000E-10	2.200E-09	3.523E+00	2.872E+02	2.884E+02	8.930E-08	1.189E-07	2.600E-09	5.000E-09	1.000E-09	3.200E-09	3.523E+00	
10	10	6	1	0.000E+00	0.000E+00	9.000E-10	1.000E-09	3.539E+00	2.872E+02	2.882E+02	8.990E-08	1.191E-07	4.500E-09	3.600E-09	2.300E-09	8.000E-10	3.539E+00	
11	9	6	1	0.000E+00	1.000E-08	2.200E-09	4.500E-09	3.606E+00	2.881E+02	2.887E+02	8.250E-08	1.139E-07	2.000E-10	4.000E-10	3.800E-09	9.600E-09	3.606E+00	
12	8	6	1	0.000E+00	1.000E-08	5.000E-10	1.000E-09	3.581E+00	2.873E+02	2.885E+02	8.150E-08	1.118E-07	2.000E-09	1.600E-09	4.600E-09	1.400E-09	3.581E+00	
13	7	7	1	0.000E+00	1.000E-08	1.700E-09	8.000E-10	3.507E+00	2.885E+02	2.894E+02	8.320E-08	1.131E-07	5.000E-09	3.300E-09	6.000E-10	2.400E-09	3.506E+00	
14	8	7	1	0.000E+00	0.000E+00	4.000E-09	4.000E-10	3.594E+00	2.882E+02	2.890E+02	8.260E-08	1.143E-07	1.300E-09	2.400E-09	2.000E-10	6.600E-09	3.594E+00	
15	9	7	1	1.000E-03	1.000E-08	5.100E-09	0.000E+00	3.566E+00	2.880E+02	2.889E+02	8.870E-08	1.202E-07	2.100E-09	3.000E-09	1.800E-09	2.700E-09	3.567E+00	
16	10	7	1	0.000E+00	1.000E-08	1.600E-09	5.100E-09	3.539E+00	2.873E+02	2.883E+02	9.110E-08	1.233E-07	5.100E-09	9.300E-09	9.000E-10	5.600E-09	3.540E+00	
17	11	7	1	0.000E+00	0.000E+00	1.800E-09	2.200E-09	3.516E+00	2.871E+02	2.882E+02	9.110E-08	1.252E-07	2.500E-09	2.100E-09	1.000E-09	8.000E-10	3.516E+00	
18	12	7	1	0.000E+00	0.000E+00	3.200E-09	2.000E-10	3.561E+00	2.874E+02	2.886E+02	8.830E-08	1.204E-07	3.900E-09	5.100E-09	1.900E-09	7.000E-10	3.560E+00	
19	13	7	1	0.000E+00	2.000E-08	4.700E-09	2.600E-09	3.513E+00	2.879E+02	2.890E+02	8.690E-08	1.178E-07	1.000E-09	1.000E-10	2.800E-09	3.000E-10	3.512E+00	
20	14	7	1	0.000E+00	0.000E+00	1.700E-09	1.400E-09	3.526E+00	2.884E+02	2.893E+02	8.410E-08	1.152E-07	2.200E-09	3.000E-10	1.900E-09	1.800E-09	3.527E+00	
21	15	7	1	0.000E+00	3.000E-08	3.800E-09	1.400E-09	3.627E+00	2.888E+02	2.898E+02	7.940E-08	1.063E-07	4.200E-09	3.600E-09	1.600E-09	3.000E-10	3.627E+00	
22	16	8	6	0.000E+00	0.000E+00	2.500E-09	1.500E-09	5.300E-01	1.200E+00									
23	15	8	1	0.000E+00	1.000E-08	9.000E-10	7.100E-09	3.584E+00	2.881E+02	2.890E+02	8.230E-08	1.128E-07	6.400E-09	1.900E-09	2.300E-09	5.000E-09	3.585E+00	
24	14	8	4	0.000E+00	2.825E-05	999.9												
25	13	8	1	0.000E+00	1.000E-08	2.200E-09	4.200E-09	3.482E+00	2.877E+02	2.887E+02	8.790E-08	1.214E-07	1.800E-09	2.000E-10	2.900E-09	4.300E-09	3.482E+00	
26	12	8	1	0.000E+00	0.000E+00	1.800E-09	6.200E-09	3.495E+00	2.874E+02	2.885E+02	9.040E-08	1.244E-07	4.500E-09	1.400E-09	6.900E-09	3.700E-09	3.495E+00	
27	11	8	1	1.000E-03	0.000E+00	2.000E-09	6.000E-10	3.487E+00	2.871E+02	2.883E+02	9.270E-08	1.246E-07	3.000E-09	2.700E-09	1.700E-09	4.900E-09	3.487E+00	
28	10	8	1	0.000E+00	1.000E-08	0.000E+00	2.400E-09	3.477E+00	2.875E+02	2.885E+02	9.190E-08	1.251E-07	5.000E-09	5.200E-09	2.100E-09	4.200E-09	3.477E+00	
29	9	8	1	0.000E+00	1.000E-08	3.000E-10	1.800E-09	3.507E+00	2.878E+02	2.888E+02	9.150E-08	1.251E-07	3.200E-09	4.200E-09	5.000E-10	9.000E-10	3.507E+00	
30	8	8	3	1.000E-03	99.99													
