Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5136-323A-250509@203
Wafer number	1
Date	2025/05/09
Time	16:55:57

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	1.000E-08	6.600E-09	1.000E-09	3.131E+00	2.891E+02	2.904E+02	1.181E-07	1.612E-07	2.900E-09	3.000E-09	1.800E-09	3.200E-09	3.132E+00	
2	10	5	1	1.000E-03	0.000E+00	2.100E-09	5.600E-09	2.983E+00	2.896E+02	2.906E+02	1.245E-07	1.670E-07	7.000E-09	7.800E-09	1.700E-09	2.700E-09	2.983E+00	
3	11	5	1	0.000E+00	2.000E-08	1.000E-10	7.500E-09	3.020E+00	2.899E+02	2.912E+02	1.171E-07	1.556E-07	7.300E-09	2.400E-09	8.000E-10	5.400E-09	3.020E+00	
4	12	5	1	1.000E-03	0.000E+00	0.000E+00	5.200E-09	3.148E+00	2.903E+02	2.917E+02	1.055E-07	1.397E-07	5.300E-09	2.000E-09	1.400E-09	8.000E-10	3.148E+00	
5	13	5	1	1.000E-03	0.000E+00	5.400E-09	3.500E-09	3.168E+00	2.909E+02	2.922E+02	9.980E-08	1.338E-07	1.000E-10	3.000E-09	6.500E-09	1.400E-09	3.166E+00	
6	14	6	1	1.000E-03	0.000E+00	2.000E-10	7.400E-09	3.569E+00	2.900E+02	2.910E+02	7.700E-08	1.013E-07	7.300E-09	5.100E-09	3.300E-09	3.200E-09	3.568E+00	
7	13	6	1	1.000E-03	0.000E+00	1.200E-09	4.100E-09	3.540E+00	2.893E+02	2.901E+02	8.080E-08	1.074E-07	3.200E-09	6.300E-09	0.000E+00	7.700E-09	3.541E+00	
8	12	6	1	1.000E-03	1.000E-08	1.100E-09	3.100E-09	3.514E+00	2.889E+02	2.898E+02	8.290E-08	1.134E-07	4.400E-09	3.200E-09	1.700E-09	7.900E-09	3.514E+00	
9	11	6	1	0.000E+00	1.000E-08	3.900E-09	1.000E-09	3.422E+00	2.884E+02	2.894E+02	9.080E-08	1.231E-07	1.700E-09	1.700E-09	5.100E-09	1.000E-10	3.422E+00	
10	10	6	1	0.000E+00	1.000E-08	1.500E-09	3.700E-09	3.343E+00	2.884E+02	2.893E+02	9.870E-08	1.309E-07	1.500E-09	3.000E-10	2.300E-09	6.100E-09	3.344E+00	
11	9	6	1	0.000E+00	1.000E-08	3.000E-10	6.600E-09	3.287E+00	2.889E+02	2.900E+02	1.014E-07	1.364E-07	1.100E-09	9.000E-09	3.600E-09	4.100E-09	3.286E+00	
12	8	6	1	0.000E+00	0.000E+00	9.000E-10	6.000E-10	3.249E+00	2.889E+02	2.901E+02	9.960E-08	1.350E-07	2.600E-09	0.000E+00	7.100E-09	1.000E-10	3.250E+00	
13	7	7	1	0.000E+00	0.000E+00	1.400E-09	3.000E-10	3.589E+00	2.896E+02	2.905E+02	7.690E-08	1.015E-07	4.200E-09	4.300E-09	1.600E-09	3.500E-09	3.589E+00	
14	8	7	1	0.000E+00	2.000E-08	3.900E-09	6.000E-09	3.633E+00	2.889E+02	2.896E+02	7.980E-08	1.076E-07	5.000E-10	0.000E+00	4.800E-09	5.900E-09	3.633E+00	
15	9	7	1	1.000E-03	2.000E-08	7.000E-10	4.800E-09	3.699E+00	2.881E+02	2.886E+02	8.240E-08	1.110E-07	4.800E-09	8.700E-09	3.700E-09	3.800E-09	3.699E+00	
16	10	7	1	1.000E-03	1.000E-08	3.000E-10	1.000E-09	3.673E+00	2.875E+02	2.881E+02	8.520E-08	1.148E-07	2.200E-09	1.200E-09	4.900E-09	1.800E-09	3.673E+00	
17	11	7	1	0.000E+00	0.000E+00	1.400E-09	1.000E-09	3.661E+00	2.877E+02	2.883E+02	8.420E-08	1.143E-07	3.300E-09	4.000E-10	7.000E-10	3.000E-09	3.661E+00	
18	12	7	1	0.000E+00	3.000E-08	1.500E-09	4.000E-09	3.695E+00	2.882E+02	2.888E+02	8.250E-08	1.113E-07	2.900E-09	1.800E-09	3.400E-09	3.000E-10	3.695E+00	
19	13	7	1	1.000E-03	1.000E-08	3.400E-09	6.500E-09	3.629E+00	2.887E+02	2.893E+02	8.100E-08	1.100E-07	5.900E-09	2.300E-09	6.000E-09	3.300E-09	3.628E+00	
20	14	7	1	1.000E-03	1.000E-08	1.000E-09	6.200E-09	3.601E+00	2.893E+02	2.899E+02	7.910E-08	1.049E-07	2.500E-09	4.300E-09	8.000E-10	2.500E-09	3.600E+00	
21	15	7	1	0.000E+00	2.000E-08	3.900E-09	4.200E-09	3.689E+00	2.899E+02	2.905E+02	7.330E-08	9.790E-08	4.600E-09	1.000E-09	3.600E-09	1.200E-09	3.689E+00	
22	16	8	1	1.000E-03	1.000E-08	3.900E-09	4.500E-09	3.659E+00	2.901E+02	2.908E+02	7.190E-08	9.640E-08	3.200E-09	9.000E-10	4.900E-09	4.400E-09	3.659E+00	
23	15	8	1	1.000E-03	1.000E-08	2.100E-09	4.100E-09	3.566E+00	2.892E+02	2.902E+02	8.100E-08	1.080E-07	5.300E-09	7.200E-09	3.600E-09	7.000E-10	3.566E+00	
24	14	8	1	0.000E+00	5.000E-08	4.500E-09	1.100E-09	3.535E+00	2.886E+02	2.896E+02	8.440E-08	1.147E-07	2.300E-09	2.300E-09	0.000E+00	0.000E+00	3.536E+00	
25	13	8	1	1.000E-03	1.000E-08	3.200E-09	6.000E-10	3.550E+00	2.884E+02	2.891E+02	8.530E-08	1.168E-07	4.300E-09	8.000E-10	4.000E-10	7.700E-09	3.550E+00	
26	12	8	1	1.000E-03	0.000E+00	2.600E-09	2.300E-09	3.572E+00	2.879E+02	2.886E+02	8.930E-08	1.205E-07	4.600E-09	3.200E-09	1.500E-09	1.000E-09	3.572E+00	
27	11	8	1	1.000E-03	0.000E+00	7.300E-09	7.000E-10	3.575E+00	2.874E+02	2.882E+02	9.050E-08	1.225E-07	3.200E-09	1.000E-09	3.100E-09	6.000E-10	3.575E+00	
