Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5136-323A-250509@203
Wafer number	17
Date	2025/05/09
Time	19:18:45

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	1.000E-08	2.800E-09	3.700E-09	3.695E+00	2.871E+02	2.880E+02	7.870E-08	1.093E-07	3.000E-10	2.100E-09	2.100E-09	2.700E-09	3.695E+00	
2	10	5	1	0.000E+00	0.000E+00	2.200E-09	4.200E-09	3.652E+00	2.876E+02	2.880E+02	7.830E-08	1.067E-07	3.500E-09	0.000E+00	3.300E-09	1.000E-10	3.651E+00	
3	11	5	1	0.000E+00	2.000E-08	1.200E-09	2.800E-09	3.646E+00	2.879E+02	2.886E+02	7.780E-08	1.039E-07	5.700E-09	4.000E-09	1.700E-09	2.000E-09	3.647E+00	
4	12	5	1	0.000E+00	0.000E+00	5.000E-10	1.400E-09	3.679E+00	2.882E+02	2.889E+02	7.740E-08	1.022E-07	4.600E-09	1.100E-09	0.000E+00	1.000E-10	3.678E+00	
5	13	5	1	0.000E+00	0.000E+00	3.900E-09	2.900E-09	3.450E+00	2.888E+02	2.899E+02	8.190E-08	1.127E-07	1.900E-09	9.000E-10	1.600E-09	6.000E-09	3.451E+00	
6	14	6	1	0.000E+00	1.000E-08	9.000E-10	1.800E-09	3.480E+00	2.883E+02	2.894E+02	8.070E-08	1.104E-07	2.400E-09	8.000E-10	2.900E-09	2.000E-09	3.480E+00	
7	13	6	1	1.000E-03	0.000E+00	1.200E-09	4.900E-09	3.619E+00	2.879E+02	2.886E+02	7.800E-08	1.070E-07	6.700E-09	5.900E-09	2.600E-09	4.400E-09	3.619E+00	
8	12	6	1	0.000E+00	0.000E+00	2.800E-09	2.700E-09	3.599E+00	2.875E+02	2.883E+02	8.160E-08	1.122E-07	6.800E-09	2.700E-09	2.800E-09	1.100E-09	3.600E+00	
9	11	6	1	0.000E+00	1.000E-08	1.000E-09	9.000E-10	3.558E+00	2.870E+02	2.880E+02	8.440E-08	1.161E-07	1.100E-09	2.000E-09	3.100E-09	1.800E-09	3.557E+00	
10	10	6	1	0.000E+00	0.000E+00	8.000E-10	5.600E-09	3.577E+00	2.870E+02	2.877E+02	8.430E-08	1.154E-07	6.200E-09	5.800E-09	1.400E-09	4.100E-09	3.577E+00	
11	9	6	1	0.000E+00	2.000E-08	3.000E-09	1.400E-09	3.636E+00	2.876E+02	2.881E+02	8.150E-08	1.108E-07	1.100E-09	2.400E-09	1.500E-09	9.000E-10	3.636E+00	
12	8	6	1	0.000E+00	2.000E-08	1.700E-09	5.000E-10	3.277E+00	2.873E+02	2.885E+02	9.770E-08	1.324E-07	5.300E-09	3.200E-09	3.800E-09	5.000E-10	3.276E+00	
13	7	7	1	0.000E+00	1.000E-08	3.900E-09	2.500E-09	2.883E+00	2.882E+02	2.892E+02	1.318E-07	1.800E-07	2.600E-09	2.200E-09	5.000E-10	4.000E-10	2.882E+00	
14	8	7	1	0.000E+00	0.000E+00	1.600E-09	2.200E-09	3.334E+00	2.876E+02	2.885E+02	9.620E-08	1.308E-07	1.800E-09	1.400E-09	4.500E-09	4.000E-10	3.335E+00	
15	9	7	1	0.000E+00	0.000E+00	3.000E-10	3.700E-09	3.654E+00	2.873E+02	2.878E+02	8.380E-08	1.145E-07	7.300E-09	4.700E-09	7.000E-10	3.000E-10	3.654E+00	
16	10	7	1	0.000E+00	2.000E-08	5.500E-09	2.100E-09	3.584E+00	2.869E+02	2.877E+02	8.730E-08	1.201E-07	2.000E-09	2.700E-09	1.200E-09	5.000E-10	3.585E+00	
17	11	7	1	0.000E+00	0.000E+00	1.000E-10	8.300E-09	3.560E+00	2.867E+02	2.876E+02	8.750E-08	1.189E-07	3.300E-09	6.400E-09	1.200E-09	5.200E-09	3.559E+00	
18	12	7	1	0.000E+00	0.000E+00	8.000E-10	4.300E-09	3.626E+00	2.871E+02	2.880E+02	8.620E-08	1.173E-07	2.100E-09	9.100E-09	1.600E-09	5.000E-09	3.626E+00	
19	13	7	1	0.000E+00	1.000E-08	8.000E-10	3.000E-10	3.585E+00	2.876E+02	2.884E+02	8.320E-08	1.152E-07	5.000E-10	2.800E-09	1.000E-09	1.000E-09	3.584E+00	
20	14	7	1	0.000E+00	0.000E+00	4.200E-09	1.500E-09	3.610E+00	2.878E+02	2.884E+02	8.010E-08	1.087E-07	2.000E-09	3.900E-09	2.300E-09	4.000E-10	3.609E+00	
21	15	7	1	0.000E+00	0.000E+00	2.000E-10	7.000E-10	3.553E+00	2.884E+02	2.893E+02	7.960E-08	1.080E-07	7.000E-09	4.200E-09	1.200E-09	5.700E-09	3.552E+00	
22	16	8	1	0.000E+00	0.000E+00	1.400E-09	7.200E-09	3.457E+00	2.885E+02	2.896E+02	8.120E-08	1.116E-07	5.900E-09	1.900E-09	2.900E-09	4.900E-09	3.456E+00	
23	15	8	1	0.000E+00	0.000E+00	6.000E-10	3.200E-09	3.625E+00	2.880E+02	2.885E+02	7.970E-08	1.083E-07	2.400E-09	1.700E-09	7.000E-10	1.700E-09	3.625E+00	
24	14	8	1	0.000E+00	2.000E-08	2.200E-09	4.000E-09	3.557E+00	2.876E+02	2.885E+02	8.370E-08	1.141E-07	6.800E-09	7.000E-09	2.000E-09	1.400E-09	3.557E+00	
25	13	8	1	0.000E+00	0.000E+00	2.600E-09	3.200E-09	3.529E+00	2.875E+02	2.883E+02	8.560E-08	1.170E-07	2.100E-09	1.100E-09	3.100E-09	1.200E-09	3.528E+00	
26	12	8	1	0.000E+00	0.000E+00	0.000E+00	1.200E-09	3.536E+00	2.871E+02	2.880E+02	8.870E-08	1.190E-07	3.000E-09	2.100E-09	6.000E-10	7.000E-10	3.536E+00	
27	11	8	1	0.000E+00	0.000E+00	5.000E-10	3.200E-09	3.523E+00	2.867E+02	2.877E+02	8.740E-08	1.206E-07	5.100E-09	3.900E-09	3.600E-09	1.800E-09	3.524E+00	
