Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5136-323A-250509@203
Wafer number	23
Date	2025/05/09
Time	20:12:01

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	1.000E-08	2.000E-10	2.000E-10	3.672E+00	2.871E+02	2.886E+02	8.300E-08	1.103E-07	1.700E-09	2.900E-09	1.800E-09	3.800E-09	3.671E+00	
2	10	5	1	0.000E+00	1.000E-08	1.600E-09	1.600E-09	3.539E+00	2.882E+02	2.894E+02	8.390E-08	1.110E-07	4.200E-09	8.000E-10	2.200E-09	3.200E-09	3.540E+00	
3	11	5	1	0.000E+00	1.000E-08	3.900E-09	5.400E-09	3.596E+00	2.887E+02	2.896E+02	7.840E-08	1.075E-07	4.000E-10	2.000E-09	2.500E-09	9.700E-09	3.595E+00	
4	12	5	1	0.000E+00	0.000E+00	3.700E-09	5.400E-09	3.559E+00	2.890E+02	2.901E+02	7.990E-08	1.092E-07	6.100E-09	3.900E-09	3.600E-09	6.000E-09	3.559E+00	
5	13	5	1	1.000E-03	0.000E+00	1.400E-09	3.000E-10	3.070E+00	2.896E+02	2.909E+02	1.107E-07	1.463E-07	2.400E-09	4.100E-09	4.000E-10	1.400E-09	3.070E+00	
6	14	6	1	0.000E+00	0.000E+00	3.600E-09	5.400E-09	2.943E+00	2.892E+02	2.907E+02	1.184E-07	1.596E-07	9.000E-09	2.800E-09	2.700E-09	3.000E-10	2.943E+00	
7	13	6	1	0.000E+00	0.000E+00	2.200E-09	1.600E-09	3.307E+00	2.886E+02	2.897E+02	9.360E-08	1.273E-07	0.000E+00	7.000E-10	6.000E-10	1.300E-09	3.306E+00	
8	12	6	1	0.000E+00	0.000E+00	3.200E-09	2.500E-09	3.588E+00	2.880E+02	2.888E+02	8.220E-08	1.124E-07	4.000E-10	3.600E-09	2.800E-09	2.400E-09	3.588E+00	
9	11	6	1	0.000E+00	6.000E-08	2.000E-10	3.600E-09	3.543E+00	2.876E+02	2.885E+02	8.420E-08	1.162E-07	6.800E-09	4.300E-09	3.500E-09	2.000E-09	3.543E+00	
10	10	6	1	0.000E+00	2.000E-08	4.400E-09	8.000E-10	3.502E+00	2.877E+02	2.885E+02	8.790E-08	1.199E-07	2.200E-09	7.400E-09	2.700E-09	6.000E-10	3.502E+00	
11	9	6	1	1.000E-03	0.000E+00	2.100E-09	5.400E-09	3.514E+00	2.883E+02	2.893E+02	8.680E-08	1.168E-07	4.300E-09	5.100E-09	4.000E-10	3.200E-09	3.514E+00	
12	8	6	1	0.000E+00	1.000E-08	1.300E-09	1.500E-09	3.489E+00	2.874E+02	2.889E+02	8.500E-08	1.154E-07	1.500E-09	2.000E-09	8.000E-10	1.000E-09	3.490E+00	
13	7	7	1	0.000E+00	2.000E-08	3.900E-09	1.800E-09	3.512E+00	2.883E+02	2.898E+02	8.120E-08	1.120E-07	4.100E-09	1.600E-09	1.300E-09	4.400E-09	3.512E+00	
14	8	7	1	0.000E+00	3.000E-08	3.100E-09	6.100E-09	3.509E+00	2.884E+02	2.894E+02	8.630E-08	1.176E-07	0.000E+00	6.000E-10	4.000E-09	7.500E-09	3.509E+00	
15	9	7	1	1.000E-03	0.000E+00	4.400E-09	2.800E-09	3.534E+00	2.879E+02	2.889E+02	8.910E-08	1.212E-07	4.200E-09	4.700E-09	3.200E-09	1.600E-09	3.533E+00	
16	10	7	1	0.000E+00	2.000E-08	2.800E-09	5.000E-10	3.534E+00	2.875E+02	2.884E+02	9.060E-08	1.212E-07	2.900E-09	5.900E-09	2.500E-09	4.100E-09	3.533E+00	
17	11	7	1	0.000E+00	1.000E-08	1.800E-09	4.300E-09	3.554E+00	2.874E+02	2.882E+02	8.720E-08	1.198E-07	6.000E-09	2.100E-09	2.300E-09	4.700E-09	3.554E+00	
18	12	7	1	0.000E+00	2.000E-08	5.000E-10	7.200E-09	3.628E+00	2.877E+02	2.885E+02	8.330E-08	1.146E-07	9.000E-10	1.700E-09	4.800E-09	4.000E-09	3.629E+00	
19	13	7	1	0.000E+00	0.000E+00	3.800E-09	2.500E-09	3.526E+00	2.882E+02	2.891E+02	8.510E-08	1.150E-07	4.200E-09	4.400E-09	1.300E-09	3.600E-09	3.526E+00	
20	14	7	1	1.000E-03	0.000E+00	3.100E-09	6.000E-10	3.115E+00	2.886E+02	2.896E+02	1.067E-07	1.439E-07	2.700E-09	5.700E-09	3.300E-09	2.300E-09	3.115E+00	
21	15	7	1	0.000E+00	1.000E-08	1.500E-09	2.800E-09	2.853E+00	2.891E+02	2.904E+02	1.307E-07	1.774E-07	7.700E-09	4.300E-09	1.200E-09	1.700E-09	2.853E+00	
22	16	8	1	1.000E-03	1.000E-08	3.800E-09	4.700E-09	2.654E+00	2.870E+02	2.885E+02	1.506E-07	2.049E-07	1.100E-09	4.000E-09	3.500E-09	8.000E-09	2.654E+00	
23	15	8	4	1.000E-03	5.169E-05	999.9												
24	14	8	1	0.000E+00	0.000E+00	2.500E-09	3.100E-09	3.265E+00	2.883E+02	2.892E+02	9.760E-08	1.302E-07	3.900E-09	2.400E-09	1.600E-09	5.000E-10	3.266E+00	
25	13	8	1	0.000E+00	2.000E-08	0.000E+00	4.000E-10	3.534E+00	2.879E+02	2.886E+02	8.520E-08	1.135E-07	2.000E-09	2.800E-09	7.000E-10	5.000E-09	3.533E+00	
26	12	8	1	0.000E+00	1.000E-08	3.900E-09	1.600E-09	3.552E+00	2.876E+02	2.885E+02	8.580E-08	1.185E-07	2.700E-09	2.300E-09	9.000E-10	4.700E-09	3.552E+00	
27	11	8	1	0.000E+00	0.000E+00	1.100E-09	2.500E-09	3.517E+00	2.873E+02	2.883E+02	8.920E-08	1.216E-07	7.000E-09	3.800E-09	2.400E-09	1.500E-09	3.518E+00	
28	10	8	1	0.000E+00	2.000E-08	1.100E-09	1.000E-09	3.502E+00	2.874E+02	2.885E+02	8.930E-08	1.222E-07	1.000E-10	6.000E-10	4.200E-09	2.000E-09	3.502E+00	
