Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5136-323A-250509@203
Wafer number	3
Date	2025/05/09
Time	17:09:17

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	2.700E-09	2.200E-09	3.807E+00	2.915E+02	2.921E+02	7.390E-08	9.890E-08	2.900E-09	2.200E-09	1.400E-09	0.000E+00	3.808E+00	
2	10	5	1	0.000E+00	1.000E-08	8.000E-10	3.600E-09	3.651E+00	2.909E+02	2.918E+02	7.650E-08	1.009E-07	5.400E-09	7.300E-09	3.200E-09	4.700E-09	3.651E+00	
3	11	5	1	0.000E+00	1.000E-08	1.600E-09	1.800E-09	3.619E+00	2.906E+02	2.913E+02	7.410E-08	1.009E-07	3.800E-09	1.000E-09	3.200E-09	6.200E-09	3.619E+00	
4	12	5	1	0.000E+00	5.000E-08	4.400E-09	1.700E-09	3.197E+00	2.907E+02	2.920E+02	9.950E-08	1.327E-07	4.100E-09	7.000E-10	4.400E-09	2.700E-09	3.196E+00	
5	13	5	1	0.000E+00	1.000E-08	5.400E-09	9.000E-10	2.913E+00	2.910E+02	2.923E+02	1.188E-07	1.589E-07	2.400E-09	4.800E-09	6.000E-10	1.800E-09	2.912E+00	
6	14	6	1	0.000E+00	0.000E+00	7.000E-10	1.500E-09	2.808E+00	2.891E+02	2.904E+02	1.319E-07	1.773E-07	1.000E-09	3.100E-09	0.000E+00	1.300E-09	2.808E+00	
7	13	6	1	0.000E+00	0.000E+00	2.000E-09	6.900E-09	2.925E+00	2.896E+02	2.908E+02	1.225E-07	1.639E-07	4.600E-09	6.800E-09	2.000E-10	3.800E-09	2.925E+00	
8	12	6	1	0.000E+00	0.000E+00	3.900E-09	2.800E-09	3.347E+00	2.896E+02	2.907E+02	9.220E-08	1.234E-07	3.000E-09	0.000E+00	4.000E-09	1.000E-10	3.348E+00	
9	11	6	1	0.000E+00	1.000E-08	1.000E-09	3.300E-09	3.638E+00	2.895E+02	2.901E+02	8.000E-08	1.076E-07	7.200E-09	6.100E-09	6.000E-10	3.000E-10	3.638E+00	
10	10	6	1	0.000E+00	0.000E+00	3.700E-09	1.000E-10	3.501E+00	2.898E+02	2.910E+02	8.640E-08	1.165E-07	1.400E-09	4.000E-09	2.400E-09	1.700E-09	3.501E+00	
11	9	6	1	0.000E+00	3.000E-08	1.200E-09	5.000E-09	3.508E+00	2.903E+02	2.916E+02	8.350E-08	1.133E-07	5.500E-09	5.100E-09	4.100E-09	3.000E-10	3.510E+00	
12	8	6	1	0.000E+00	1.000E-08	7.000E-10	5.000E-10	3.543E+00	2.910E+02	2.922E+02	7.910E-08	1.043E-07	1.400E-09	1.600E-09	0.000E+00	3.000E-09	3.543E+00	
13	7	7	1	0.000E+00	1.000E-08	7.000E-10	5.300E-09	3.541E+00	2.903E+02	2.915E+02	8.140E-08	1.073E-07	2.300E-09	6.800E-09	1.600E-09	3.300E-09	3.540E+00	
14	8	7	1	0.000E+00	1.000E-08	3.200E-09	3.200E-09	3.482E+00	2.896E+02	2.910E+02	8.740E-08	1.176E-07	2.000E-10	5.000E-10	4.900E-09	0.000E+00	3.482E+00	
15	9	7	1	0.000E+00	0.000E+00	1.900E-09	1.700E-09	3.521E+00	2.893E+02	2.906E+02	9.060E-08	1.209E-07	4.600E-09	3.000E-09	2.000E-10	3.700E-09	3.521E+00	
16	10	7	1	0.000E+00	1.000E-08	2.400E-09	1.000E-09	3.505E+00	2.892E+02	2.903E+02	8.850E-08	1.212E-07	3.900E-09	4.300E-09	2.000E-09	3.500E-09	3.504E+00	
17	11	7	1	0.000E+00	1.000E-08	2.000E-10	7.000E-10	3.588E+00	2.890E+02	2.900E+02	8.540E-08	1.148E-07	8.000E-10	2.200E-09	4.900E-09	5.000E-10	3.588E+00	
18	12	7	1	1.000E-03	2.000E-08	2.300E-09	4.700E-09	3.660E+00	2.890E+02	2.898E+02	8.330E-08	1.115E-07	4.600E-09	6.900E-09	3.000E-09	3.900E-09	3.660E+00	
19	13	7	1	1.000E-03	2.000E-08	4.000E-10	8.500E-09	3.097E+00	2.891E+02	2.903E+02	1.114E-07	1.496E-07	4.000E-09	6.700E-09	3.800E-09	5.500E-09	3.098E+00	
20	14	7	1	0.000E+00	1.000E-08	3.900E-09	6.200E-09	2.848E+00	2.875E+02	2.891E+02	1.329E-07	1.794E-07	2.000E-10	1.100E-09	4.000E-09	2.800E-09	2.848E+00	
21	15	7	1	0.000E+00	0.000E+00	3.000E-10	0.000E+00	2.862E+00	2.873E+02	2.894E+02	1.330E-07	1.804E-07	2.300E-09	2.900E-09	4.900E-09	2.400E-09	2.860E+00	
22	16	8	1	0.000E+00	0.000E+00	2.200E-09	2.700E-09	2.780E+00	2.871E+02	2.889E+02	1.371E-07	1.851E-07	5.600E-09	6.900E-09	1.800E-09	1.800E-09	2.780E+00	
23	15	8	1	0.000E+00	3.000E-08	7.000E-10	4.300E-09	2.851E+00	2.866E+02	2.883E+02	1.365E-07	1.843E-07	4.300E-09	7.100E-09	5.000E-10	7.000E-09	2.850E+00	
24	14	8	1	0.000E+00	2.000E-08	2.800E-09	1.400E-09	2.943E+00	2.878E+02	2.891E+02	1.260E-07	1.709E-07	2.000E-10	1.000E-10	4.900E-09	2.000E-10	2.943E+00	
25	13	8	1	0.000E+00	2.000E-08	4.400E-09	1.100E-09	3.277E+00	2.887E+02	2.896E+02	9.930E-08	1.345E-07	1.900E-09	3.000E-10	1.800E-09	1.400E-09	3.277E+00	
26	12	8	1	0.000E+00	2.000E-08	8.000E-10	3.100E-09	3.645E+00	2.887E+02	2.893E+02	8.500E-08	1.123E-07	4.200E-09	2.100E-09	1.100E-09	6.500E-09	3.645E+00	
27	11	8	1	1.000E-03	3.000E-08	1.000E-10	1.000E-09	3.532E+00	2.887E+02	2.897E+02	9.040E-08	1.196E-07	2.400E-09	3.300E-09	1.900E-09	3.200E-09	3.531E+00	
