Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4434-325A-250502@203
Wafer number	3
Date	2025/05/02
Time	07:02:40

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	2.000E-03	7.000E-08	2.000E-09	1.000E-09	3.699E+00	2.891E+02	2.913E+02	9.010E-08	1.181E-07	1.800E-09	0.000E+00	5.700E-09	1.500E-09	3.699E+00	
2	10	5	1	1.000E-03	0.000E+00	1.500E-09	6.000E-10	3.562E+00	2.914E+02	2.928E+02	9.240E-08	1.225E-07	3.900E-09	7.000E-10	2.800E-09	2.400E-09	3.561E+00	
3	11	5	1	1.000E-03	5.000E-08	2.500E-09	1.500E-09	3.527E+00	2.924E+02	2.936E+02	9.280E-08	1.214E-07	5.300E-09	3.000E-09	3.800E-09	3.000E-09	3.527E+00	
4	12	5	1	1.000E-03	2.000E-08	2.600E-09	3.500E-09	3.565E+00	2.924E+02	2.935E+02	9.280E-08	1.212E-07	1.500E-09	4.700E-09	3.000E-10	5.000E-09	3.565E+00	
5	13	5	1	0.000E+00	3.000E-08	2.600E-09	2.200E-09	3.530E+00	2.921E+02	2.933E+02	9.240E-08	1.211E-07	3.600E-09	1.200E-09	1.800E-09	4.000E-10	3.530E+00	
6	14	6	1	1.000E-03	0.000E+00	3.000E-10	5.300E-09	3.488E+00	2.925E+02	2.935E+02	9.490E-08	1.239E-07	1.800E-09	6.000E-10	2.400E-09	2.200E-09	3.488E+00	
7	13	6	1	1.000E-03	0.000E+00	1.200E-09	7.000E-10	3.471E+00	2.925E+02	2.936E+02	9.720E-08	1.276E-07	0.000E+00	0.000E+00	2.900E-09	2.000E-10	3.470E+00	
8	12	6	1	1.000E-03	0.000E+00	3.000E-10	7.000E-10	3.515E+00	2.925E+02	2.935E+02	9.620E-08	1.270E-07	2.800E-09	1.500E-09	1.400E-09	4.600E-09	3.514E+00	
9	11	6	1	1.000E-03	1.000E-08	3.600E-09	3.200E-09	3.524E+00	2.922E+02	2.933E+02	9.880E-08	1.283E-07	3.900E-09	8.000E-10	1.000E-10	3.700E-09	3.525E+00	
10	10	6	1	2.000E-03	3.000E-08	3.900E-09	3.200E-09	3.532E+00	2.919E+02	2.931E+02	9.810E-08	1.292E-07	1.300E-09	2.100E-09	2.000E-09	2.800E-09	3.531E+00	
11	9	6	1	1.000E-03	1.000E-08	9.000E-10	3.900E-09	3.566E+00	2.916E+02	2.929E+02	9.330E-08	1.236E-07	8.000E-10	2.200E-09	6.200E-09	8.000E-10	3.566E+00	
12	8	6	1	1.000E-03	1.000E-08	3.000E-10	3.500E-09	3.526E+00	2.891E+02	2.911E+02	9.070E-08	1.209E-07	6.000E-09	6.500E-09	4.000E-10	1.700E-09	3.526E+00	
13	7	7	1	1.000E-03	3.000E-08	1.900E-09	3.200E-09	3.576E+00	2.896E+02	2.916E+02	8.680E-08	1.154E-07	3.200E-09	3.500E-09	3.800E-09	1.500E-09	3.576E+00	
14	8	7	1	2.000E-03	3.000E-08	4.800E-09	3.500E-09	3.509E+00	2.918E+02	2.931E+02	9.450E-08	1.238E-07	1.800E-09	2.300E-09	4.400E-09	2.000E-09	3.509E+00	
15	9	7	1	1.000E-03	3.000E-08	1.200E-09	4.800E-09	3.526E+00	2.919E+02	2.930E+02	9.830E-08	1.290E-07	3.600E-09	2.100E-09	1.500E-09	5.400E-09	3.525E+00	
16	10	7	1	2.000E-03	0.000E+00	2.100E-09	2.000E-09	3.518E+00	2.914E+02	2.925E+02	1.007E-07	1.321E-07	3.300E-09	3.400E-09	1.700E-09	6.000E-10	3.518E+00	
17	11	7	1	1.000E-03	1.000E-08	1.500E-09	1.000E-09	3.536E+00	2.910E+02	2.924E+02	1.002E-07	1.330E-07	1.100E-09	6.000E-10	6.100E-09	1.500E-09	3.536E+00	
18	12	7	1	2.000E-03	5.000E-08	2.000E-10	2.000E-09	3.559E+00	2.910E+02	2.924E+02	9.940E-08	1.314E-07	3.700E-09	1.800E-09	2.100E-09	1.000E-10	3.560E+00	
19	13	7	1	1.000E-03	2.000E-08	2.800E-09	1.000E-10	3.465E+00	2.913E+02	2.927E+02	1.004E-07	1.311E-07	5.000E-09	1.500E-09	1.900E-09	1.100E-09	3.465E+00	
20	14	7	1	2.000E-03	1.000E-08	2.600E-09	1.500E-09	3.464E+00	2.921E+02	2.932E+02	9.910E-08	1.296E-07	2.800E-09	0.000E+00	8.000E-10	1.000E-09	3.463E+00	
21	15	7	1	2.000E-03	3.000E-08	2.800E-09	1.800E-09	3.519E+00	2.925E+02	2.936E+02	9.440E-08	1.246E-07	1.800E-09	4.400E-09	2.900E-09	2.700E-09	3.519E+00	
22	16	8	1	1.000E-03	0.000E+00	1.900E-09	1.000E-09	3.450E+00	2.922E+02	2.933E+02	9.560E-08	1.239E-07	2.200E-09	3.600E-09	3.300E-09	3.400E-09	3.450E+00	
23	15	8	1	1.000E-03	2.000E-08	1.300E-09	1.200E-09	3.461E+00	2.921E+02	2.933E+02	9.960E-08	1.312E-07	2.100E-09	4.000E-10	6.000E-10	9.000E-10	3.461E+00	
24	14	8	1	2.000E-03	4.000E-08	1.700E-09	2.800E-09	3.448E+00	2.909E+02	2.922E+02	1.008E-07	1.325E-07	2.500E-09	3.700E-09	2.800E-09	5.000E-10	3.449E+00	
25	13	8	1	2.000E-03	0.000E+00	1.100E-09	3.300E-09	3.500E+00	2.901E+02	2.914E+02	1.027E-07	1.354E-07	2.900E-09	2.900E-09	2.800E-09	2.800E-09	3.499E+00	
26	12	8	1	2.000E-03	1.000E-08	3.000E-10	6.000E-10	3.557E+00	2.897E+02	2.910E+02	1.031E-07	1.370E-07	5.000E-10	3.100E-09	4.000E-10	7.000E-10	3.556E+00	
27	11	8	1	1.000E-03	0.000E+00	1.000E-10	4.000E-09	3.548E+00	2.898E+02	2.910E+02	1.015E-07	1.361E-07	3.200E-09	2.100E-09	2.800E-09	4.900E-09	3.547E+00	
