Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4434-325A-250502@203
Wafer number	14
Date	2025/05/02
Time	08:13:11

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	1.000E-03	1.000E-08	5.100E-09	1.600E-09	3.640E+00	2.880E+02	2.900E+02	8.620E-08	1.159E-07	2.000E-10	0.000E+00	1.500E-09	3.000E-10	3.640E+00	
2	10	5	1	1.000E-03	1.000E-08	1.100E-09	1.300E-09	3.553E+00	2.899E+02	2.916E+02	8.740E-08	1.147E-07	3.100E-09	0.000E+00	7.800E-09	3.000E-09	3.554E+00	
3	11	5	1	1.000E-03	0.000E+00	2.700E-09	8.000E-10	3.550E+00	2.912E+02	2.925E+02	8.700E-08	1.138E-07	7.500E-09	3.000E-10	1.500E-09	2.100E-09	3.549E+00	
4	12	5	1	1.000E-03	0.000E+00	8.000E-10	9.000E-10	3.604E+00	2.915E+02	2.928E+02	8.610E-08	1.134E-07	3.600E-09	2.400E-09	7.000E-10	2.300E-09	3.604E+00	
5	13	5	1	1.000E-03	0.000E+00	3.200E-09	2.200E-09	3.442E+00	2.911E+02	2.925E+02	8.620E-08	1.144E-07	4.600E-09	4.400E-09	1.200E-09	9.000E-10	3.441E+00	
6	14	6	1	1.000E-03	0.000E+00	4.300E-09	8.000E-10	3.436E+00	2.921E+02	2.932E+02	8.790E-08	1.146E-07	4.400E-09	4.500E-09	7.000E-10	1.000E-10	3.436E+00	
7	13	6	1	1.000E-03	7.000E-08	1.800E-09	1.000E-10	3.477E+00	2.923E+02	2.935E+02	8.820E-08	1.152E-07	3.000E-10	1.100E-09	3.900E-09	1.800E-09	3.477E+00	
8	12	6	1	1.000E-03	1.000E-08	2.700E-09	1.900E-09	3.538E+00	2.920E+02	2.932E+02	8.780E-08	1.147E-07	7.000E-10	2.000E-10	2.300E-09	1.200E-09	3.537E+00	
9	11	6	1	2.000E-03	0.000E+00	2.000E-09	2.500E-09	3.549E+00	2.917E+02	2.928E+02	8.970E-08	1.168E-07	2.400E-09	7.000E-10	3.000E-09	2.800E-09	3.549E+00	
10	10	6	1	1.000E-03	0.000E+00	1.400E-09	8.000E-10	3.541E+00	2.912E+02	2.924E+02	8.990E-08	1.169E-07	2.800E-09	0.000E+00	4.700E-09	2.000E-10	3.541E+00	
11	9	6	1	1.000E-03	1.000E-08	1.600E-09	9.000E-10	3.548E+00	2.908E+02	2.922E+02	8.790E-08	1.153E-07	5.200E-09	1.500E-09	2.000E-09	2.800E-09	3.548E+00	
12	8	6	1	1.000E-03	1.000E-08	1.200E-09	2.300E-09	3.470E+00	2.884E+02	2.903E+02	8.890E-08	1.173E-07	3.900E-09	4.600E-09	4.700E-09	2.100E-09	3.470E+00	
13	7	7	1	1.000E-03	0.000E+00	1.500E-09	4.000E-10	3.453E+00	2.888E+02	2.909E+02	8.840E-08	1.163E-07	3.200E-09	4.200E-09	1.000E-09	1.000E-10	3.454E+00	
14	8	7	1	1.000E-03	0.000E+00	3.300E-09	1.100E-09	3.495E+00	2.911E+02	2.923E+02	8.960E-08	1.173E-07	0.000E+00	7.000E-10	0.000E+00	4.100E-09	3.495E+00	
15	9	7	1	1.000E-03	1.000E-07	7.000E-10	1.700E-09	3.532E+00	2.914E+02	2.924E+02	9.080E-08	1.177E-07	1.000E-09	3.000E-09	1.100E-09	1.800E-09	3.533E+00	
16	10	7	1	1.000E-03	0.000E+00	1.400E-09	5.000E-10	3.560E+00	2.910E+02	2.921E+02	9.060E-08	1.184E-07	3.900E-09	3.800E-09	1.200E-09	1.500E-09	3.561E+00	
17	11	7	1	1.000E-03	0.000E+00	2.000E-09	3.000E-10	3.566E+00	2.904E+02	2.918E+02	8.860E-08	1.184E-07	3.300E-09	2.000E-10	2.000E-09	1.000E-09	3.566E+00	
18	12	7	1	1.000E-03	0.000E+00	3.600E-09	7.000E-10	3.556E+00	2.907E+02	2.921E+02	9.020E-08	1.172E-07	3.000E-09	1.200E-09	5.000E-10	0.000E+00	3.556E+00	
19	13	7	1	1.000E-03	0.000E+00	1.000E-10	1.700E-09	3.503E+00	2.913E+02	2.928E+02	9.030E-08	1.189E-07	6.000E-09	6.000E-10	6.000E-10	2.900E-09	3.503E+00	
20	14	7	1	1.000E-03	3.000E-08	2.900E-09	4.100E-09	3.461E+00	2.922E+02	2.934E+02	8.980E-08	1.176E-07	8.000E-10	1.000E-09	2.100E-09	6.000E-10	3.462E+00	
21	15	7	1	2.000E-03	5.000E-08	2.400E-09	1.700E-09	3.554E+00	2.922E+02	2.932E+02	8.720E-08	1.147E-07	3.000E-09	2.000E-10	8.000E-10	2.400E-09	3.555E+00	
22	16	8	1	1.000E-03	4.000E-08	1.000E-10	2.200E-09	3.422E+00	2.917E+02	2.929E+02	8.890E-08	1.147E-07	2.900E-09	1.800E-09	1.500E-09	9.000E-10	3.421E+00	
23	15	8	1	1.000E-03	5.000E-08	3.300E-09	6.000E-10	3.490E+00	2.922E+02	2.933E+02	8.960E-08	1.176E-07	2.000E-10	1.000E-10	3.000E-10	0.000E+00	3.489E+00	
24	14	8	1	1.000E-03	0.000E+00	2.600E-09	3.600E-09	3.483E+00	2.910E+02	2.925E+02	9.120E-08	1.189E-07	3.700E-09	2.500E-09	3.800E-09	5.000E-10	3.484E+00	
25	13	8	1	1.000E-03	8.000E-08	1.200E-09	7.000E-10	3.510E+00	2.900E+02	2.914E+02	9.220E-08	1.211E-07	2.000E-10	2.800E-09	1.700E-09	2.300E-09	3.510E+00	
26	12	8	1	1.000E-03	0.000E+00	2.400E-09	1.500E-09	3.567E+00	2.896E+02	2.908E+02	9.210E-08	1.206E-07	3.000E-10	2.300E-09	1.700E-09	7.000E-10	3.567E+00	
27	11	8	1	1.000E-03	2.000E-08	1.900E-09	2.000E-09	3.581E+00	2.897E+02	2.908E+02	9.130E-08	1.215E-07	2.000E-09	1.000E-09	1.300E-09	1.100E-09	3.580E+00	
