Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4434-325A-250502@203
Wafer number	9
Date	2025/05/02
Time	07:41:04

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	2.000E-03	1.000E-08	4.700E-09	2.800E-09	3.775E+00	2.894E+02	2.914E+02	8.990E-08	1.180E-07	5.000E-09	5.000E-09	2.100E-09	5.000E-10	3.775E+00	
2	10	5	1	2.000E-03	0.000E+00	7.000E-10	2.700E-09	3.589E+00	2.912E+02	2.926E+02	9.250E-08	1.214E-07	2.900E-09	7.300E-09	1.000E-10	3.300E-09	3.589E+00	
3	11	5	1	2.000E-03	1.000E-08	8.000E-10	7.000E-10	3.555E+00	2.920E+02	2.932E+02	9.170E-08	1.209E-07	1.400E-09	8.000E-10	3.100E-09	1.800E-09	3.555E+00	
4	12	5	1	1.000E-03	4.000E-08	0.000E+00	2.500E-09	3.600E+00	2.921E+02	2.932E+02	9.070E-08	1.196E-07	9.000E-10	0.000E+00	1.000E-10	7.600E-09	3.600E+00	
5	13	5	1	1.000E-03	1.000E-08	2.000E-10	3.300E-09	3.538E+00	2.915E+02	2.928E+02	9.210E-08	1.188E-07	1.000E-10	2.500E-09	3.400E-09	2.800E-09	3.538E+00	
6	14	6	1	1.000E-03	0.000E+00	2.800E-09	2.000E-09	3.510E+00	2.918E+02	2.929E+02	9.280E-08	1.207E-07	4.500E-09	8.000E-10	4.400E-09	2.800E-09	3.510E+00	
7	13	6	1	1.000E-03	0.000E+00	8.000E-10	1.900E-09	3.528E+00	2.920E+02	2.931E+02	9.530E-08	1.249E-07	1.500E-09	5.000E-10	6.000E-10	1.300E-09	3.528E+00	
8	12	6	1	1.000E-03	1.000E-08	2.400E-09	1.500E-09	3.550E+00	2.918E+02	2.931E+02	9.630E-08	1.241E-07	8.000E-10	5.000E-10	1.200E-09	4.600E-09	3.550E+00	
9	11	6	1	1.000E-03	1.000E-08	3.000E-10	1.300E-09	3.556E+00	2.918E+02	2.929E+02	9.620E-08	1.269E-07	2.100E-09	5.300E-09	1.300E-09	9.000E-10	3.556E+00	
10	10	6	1	1.000E-03	0.000E+00	7.000E-10	7.000E-10	3.550E+00	2.918E+02	2.929E+02	9.820E-08	1.272E-07	3.000E-09	4.000E-10	2.000E-10	1.400E-09	3.550E+00	
11	9	6	1	1.000E-03	1.000E-08	3.600E-09	1.100E-09	3.594E+00	2.918E+02	2.928E+02	9.270E-08	1.221E-07	2.900E-09	1.300E-09	2.500E-09	7.000E-10	3.594E+00	
12	8	6	1	1.000E-03	0.000E+00	1.000E-10	2.900E-09	3.580E+00	2.896E+02	2.913E+02	8.800E-08	1.164E-07	2.600E-09	4.100E-09	2.000E-09	7.300E-09	3.580E+00	
13	7	7	1	2.000E-03	1.000E-08	1.000E-09	1.100E-09	3.606E+00	2.899E+02	2.914E+02	8.470E-08	1.139E-07	2.000E-10	1.800E-09	2.500E-09	1.100E-09	3.606E+00	
14	8	7	1	1.000E-03	1.000E-08	2.200E-09	1.000E-09	3.550E+00	2.918E+02	2.929E+02	9.310E-08	1.221E-07	2.000E-09	3.300E-09	3.100E-09	4.000E-09	3.550E+00	
15	9	7	1	1.000E-03	2.000E-08	3.100E-09	0.000E+00	3.557E+00	2.918E+02	2.928E+02	9.760E-08	1.272E-07	3.200E-09	3.300E-09	3.000E-10	5.000E-10	3.558E+00	
16	10	7	1	2.000E-03	3.000E-08	1.600E-09	4.200E-09	3.564E+00	2.912E+02	2.923E+02	9.860E-08	1.297E-07	2.800E-09	8.000E-10	3.000E-09	3.600E-09	3.563E+00	
17	11	7	1	2.000E-03	3.000E-08	3.600E-09	7.000E-10	3.573E+00	2.906E+02	2.919E+02	9.880E-08	1.290E-07	1.600E-09	1.400E-09	2.000E-09	3.000E-10	3.573E+00	
18	12	7	1	1.000E-03	1.000E-08	9.000E-10	2.300E-09	3.567E+00	2.906E+02	2.920E+02	9.800E-08	1.293E-07	2.400E-09	1.200E-09	5.000E-10	1.500E-09	3.567E+00	
19	13	7	1	2.000E-03	1.000E-08	2.700E-09	3.000E-10	3.507E+00	2.910E+02	2.922E+02	9.860E-08	1.281E-07	1.800E-09	2.800E-09	4.900E-09	3.000E-10	3.507E+00	
20	14	7	1	1.000E-03	4.000E-08	1.200E-09	1.600E-09	3.488E+00	2.916E+02	2.928E+02	9.630E-08	1.249E-07	3.700E-09	2.900E-09	1.900E-09	3.000E-10	3.488E+00	
21	15	7	1	1.000E-03	5.000E-08	6.000E-10	2.500E-09	3.568E+00	2.920E+02	2.930E+02	9.170E-08	1.212E-07	2.900E-09	5.000E-09	3.100E-09	3.300E-09	3.568E+00	
22	16	8	1	2.000E-03	0.000E+00	1.400E-09	1.800E-09	3.484E+00	2.917E+02	2.929E+02	9.330E-08	1.200E-07	3.600E-09	2.100E-09	8.000E-10	6.000E-10	3.484E+00	
23	15	8	1	1.000E-03	0.000E+00	4.300E-09	4.900E-09	3.499E+00	2.920E+02	2.930E+02	9.590E-08	1.249E-07	1.700E-09	3.000E-09	3.900E-09	2.800E-09	3.500E+00	
24	14	8	1	1.000E-03	3.000E-08	5.000E-10	1.000E-09	3.492E+00	2.907E+02	2.920E+02	9.840E-08	1.278E-07	3.600E-09	1.500E-09	6.000E-10	2.200E-09	3.491E+00	
25	13	8	1	1.000E-03	0.000E+00	1.000E-09	1.000E-09	3.509E+00	2.897E+02	2.910E+02	9.900E-08	1.317E-07	1.900E-09	0.000E+00	1.500E-09	2.100E-09	3.510E+00	
26	12	8	1	1.000E-03	0.000E+00	1.500E-09	8.000E-10	3.562E+00	2.895E+02	2.906E+02	1.004E-07	1.344E-07	7.100E-09	1.900E-09	1.700E-09	5.000E-10	3.564E+00	
27	11	8	1	1.000E-03	0.000E+00	5.000E-10	3.900E-09	3.581E+00	2.896E+02	2.908E+02	1.006E-07	1.336E-07	4.900E-09	2.600E-09	0.000E+00	4.400E-09	3.581E+00	
