Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4434-325A-250502@203
Wafer number	13
Date	2025/05/02
Time	08:06:57

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	1.000E-03	6.000E-08	4.400E-09	3.300E-09	3.662E+00	2.889E+02	2.909E+02	7.780E-08	1.042E-07	1.000E-09	9.000E-10	3.000E-10	7.000E-10	3.662E+00	
2	10	5	1	1.000E-03	3.000E-08	2.000E-10	5.700E-09	3.550E+00	2.909E+02	2.923E+02	7.840E-08	1.041E-07	4.600E-09	5.700E-09	1.600E-09	1.000E-10	3.550E+00	
3	11	5	1	1.000E-03	2.000E-08	4.300E-09	7.000E-10	3.540E+00	2.919E+02	2.930E+02	7.760E-08	1.025E-07	3.000E-09	4.300E-09	1.400E-09	0.000E+00	3.541E+00	
4	12	5	1	1.000E-03	0.000E+00	8.000E-10	7.000E-10	3.553E+00	2.919E+02	2.931E+02	7.740E-08	1.004E-07	8.000E-10	1.900E-09	1.000E-09	4.000E-10	3.553E+00	
5	13	5	1	1.000E-03	0.000E+00	3.400E-09	3.000E-10	3.496E+00	2.915E+02	2.928E+02	7.640E-08	1.021E-07	1.800E-09	2.000E-10	3.800E-09	3.900E-09	3.495E+00	
6	14	6	1	1.000E-03	7.000E-08	2.400E-09	1.100E-09	3.468E+00	2.922E+02	2.932E+02	7.750E-08	1.006E-07	2.300E-09	1.000E-09	1.800E-09	0.000E+00	3.467E+00	
7	13	6	1	1.000E-03	0.000E+00	1.100E-09	2.900E-09	3.477E+00	2.925E+02	2.936E+02	7.880E-08	1.012E-07	1.300E-09	3.000E-10	1.000E-09	2.200E-09	3.477E+00	
8	12	6	1	2.000E-03	1.000E-08	3.100E-09	5.000E-10	3.536E+00	2.924E+02	2.934E+02	7.850E-08	1.034E-07	9.000E-10	1.600E-09	1.500E-09	2.400E-09	3.538E+00	
9	11	6	1	1.000E-03	1.000E-08	2.000E-09	4.000E-10	3.532E+00	2.921E+02	2.932E+02	8.000E-08	1.040E-07	9.000E-10	2.800E-09	2.600E-09	2.500E-09	3.533E+00	
10	10	6	1	1.000E-03	2.000E-08	2.100E-09	7.000E-10	3.531E+00	2.918E+02	2.931E+02	8.040E-08	1.058E-07	3.400E-09	2.000E-10	1.000E-10	1.900E-09	3.532E+00	
11	9	6	1	2.000E-03	0.000E+00	4.000E-10	3.000E-10	3.545E+00	2.913E+02	2.925E+02	7.980E-08	1.053E-07	4.100E-09	3.400E-09	7.000E-10	4.200E-09	3.545E+00	
12	8	6	1	1.000E-03	0.000E+00	1.500E-09	2.600E-09	3.506E+00	2.888E+02	2.908E+02	7.920E-08	1.051E-07	2.800E-09	6.500E-09	1.000E-09	4.900E-09	3.506E+00	
13	7	7	1	1.000E-03	1.000E-08	3.200E-09	5.000E-10	3.517E+00	2.894E+02	2.912E+02	7.750E-08	1.033E-07	4.300E-09	2.500E-09	1.500E-09	1.300E-09	3.517E+00	
14	8	7	1	1.000E-03	0.000E+00	2.100E-09	1.400E-09	3.515E+00	2.912E+02	2.925E+02	8.080E-08	1.054E-07	4.400E-09	4.000E-09	1.600E-09	1.000E-10	3.515E+00	
15	9	7	1	1.000E-03	2.000E-08	4.000E-09	1.500E-09	3.528E+00	2.917E+02	2.927E+02	8.130E-08	1.071E-07	1.600E-09	1.200E-09	3.900E-09	1.000E-10	3.528E+00	
16	10	7	1	1.000E-03	1.000E-08	4.000E-10	1.000E-09	3.544E+00	2.912E+02	2.923E+02	7.960E-08	1.057E-07	2.100E-09	6.000E-10	2.000E-10	3.200E-09	3.544E+00	
17	11	7	1	0.000E+00	4.000E-08	4.000E-09	2.100E-09	3.545E+00	2.908E+02	2.922E+02	7.950E-08	1.049E-07	2.200E-09	6.100E-09	2.200E-09	1.500E-09	3.545E+00	
18	12	7	1	1.000E-03	2.000E-08	5.000E-10	4.900E-09	3.542E+00	2.910E+02	2.923E+02	7.910E-08	1.053E-07	1.500E-09	4.600E-09	2.800E-09	2.800E-09	3.542E+00	
19	13	7	1	1.000E-03	1.000E-08	3.600E-09	3.400E-09	3.469E+00	2.915E+02	2.929E+02	7.870E-08	1.048E-07	2.800E-09	6.000E-10	2.900E-09	2.300E-09	3.469E+00	
20	14	7	1	1.000E-03	0.000E+00	0.000E+00	1.100E-09	3.463E+00	2.922E+02	2.933E+02	7.790E-08	1.017E-07	1.500E-09	1.900E-09	1.900E-09	4.000E-10	3.465E+00	
21	15	7	1	1.000E-03	0.000E+00	9.000E-10	3.600E-09	3.514E+00	2.920E+02	2.932E+02	7.720E-08	1.018E-07	2.900E-09	1.700E-09	2.500E-09	3.000E-09	3.514E+00	
22	16	8	1	1.000E-03	2.000E-08	1.400E-09	2.600E-09	3.416E+00	2.916E+02	2.928E+02	7.820E-08	1.032E-07	4.400E-09	2.500E-09	1.100E-09	4.000E-09	3.416E+00	
23	15	8	3	1.000E-03	99.99													
24	14	8	1	2.000E-03	1.000E-08	2.500E-09	1.000E-10	3.470E+00	2.908E+02	2.923E+02	7.810E-08	1.025E-07	2.200E-09	4.900E-09	4.500E-09	5.000E-10	3.470E+00	
25	13	8	1	2.000E-03	0.000E+00	2.500E-09	2.300E-09	3.493E+00	2.900E+02	2.911E+02	8.100E-08	1.059E-07	9.000E-10	3.400E-09	2.000E-10	4.700E-09	3.493E+00	
26	12	8	1	1.000E-03	0.000E+00	1.800E-09	2.400E-09	3.559E+00	2.899E+02	2.908E+02	8.080E-08	1.076E-07	4.200E-09	6.000E-10	2.000E-09	3.000E-10	3.558E+00	
27	11	8	1	1.000E-03	1.000E-08	2.700E-09	2.900E-09	3.559E+00	2.899E+02	2.909E+02	8.040E-08	1.070E-07	2.000E-09	1.500E-09	1.700E-09	6.000E-10	3.558E+00	
28	10	8	1	1.000E-03	0.000E+00	1.200E-09	1.500E-09	3.548E+00	2.901E+02	2.912E+02	8.120E-08	1.072E-07	4.000E-09	2.500E-09	3.900E-09	6.000E-10	3.549E+00	
