Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5183-323A-250509@203
Wafer number	19
Date	2025/05/09
Time	23:00:54

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	1.000E-08	5.000E-10	2.200E-09	3.781E+00	2.843E+02	2.860E+02	1.025E-07	1.410E-07	1.800E-09	2.400E-09	4.900E-09	1.600E-09	3.781E+00	
2	10	5	1	0.000E+00	0.000E+00	9.000E-10	2.600E-09	3.673E+00	2.852E+02	2.866E+02	1.059E-07	1.427E-07	6.700E-09	3.400E-09	2.800E-09	3.700E-09	3.673E+00	
3	11	5	1	0.000E+00	1.000E-08	2.400E-09	2.800E-09	3.679E+00	2.853E+02	2.870E+02	1.043E-07	1.418E-07	2.800E-09	2.700E-09	1.600E-09	1.400E-09	3.678E+00	
4	12	5	1	0.000E+00	2.000E-08	1.000E-10	2.000E-09	3.779E+00	2.858E+02	2.876E+02	1.039E-07	1.389E-07	1.100E-09	2.000E-09	1.000E-10	7.000E-09	3.778E+00	
5	13	5	1	0.000E+00	0.000E+00	1.000E-10	6.800E-09	3.734E+00	2.867E+02	2.884E+02	1.014E-07	1.361E-07	3.900E-09	7.200E-09	3.400E-09	3.300E-09	3.734E+00	
6	14	6	1	0.000E+00	6.000E-08	7.000E-10	1.700E-09	3.638E+00	2.863E+02	2.879E+02	1.033E-07	1.402E-07	4.300E-09	2.500E-09	1.400E-09	2.900E-09	3.638E+00	
7	13	6	1	0.000E+00	0.000E+00	3.500E-09	5.000E-10	3.611E+00	2.856E+02	2.872E+02	1.074E-07	1.457E-07	2.300E-09	5.400E-09	3.000E-10	2.000E-10	3.611E+00	
8	12	6	1	0.000E+00	1.000E-08	0.000E+00	5.300E-09	3.628E+00	2.851E+02	2.867E+02	1.079E-07	1.487E-07	5.300E-09	1.200E-09	4.200E-09	7.000E-10	3.630E+00	
9	11	6	1	0.000E+00	0.000E+00	3.200E-09	4.200E-09	3.619E+00	2.844E+02	2.859E+02	1.100E-07	1.512E-07	2.300E-09	1.400E-09	4.500E-09	1.700E-09	3.619E+00	
10	10	6	1	0.000E+00	1.000E-08	1.200E-09	4.700E-09	3.620E+00	2.847E+02	2.860E+02	1.108E-07	1.491E-07	5.900E-09	1.700E-09	1.100E-09	8.000E-10	3.620E+00	
11	9	6	1	0.000E+00	0.000E+00	8.000E-10	5.000E-10	3.619E+00	2.853E+02	2.867E+02	1.071E-07	1.431E-07	4.100E-09	1.300E-09	3.200E-09	1.000E-10	3.619E+00	
12	8	6	1	0.000E+00	1.000E-08	3.200E-09	4.900E-09	3.622E+00	2.852E+02	2.868E+02	1.022E-07	1.406E-07	1.300E-09	1.200E-09	3.500E-09	8.300E-09	3.622E+00	
13	7	7	1	0.000E+00	0.000E+00	1.700E-09	3.000E-10	3.628E+00	2.867E+02	2.879E+02	1.013E-07	1.378E-07	2.100E-09	0.000E+00	5.400E-09	4.000E-10	3.628E+00	
14	8	7	1	0.000E+00	3.000E-08	3.000E-10	9.000E-10	3.591E+00	2.852E+02	2.866E+02	1.087E-07	1.456E-07	1.800E-09	9.000E-10	1.400E-09	3.100E-09	3.590E+00	
15	9	7	1	0.000E+00	2.000E-08	1.700E-09	6.000E-10	3.648E+00	2.847E+02	2.861E+02	1.105E-07	1.486E-07	5.000E-09	1.200E-09	1.000E-09	2.000E-10	3.649E+00	
16	10	7	1	0.000E+00	0.000E+00	2.800E-09	2.000E-10	3.674E+00	2.844E+02	2.857E+02	1.122E-07	1.545E-07	7.000E-10	2.100E-09	3.900E-09	3.000E-10	3.676E+00	
17	11	7	1	0.000E+00	0.000E+00	3.600E-09	1.600E-09	3.679E+00	2.840E+02	2.855E+02	1.123E-07	1.541E-07	2.000E-09	1.400E-09	3.100E-09	1.100E-09	3.679E+00	
18	12	7	1	1.000E-03	4.000E-08	1.000E-10	4.700E-09	3.743E+00	2.843E+02	2.859E+02	1.120E-07	1.527E-07	2.000E-09	8.800E-09	4.600E-09	2.600E-09	3.743E+00	
19	13	7	1	0.000E+00	0.000E+00	4.900E-09	2.400E-09	3.639E+00	2.849E+02	2.864E+02	1.106E-07	1.511E-07	3.300E-09	1.000E-10	4.200E-09	1.600E-09	3.639E+00	
20	14	7	1	0.000E+00	0.000E+00	6.000E-10	5.100E-09	3.617E+00	2.854E+02	2.869E+02	1.069E-07	1.470E-07	6.300E-09	1.700E-09	2.900E-09	9.000E-09	3.617E+00	
21	15	7	1	1.000E-03	1.000E-08	3.400E-09	2.400E-09	3.714E+00	2.862E+02	2.877E+02	1.043E-07	1.397E-07	5.900E-09	4.900E-09	2.800E-09	6.000E-10	3.713E+00	
22	16	8	1	0.000E+00	0.000E+00	1.500E-09	1.800E-09	3.687E+00	2.864E+02	2.881E+02	1.036E-07	1.372E-07	4.900E-09	5.200E-09	4.000E-10	1.500E-09	3.687E+00	
23	15	8	1	0.000E+00	1.000E-08	1.000E-09	3.000E-09	3.662E+00	2.854E+02	2.870E+02	1.079E-07	1.464E-07	5.500E-09	5.700E-09	2.100E-09	3.900E-09	3.662E+00	
24	14	8	1	0.000E+00	2.000E-08	2.600E-09	0.000E+00	3.641E+00	2.848E+02	2.863E+02	1.107E-07	1.518E-07	5.000E-10	3.000E-10	2.800E-09	2.000E-10	3.640E+00	
25	13	8	1	0.000E+00	4.000E-08	3.300E-09	1.600E-09	3.661E+00	2.843E+02	2.858E+02	1.124E-07	1.530E-07	2.800E-09	2.500E-09	1.900E-09	7.000E-10	3.662E+00	
26	12	8	1	0.000E+00	0.000E+00	1.700E-09	1.000E-09	3.697E+00	2.842E+02	2.857E+02	1.120E-07	1.543E-07	6.300E-09	1.100E-09	1.800E-09	2.000E-09	3.697E+00	
27	11	8	1	0.000E+00	0.000E+00	3.400E-09	2.300E-09	3.678E+00	2.842E+02	2.858E+02	1.133E-07	1.552E-07	2.600E-09	6.000E-10	3.600E-09	2.000E-09	3.678E+00	
