Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5183-323A-250509@203
Wafer number	7
Date	2025/05/09
Time	21:38:00

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	4	0.000E+00	2.423E-05	999.9												
2	10	5	1	0.000E+00	1.000E-08	1.500E-09	5.000E-10	3.655E+00	2.868E+02	2.883E+02	1.048E-07	1.412E-07	2.000E-09	3.500E-09	2.000E-10	6.000E-10	3.655E+00	
3	11	5	1	0.000E+00	0.000E+00	3.000E-10	6.300E-09	3.611E+00	2.863E+02	2.878E+02	1.059E-07	1.405E-07	5.700E-09	3.000E-09	2.000E-09	2.800E-09	3.611E+00	
4	12	5	1	0.000E+00	0.000E+00	4.000E-10	3.100E-09	3.710E+00	2.860E+02	2.874E+02	1.047E-07	1.421E-07	2.400E-09	8.300E-09	2.500E-09	2.900E-09	3.710E+00	
5	13	5	1	0.000E+00	3.000E-08	5.000E-10	3.200E-09	3.700E+00	2.856E+02	2.869E+02	1.053E-07	1.423E-07	1.100E-09	2.000E-10	1.400E-09	6.400E-09	3.700E+00	
6	14	6	1	1.000E-03	1.000E-08	3.600E-09	4.400E-09	3.609E+00	2.847E+02	2.863E+02	1.091E-07	1.493E-07	2.000E-10	3.000E-10	4.000E-09	2.500E-09	3.609E+00	
7	13	6	1	0.000E+00	0.000E+00	7.000E-10	1.700E-09	3.583E+00	2.845E+02	2.860E+02	1.120E-07	1.508E-07	4.800E-09	5.000E-09	2.300E-09	3.000E-09	3.582E+00	
8	12	6	1	0.000E+00	0.000E+00	2.100E-09	4.100E-09	3.610E+00	2.852E+02	2.864E+02	1.102E-07	1.487E-07	3.800E-09	1.000E-10	8.000E-10	9.000E-10	3.610E+00	
9	11	6	1	0.000E+00	1.000E-08	1.000E-09	2.700E-09	3.597E+00	2.853E+02	2.867E+02	1.099E-07	1.493E-07	7.300E-09	3.700E-09	2.900E-09	3.800E-09	3.598E+00	
10	10	6	1	1.000E-03	0.000E+00	3.900E-09	3.800E-09	3.612E+00	2.857E+02	2.871E+02	1.093E-07	1.489E-07	3.300E-09	1.200E-09	2.800E-09	1.600E-09	3.612E+00	
11	9	6	1	1.000E-03	1.000E-08	4.800E-09	3.600E-09	3.630E+00	2.863E+02	2.877E+02	1.067E-07	1.441E-07	4.400E-09	4.800E-09	2.900E-09	8.000E-10	3.630E+00	
12	8	6	1	0.000E+00	1.000E-08	1.200E-09	1.900E-09	3.614E+00	2.873E+02	2.885E+02	1.031E-07	1.386E-07	2.800E-09	8.900E-09	1.600E-09	3.600E-09	3.614E+00	
13	7	7	1	0.000E+00	4.000E-08	4.200E-09	3.000E-10	3.640E+00	2.875E+02	2.888E+02	1.033E-07	1.396E-07	1.100E-09	2.200E-09	4.000E-10	1.800E-09	3.640E+00	
14	8	7	1	1.000E-03	1.000E-08	0.000E+00	4.500E-09	3.606E+00	2.861E+02	2.875E+02	1.096E-07	1.455E-07	4.800E-09	1.300E-09	7.000E-10	1.100E-09	3.606E+00	
15	9	7	1	1.000E-03	0.000E+00	0.000E+00	5.900E-09	3.684E+00	2.852E+02	2.866E+02	1.111E-07	1.508E-07	2.000E-09	8.400E-09	3.500E-09	5.000E-09	3.684E+00	
16	10	7	1	0.000E+00	0.000E+00	2.300E-09	9.000E-10	3.663E+00	2.849E+02	2.863E+02	1.129E-07	1.543E-07	1.000E-10	2.300E-09	1.700E-09	4.000E-10	3.662E+00	
17	11	7	1	1.000E-03	1.000E-08	9.000E-10	2.800E-09	3.662E+00	2.846E+02	2.860E+02	1.134E-07	1.535E-07	7.200E-09	1.000E-09	4.400E-09	5.500E-09	3.662E+00	
18	12	7	1	0.000E+00	3.000E-08	1.300E-09	4.500E-09	3.718E+00	2.843E+02	2.856E+02	1.139E-07	1.538E-07	2.900E-09	4.100E-09	0.000E+00	2.600E-09	3.719E+00	
19	13	7	1	0.000E+00	1.000E-08	1.500E-09	5.400E-09	3.630E+00	2.840E+02	2.854E+02	1.127E-07	1.566E-07	6.300E-09	9.000E-10	4.800E-09	5.800E-09	3.630E+00	
20	14	7	1	0.000E+00	1.000E-08	1.400E-09	1.300E-09	3.582E+00	2.843E+02	2.857E+02	1.112E-07	1.542E-07	4.900E-09	1.400E-09	2.000E-09	5.400E-09	3.582E+00	
21	15	7	1	0.000E+00	1.000E-08	1.500E-09	1.000E-10	3.668E+00	2.844E+02	2.857E+02	1.106E-07	1.526E-07	1.900E-09	4.000E-10	2.100E-09	3.700E-09	3.668E+00	
22	16	8	1	0.000E+00	1.000E-08	3.800E-09	1.200E-09	3.620E+00	2.844E+02	2.860E+02	1.106E-07	1.497E-07	3.300E-09	5.500E-09	1.900E-09	1.700E-09	3.620E+00	
23	15	8	1	0.000E+00	2.000E-08	5.500E-09	3.500E-09	3.599E+00	2.840E+02	2.852E+02	1.142E-07	1.572E-07	2.300E-09	0.000E+00	3.900E-09	1.400E-09	3.599E+00	
24	14	8	1	0.000E+00	0.000E+00	1.800E-09	3.200E-09	3.619E+00	2.839E+02	2.853E+02	1.142E-07	1.579E-07	4.200E-09	0.000E+00	3.700E-09	3.000E-10	3.618E+00	
25	13	8	1	0.000E+00	4.000E-08	2.300E-09	2.000E-10	3.619E+00	2.842E+02	2.855E+02	1.155E-07	1.599E-07	3.000E-10	1.400E-09	3.600E-09	7.000E-10	3.619E+00	
26	12	8	1	0.000E+00	0.000E+00	2.800E-09	7.000E-10	3.650E+00	2.845E+02	2.858E+02	1.152E-07	1.582E-07	1.300E-09	1.300E-09	1.200E-09	1.400E-09	3.649E+00	
27	11	8	1	1.000E-03	0.000E+00	7.000E-10	2.400E-09	3.643E+00	2.843E+02	2.859E+02	1.164E-07	1.567E-07	5.300E-09	1.500E-09	2.300E-09	5.800E-09	3.643E+00	
28	10	8	1	0.000E+00	0.000E+00	2.800E-09	5.700E-09	3.646E+00	2.844E+02	2.859E+02	1.135E-07	1.570E-07	4.900E-09	3.400E-09	2.000E-09	1.500E-09	3.647E+00	
