Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5183-323A-250510@203
Wafer number	25
Date	2025/05/10
Time	00:06:14

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	2.000E-08	4.300E-09	7.000E-10	3.896E+00	2.845E+02	2.864E+02	9.400E-08	1.307E-07	5.900E-09	2.500E-09	1.200E-09	2.000E-10	3.895E+00	
2	10	5	1	0.000E+00	1.000E-08	2.100E-09	1.900E-09	3.675E+00	2.849E+02	2.869E+02	9.630E-08	1.324E-07	2.600E-09	9.000E-10	1.700E-09	3.200E-09	3.674E+00	
3	11	5	1	0.000E+00	0.000E+00	1.300E-09	8.600E-09	3.698E+00	2.853E+02	2.873E+02	9.380E-08	1.290E-07	4.100E-09	7.000E-10	4.100E-09	5.800E-09	3.698E+00	
4	12	5	1	0.000E+00	1.000E-08	3.900E-09	3.600E-09	3.768E+00	2.857E+02	2.878E+02	9.240E-08	1.248E-07	3.400E-09	4.300E-09	1.100E-09	1.700E-09	3.769E+00	
5	13	5	1	0.000E+00	2.000E-08	2.600E-09	9.000E-10	3.718E+00	2.864E+02	2.883E+02	9.120E-08	1.235E-07	5.000E-10	2.800E-09	1.800E-09	1.100E-09	3.719E+00	
6	14	6	1	0.000E+00	1.000E-08	3.000E-10	8.600E-09	3.648E+00	2.859E+02	2.878E+02	9.380E-08	1.269E-07	3.200E-09	8.300E-09	3.600E-09	4.700E-09	3.648E+00	
7	13	6	1	0.000E+00	0.000E+00	1.000E-09	6.400E-09	3.624E+00	2.851E+02	2.871E+02	9.600E-08	1.312E-07	7.400E-09	6.500E-09	3.800E-09	5.100E-09	3.625E+00	
8	12	6	1	1.000E-03	2.000E-08	2.300E-09	5.800E-09	3.665E+00	2.847E+02	2.864E+02	9.700E-08	1.339E-07	2.800E-09	1.300E-09	4.500E-09	5.800E-09	3.665E+00	
9	11	6	1	1.000E-03	1.000E-08	4.000E-10	5.000E-10	3.658E+00	2.841E+02	2.859E+02	9.860E-08	1.363E-07	3.600E-09	3.000E-09	2.700E-09	5.100E-09	3.658E+00	
10	10	6	1	0.000E+00	0.000E+00	3.600E-09	1.900E-09	3.646E+00	2.838E+02	2.858E+02	1.011E-07	1.386E-07	2.700E-09	1.000E-10	4.500E-09	2.500E-09	3.646E+00	
11	9	6	1	0.000E+00	0.000E+00	3.300E-09	2.000E-09	3.677E+00	2.848E+02	2.864E+02	9.710E-08	1.330E-07	3.000E-10	1.600E-09	3.500E-09	1.800E-09	3.676E+00	
12	8	6	1	0.000E+00	0.000E+00	2.000E-09	1.500E-09	3.628E+00	2.849E+02	2.865E+02	9.780E-08	1.301E-07	2.800E-09	1.100E-09	6.000E-10	3.000E-09	3.629E+00	
13	7	7	1	0.000E+00	0.000E+00	1.400E-09	1.600E-09	3.634E+00	2.866E+02	2.881E+02	9.780E-08	1.296E-07	4.400E-09	2.100E-09	9.000E-10	5.700E-09	3.634E+00	
14	8	7	1	0.000E+00	0.000E+00	2.900E-09	2.800E-09	3.623E+00	2.850E+02	2.868E+02	9.940E-08	1.353E-07	8.000E-10	8.000E-10	3.500E-09	2.900E-09	3.623E+00	
15	9	7	1	1.000E-03	2.000E-08	1.500E-09	5.000E-10	3.700E+00	2.842E+02	2.859E+02	9.950E-08	1.395E-07	5.600E-09	1.700E-09	5.200E-09	1.600E-09	3.700E+00	
16	10	7	1	0.000E+00	0.000E+00	2.100E-09	1.300E-09	3.708E+00	2.835E+02	2.853E+02	1.026E-07	1.420E-07	3.700E-09	1.000E-10	1.800E-09	1.400E-09	3.708E+00	
17	11	7	1	0.000E+00	1.000E-08	4.100E-09	1.400E-09	3.707E+00	2.835E+02	2.854E+02	1.021E-07	1.402E-07	1.400E-09	6.300E-09	3.900E-09	2.000E-10	3.707E+00	
18	12	7	1	0.000E+00	2.000E-08	1.300E-09	3.400E-09	3.759E+00	2.840E+02	2.858E+02	1.012E-07	1.378E-07	1.200E-09	9.000E-10	1.800E-09	5.300E-09	3.758E+00	
19	13	7	1	0.000E+00	1.000E-08	1.700E-09	3.200E-09	3.684E+00	2.846E+02	2.864E+02	9.830E-08	1.364E-07	2.500E-09	3.600E-09	7.000E-10	5.100E-09	3.684E+00	
20	14	7	1	0.000E+00	0.000E+00	1.300E-09	1.800E-09	3.628E+00	2.849E+02	2.868E+02	9.830E-08	1.334E-07	5.800E-09	5.600E-09	2.000E-10	2.100E-09	3.628E+00	
21	15	7	1	1.000E-03	4.000E-08	3.000E-10	5.100E-09	3.702E+00	2.856E+02	2.876E+02	9.640E-08	1.290E-07	5.400E-09	1.400E-09	1.400E-09	4.300E-09	3.702E+00	
22	16	8	1	0.000E+00	0.000E+00	1.700E-09	3.800E-09	3.682E+00	2.858E+02	2.878E+02	9.450E-08	1.260E-07	2.800E-09	8.100E-09	1.200E-09	1.700E-09	3.682E+00	
23	15	8	1	0.000E+00	0.000E+00	3.200E-09	9.000E-10	3.650E+00	2.851E+02	2.869E+02	9.710E-08	1.352E-07	4.200E-09	4.000E-10	6.100E-09	1.700E-09	3.650E+00	
24	14	8	1	0.000E+00	2.000E-08	4.500E-09	2.700E-09	3.656E+00	2.847E+02	2.865E+02	1.005E-07	1.376E-07	3.000E-09	3.200E-09	1.600E-09	1.000E-09	3.657E+00	
25	13	8	1	1.000E-03	1.000E-08	3.000E-10	2.100E-09	3.689E+00	2.842E+02	2.860E+02	1.027E-07	1.367E-07	3.100E-09	1.000E-09	1.000E-10	1.000E-09	3.690E+00	
26	12	8	1	0.000E+00	2.000E-08	2.700E-09	4.500E-09	3.720E+00	2.840E+02	2.858E+02	1.022E-07	1.410E-07	1.000E-10	1.700E-09	2.200E-09	6.700E-09	3.721E+00	
27	11	8	1	1.000E-03	1.000E-08	3.900E-09	3.200E-09	3.710E+00	2.836E+02	2.855E+02	1.040E-07	1.430E-07	2.000E-09	3.000E-10	2.100E-09	2.800E-09	3.710E+00	
