Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5183-323A-250509@203
Wafer number	16
Date	2025/05/09
Time	22:40:06

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	2.300E-09	3.000E-10	3.885E+00	2.857E+02	2.873E+02	1.036E-07	1.383E-07	1.100E-09	3.300E-09	1.400E-09	2.800E-09	3.885E+00	
2	10	5	1	0.000E+00	1.000E-08	1.400E-09	4.900E-09	3.732E+00	2.868E+02	2.882E+02	1.026E-07	1.404E-07	5.900E-09	7.000E-10	5.000E-09	2.500E-09	3.732E+00	
3	11	5	1	0.000E+00	2.000E-08	2.800E-09	3.400E-09	3.699E+00	2.875E+02	2.888E+02	1.030E-07	1.390E-07	7.000E-10	2.300E-09	4.300E-09	1.600E-09	3.700E+00	
4	12	5	1	0.000E+00	1.000E-08	1.800E-09	4.000E-10	3.758E+00	2.881E+02	2.893E+02	1.044E-07	1.361E-07	3.200E-09	5.000E-09	1.000E-09	3.300E-09	3.757E+00	
5	13	5	1	0.000E+00	0.000E+00	7.000E-10	2.700E-09	3.701E+00	2.887E+02	2.900E+02	1.015E-07	1.330E-07	6.700E-09	2.800E-09	2.300E-09	5.100E-09	3.700E+00	
6	14	6	1	0.000E+00	1.000E-08	3.900E-09	6.000E-10	3.671E+00	2.882E+02	2.895E+02	1.016E-07	1.379E-07	6.300E-09	5.000E-10	3.000E-09	5.500E-09	3.671E+00	
7	13	6	1	1.000E-03	3.000E-08	4.800E-09	1.800E-09	3.643E+00	2.875E+02	2.888E+02	1.072E-07	1.422E-07	1.400E-09	3.000E-09	2.000E-09	1.600E-09	3.643E+00	
8	12	6	1	0.000E+00	2.000E-08	1.500E-09	4.100E-09	3.692E+00	2.871E+02	2.882E+02	1.079E-07	1.470E-07	1.400E-09	8.000E-10	4.800E-09	2.900E-09	3.691E+00	
9	11	6	1	0.000E+00	3.000E-08	4.400E-09	6.500E-09	3.682E+00	2.864E+02	2.877E+02	1.101E-07	1.493E-07	2.600E-09	1.800E-09	6.100E-09	5.400E-09	3.683E+00	
10	10	6	1	0.000E+00	0.000E+00	2.200E-09	7.000E-10	3.691E+00	2.861E+02	2.874E+02	1.106E-07	1.484E-07	1.400E-09	2.400E-09	1.300E-09	4.400E-09	3.690E+00	
11	9	6	1	0.000E+00	2.000E-08	8.000E-10	4.300E-09	3.727E+00	2.870E+02	2.880E+02	1.065E-07	1.440E-07	4.600E-09	7.000E-09	3.000E-09	2.600E-09	3.727E+00	
12	8	6	1	0.000E+00	1.000E-08	0.000E+00	1.400E-09	3.669E+00	2.851E+02	2.871E+02	1.041E-07	1.418E-07	1.700E-09	8.000E-10	5.000E-09	9.000E-10	3.670E+00	
13	7	7	1	0.000E+00	2.000E-08	4.000E-10	0.000E+00	3.711E+00	2.874E+02	2.885E+02	1.018E-07	1.351E-07	2.300E-09	1.200E-09	2.000E-10	3.600E-09	3.712E+00	
14	8	7	1	0.000E+00	0.000E+00	0.000E+00	4.700E-09	3.695E+00	2.871E+02	2.882E+02	1.064E-07	1.447E-07	9.000E-10	1.200E-09	5.900E-09	3.900E-09	3.695E+00	
15	9	7	1	0.000E+00	1.000E-08	3.500E-09	3.800E-09	3.758E+00	2.865E+02	2.876E+02	1.112E-07	1.510E-07	1.400E-09	5.000E-10	4.800E-09	3.700E-09	3.758E+00	
16	10	7	1	0.000E+00	0.000E+00	1.100E-09	2.500E-09	3.722E+00	2.859E+02	2.871E+02	1.150E-07	1.541E-07	3.300E-09	7.000E-10	0.000E+00	1.000E-10	3.722E+00	
17	11	7	1	1.000E-03	3.000E-08	1.600E-09	2.500E-09	3.716E+00	2.857E+02	2.872E+02	1.162E-07	1.542E-07	2.800E-09	4.300E-09	1.300E-09	4.600E-09	3.716E+00	
18	12	7	1	0.000E+00	0.000E+00	4.800E-09	5.000E-09	3.786E+00	2.862E+02	2.876E+02	1.140E-07	1.547E-07	0.000E+00	2.600E-09	5.000E-09	2.500E-09	3.786E+00	
19	13	7	1	0.000E+00	3.000E-08	1.400E-09	3.000E-10	3.698E+00	2.867E+02	2.880E+02	1.126E-07	1.520E-07	3.300E-09	1.200E-09	2.800E-09	3.000E-10	3.698E+00	
20	14	7	1	0.000E+00	3.000E-08	1.400E-09	3.600E-09	3.656E+00	2.872E+02	2.886E+02	1.095E-07	1.463E-07	4.500E-09	3.600E-09	2.800E-09	3.100E-09	3.656E+00	
21	15	7	1	0.000E+00	2.000E-08	1.000E-09	3.300E-09	3.750E+00	2.879E+02	2.893E+02	1.023E-07	1.390E-07	4.300E-09	1.500E-09	5.700E-09	8.000E-10	3.751E+00	
22	16	8	1	0.000E+00	3.000E-08	1.200E-09	3.200E-09	3.702E+00	2.881E+02	2.896E+02	1.021E-07	1.336E-07	3.900E-09	1.000E-10	2.600E-09	1.200E-09	3.702E+00	
23	15	8	1	0.000E+00	4.000E-08	2.000E-10	2.000E-09	3.679E+00	2.873E+02	2.885E+02	1.094E-07	1.449E-07	0.000E+00	1.100E-09	1.300E-09	6.000E-09	3.680E+00	
24	14	8	1	0.000E+00	0.000E+00	4.400E-09	2.000E-09	3.676E+00	2.867E+02	2.880E+02	1.123E-07	1.516E-07	2.000E-10	5.000E-10	3.600E-09	2.000E-09	3.676E+00	
25	13	8	1	0.000E+00	0.000E+00	2.900E-09	1.900E-09	3.687E+00	2.862E+02	2.876E+02	1.149E-07	1.551E-07	8.000E-10	7.000E-10	2.500E-09	2.200E-09	3.687E+00	
26	12	8	1	0.000E+00	2.000E-08	0.000E+00	2.800E-09	3.714E+00	2.860E+02	2.873E+02	1.174E-07	1.564E-07	4.100E-09	5.400E-09	3.600E-09	4.100E-09	3.714E+00	
27	11	8	1	0.000E+00	0.000E+00	4.000E-10	3.000E-09	3.699E+00	2.859E+02	2.871E+02	1.163E-07	1.580E-07	6.300E-09	3.500E-09	2.600E-09	1.300E-09	3.699E+00	
