Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5183-323A-250509@203
Wafer number	24
Date	2025/05/09
Time	23:59:32

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	3.900E-09	6.000E-10	3.887E+00	2.854E+02	2.870E+02	1.017E-07	1.408E-07	4.000E-09	1.600E-09	1.400E-09	2.800E-09	3.887E+00	
2	10	5	1	1.000E-03	0.000E+00	3.000E-10	7.400E-09	3.705E+00	2.868E+02	2.878E+02	1.035E-07	1.423E-07	6.300E-09	1.500E-09	5.900E-09	8.000E-10	3.705E+00	
3	11	5	1	0.000E+00	0.000E+00	1.700E-09	4.000E-10	3.706E+00	2.869E+02	2.882E+02	1.028E-07	1.395E-07	3.200E-09	1.700E-09	9.000E-10	1.300E-09	3.705E+00	
4	12	5	1	0.000E+00	0.000E+00	1.700E-09	3.900E-09	3.766E+00	2.876E+02	2.888E+02	1.018E-07	1.355E-07	3.000E-10	3.200E-09	2.000E-09	4.000E-09	3.766E+00	
5	13	5	1	1.000E-03	1.000E-08	4.000E-09	6.800E-09	3.708E+00	2.882E+02	2.894E+02	9.960E-08	1.335E-07	2.300E-09	2.800E-09	5.900E-09	5.800E-09	3.708E+00	
6	14	6	1	1.000E-03	2.000E-08	1.700E-09	8.000E-10	3.628E+00	2.880E+02	2.892E+02	1.047E-07	1.371E-07	2.800E-09	7.000E-10	1.200E-09	2.400E-09	3.628E+00	
7	13	6	1	1.000E-03	1.000E-08	3.000E-10	2.700E-09	3.615E+00	2.873E+02	2.885E+02	1.083E-07	1.433E-07	3.600E-09	1.600E-09	1.700E-09	2.400E-09	3.615E+00	
8	12	6	1	0.000E+00	2.000E-08	2.600E-09	1.300E-09	3.702E+00	2.868E+02	2.879E+02	1.075E-07	1.480E-07	4.100E-09	8.000E-10	4.600E-09	3.500E-09	3.702E+00	
9	11	6	1	1.000E-03	0.000E+00	7.000E-10	2.800E-09	3.684E+00	2.860E+02	2.873E+02	1.091E-07	1.502E-07	6.900E-09	1.000E-10	5.000E-10	3.200E-09	3.683E+00	
10	10	6	1	0.000E+00	3.000E-08	5.700E-09	7.000E-10	3.682E+00	2.865E+02	2.875E+02	1.105E-07	1.502E-07	2.200E-09	6.300E-09	1.400E-09	1.000E-09	3.681E+00	
11	9	6	1	0.000E+00	0.000E+00	3.900E-09	9.000E-10	3.714E+00	2.871E+02	2.882E+02	1.066E-07	1.444E-07	3.000E-09	1.600E-09	2.700E-09	1.800E-09	3.714E+00	
12	8	6	1	0.000E+00	0.000E+00	0.000E+00	4.900E-09	3.674E+00	2.867E+02	2.882E+02	1.042E-07	1.403E-07	2.800E-09	4.400E-09	4.000E-10	4.500E-09	3.674E+00	
13	7	7	1	0.000E+00	0.000E+00	2.600E-09	3.200E-09	3.673E+00	2.880E+02	2.891E+02	1.025E-07	1.376E-07	7.300E-09	4.700E-09	1.400E-09	7.000E-10	3.674E+00	
14	8	7	1	0.000E+00	2.000E-08	3.800E-09	1.000E-09	3.655E+00	2.872E+02	2.881E+02	1.088E-07	1.470E-07	1.900E-09	5.000E-10	2.400E-09	1.000E-10	3.656E+00	
15	9	7	1	0.000E+00	1.000E-08	3.700E-09	2.500E-09	3.767E+00	2.866E+02	2.877E+02	1.118E-07	1.539E-07	1.400E-09	4.100E-09	1.600E-09	1.000E-10	3.768E+00	
16	10	7	1	0.000E+00	0.000E+00	9.000E-10	2.900E-09	3.709E+00	2.862E+02	2.871E+02	1.156E-07	1.546E-07	4.900E-09	5.800E-09	2.300E-09	3.600E-09	3.709E+00	
17	11	7	1	0.000E+00	3.000E-08	2.000E-09	2.800E-09	3.720E+00	2.857E+02	2.870E+02	1.137E-07	1.564E-07	7.000E-10	2.100E-09	1.300E-09	5.800E-09	3.720E+00	
18	12	7	1	0.000E+00	2.000E-08	1.200E-09	9.000E-10	3.807E+00	2.860E+02	2.872E+02	1.137E-07	1.548E-07	4.000E-10	1.500E-09	2.500E-09	2.200E-09	3.806E+00	
19	13	7	1	1.000E-03	4.000E-08	4.700E-09	8.000E-10	3.667E+00	2.864E+02	2.878E+02	1.122E-07	1.527E-07	7.000E-10	1.100E-09	1.700E-09	0.000E+00	3.667E+00	
20	14	7	1	0.000E+00	1.000E-08	9.000E-10	2.000E-09	3.635E+00	2.870E+02	2.883E+02	1.084E-07	1.459E-07	5.000E-09	6.000E-09	3.100E-09	4.100E-09	3.636E+00	
21	15	7	1	0.000E+00	2.000E-08	1.100E-09	1.000E-09	3.687E+00	2.879E+02	2.891E+02	1.049E-07	1.404E-07	2.200E-09	2.200E-09	1.200E-09	5.000E-10	3.687E+00	
22	16	8	1	0.000E+00	0.000E+00	9.000E-10	1.700E-09	3.674E+00	2.881E+02	2.895E+02	1.016E-07	1.368E-07	5.600E-09	5.100E-09	2.700E-09	3.700E-09	3.675E+00	
23	15	8	1	1.000E-03	2.000E-08	4.300E-09	1.500E-09	3.651E+00	2.874E+02	2.884E+02	1.087E-07	1.463E-07	2.500E-09	5.500E-09	3.100E-09	1.000E-09	3.652E+00	
24	14	8	1	0.000E+00	0.000E+00	5.000E-10	4.500E-09	3.651E+00	2.865E+02	2.878E+02	1.117E-07	1.508E-07	6.900E-09	8.800E-09	2.300E-09	3.500E-09	3.651E+00	
25	13	8	1	1.000E-03	1.000E-08	9.000E-10	5.600E-09	3.673E+00	2.860E+02	2.874E+02	1.134E-07	1.541E-07	6.100E-09	6.300E-09	3.100E-09	3.700E-09	3.673E+00	
26	12	8	1	1.000E-03	0.000E+00	2.400E-09	2.600E-09	3.704E+00	2.858E+02	2.871E+02	1.184E-07	1.618E-07	2.400E-09	9.000E-10	3.700E-09	1.200E-09	3.704E+00	
27	11	8	1	0.000E+00	0.000E+00	5.700E-09	3.500E-09	3.694E+00	2.859E+02	2.871E+02	1.163E-07	1.583E-07	2.000E-09	3.000E-10	2.100E-09	7.000E-10	3.695E+00	
