Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5183-323A-250509@203
Wafer number	1
Date	2025/05/09
Time	20:57:10

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	1.100E-09	2.400E-09	3.723E+00	2.840E+02	2.854E+02	9.730E-08	1.347E-07	2.800E-09	9.000E-10	1.200E-09	6.000E-10	3.723E+00	
2	10	5	1	1.000E-03	1.000E-08	1.000E-10	7.000E-10	3.582E+00	2.844E+02	2.860E+02	9.910E-08	1.346E-07	2.400E-09	4.800E-09	3.000E-10	5.000E-09	3.581E+00	
3	11	5	1	0.000E+00	3.000E-08	2.400E-09	1.000E-09	3.574E+00	2.848E+02	2.866E+02	9.770E-08	1.333E-07	4.100E-09	2.500E-09	3.900E-09	1.700E-09	3.575E+00	
4	12	5	1	1.000E-03	3.000E-08	1.000E-10	7.200E-09	3.605E+00	2.858E+02	2.874E+02	9.630E-08	1.301E-07	7.000E-10	5.200E-09	3.400E-09	5.100E-09	3.604E+00	
5	13	5	1	0.000E+00	2.000E-08	7.000E-10	1.000E-10	3.613E+00	2.866E+02	2.882E+02	9.530E-08	1.261E-07	3.700E-09	2.600E-09	1.900E-09	1.400E-09	3.614E+00	
6	14	6	1	0.000E+00	0.000E+00	3.400E-09	2.000E-09	3.550E+00	2.864E+02	2.879E+02	9.850E-08	1.330E-07	7.000E-10	9.000E-10	1.800E-09	7.000E-10	3.549E+00	
7	13	6	1	0.000E+00	0.000E+00	3.100E-09	4.000E-09	3.525E+00	2.857E+02	2.871E+02	1.001E-07	1.366E-07	3.400E-09	1.900E-09	6.800E-09	4.000E-09	3.525E+00	
8	12	6	1	1.000E-03	1.000E-08	1.800E-09	1.700E-09	3.538E+00	2.851E+02	2.865E+02	1.021E-07	1.389E-07	1.700E-09	2.200E-09	3.400E-09	3.000E-10	3.538E+00	
9	11	6	1	1.000E-03	3.000E-08	2.000E-10	9.000E-10	3.543E+00	2.842E+02	2.857E+02	1.036E-07	1.428E-07	1.400E-09	6.000E-10	1.600E-09	1.800E-09	3.543E+00	
10	10	6	1	0.000E+00	0.000E+00	1.000E-10	3.300E-09	3.531E+00	2.841E+02	2.855E+02	1.059E-07	1.426E-07	7.800E-09	4.000E-09	2.100E-09	3.600E-09	3.531E+00	
11	9	6	1	0.000E+00	1.000E-08	1.500E-09	6.000E-09	3.548E+00	2.849E+02	2.861E+02	1.008E-07	1.380E-07	4.400E-09	6.400E-09	1.300E-09	1.100E-09	3.548E+00	
12	8	6	1	1.000E-03	0.000E+00	5.700E-09	3.200E-09	3.540E+00	2.844E+02	2.860E+02	9.810E-08	1.354E-07	0.000E+00	0.000E+00	4.700E-09	2.600E-09	3.540E+00	
13	7	7	1	0.000E+00	0.000E+00	0.000E+00	3.000E-10	3.590E+00	2.857E+02	2.868E+02	9.650E-08	1.332E-07	3.000E-10	1.400E-09	5.200E-09	7.000E-10	3.589E+00	
14	8	7	1	0.000E+00	2.000E-08	1.000E-10	2.500E-09	3.513E+00	2.845E+02	2.859E+02	1.037E-07	1.394E-07	2.900E-09	3.800E-09	8.000E-10	2.600E-09	3.513E+00	
15	9	7	1	1.000E-03	2.000E-08	1.500E-09	2.400E-09	3.555E+00	2.842E+02	2.856E+02	1.065E-07	1.450E-07	3.000E-09	5.000E-09	2.500E-09	6.300E-09	3.556E+00	
16	10	7	1	0.000E+00	0.000E+00	4.100E-09	1.100E-09	3.562E+00	2.841E+02	2.854E+02	1.071E-07	1.473E-07	4.000E-10	1.000E-09	5.000E-09	1.900E-09	3.562E+00	
17	11	7	1	0.000E+00	1.000E-08	5.600E-09	3.800E-09	3.578E+00	2.839E+02	2.853E+02	1.068E-07	1.463E-07	1.000E-09	1.800E-09	2.800E-09	2.500E-09	3.578E+00	
18	12	7	1	1.000E-03	3.000E-08	1.300E-09	2.400E-09	3.631E+00	2.844E+02	2.857E+02	1.051E-07	1.433E-07	3.000E-09	2.000E-09	0.000E+00	2.000E-10	3.631E+00	
19	13	7	1	0.000E+00	2.000E-08	7.000E-10	3.000E-09	3.545E+00	2.849E+02	2.864E+02	1.055E-07	1.412E-07	1.000E-10	2.900E-09	7.000E-10	6.800E-09	3.546E+00	
20	14	7	1	0.000E+00	2.000E-08	3.500E-09	6.600E-09	3.522E+00	2.856E+02	2.871E+02	1.018E-07	1.387E-07	2.600E-09	5.000E-10	8.700E-09	2.100E-09	3.522E+00	
21	15	7	1	1.000E-03	3.000E-08	3.300E-09	5.000E-10	3.582E+00	2.863E+02	2.879E+02	9.960E-08	1.337E-07	1.300E-09	1.800E-09	1.400E-09	6.000E-10	3.582E+00	
22	16	8	1	1.000E-03	0.000E+00	3.900E-09	2.300E-09	3.572E+00	2.868E+02	2.883E+02	9.950E-08	1.337E-07	3.600E-09	3.200E-09	3.000E-09	6.000E-10	3.572E+00	
23	15	8	1	1.000E-03	3.000E-08	2.000E-09	7.000E-10	3.539E+00	2.858E+02	2.872E+02	1.039E-07	1.381E-07	4.500E-09	2.100E-09	2.800E-09	2.800E-09	3.538E+00	
24	14	8	1	0.000E+00	3.000E-08	3.600E-09	5.900E-09	3.534E+00	2.850E+02	2.864E+02	1.046E-07	1.423E-07	9.000E-10	7.000E-10	5.800E-09	3.300E-09	3.533E+00	
25	13	8	1	0.000E+00	0.000E+00	3.000E-09	7.000E-10	3.542E+00	2.846E+02	2.860E+02	1.066E-07	1.454E-07	2.200E-09	7.000E-10	3.300E-09	5.000E-10	3.543E+00	
26	12	8	1	0.000E+00	2.000E-08	7.000E-10	2.700E-09	3.587E+00	2.844E+02	2.858E+02	1.085E-07	1.450E-07	5.000E-09	2.700E-09	2.800E-09	5.300E-09	3.587E+00	
27	11	8	1	0.000E+00	0.000E+00	1.900E-09	2.400E-09	3.566E+00	2.842E+02	2.857E+02	1.063E-07	1.466E-07	3.600E-09	2.800E-09	8.000E-10	1.700E-09	3.565E+00	
