Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5183-323A-250509@203
Wafer number	20
Date	2025/05/09
Time	23:31:36

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	3.700E-09	3.800E-09	3.895E+00	2.851E+02	2.866E+02	1.110E-07	1.511E-07	1.500E-09	1.000E-09	3.100E-09	4.600E-09	3.895E+00	
2	10	5	1	0.000E+00	3.000E-08	2.500E-09	2.000E-09	3.679E+00	2.855E+02	2.871E+02	1.135E-07	1.524E-07	3.900E-09	2.400E-09	1.600E-09	0.000E+00	3.679E+00	
3	11	5	3	0.000E+00	99.99													
4	12	5	1	0.000E+00	0.000E+00	1.000E-10	5.800E-09	3.760E+00	2.873E+02	2.885E+02	1.093E-07	1.480E-07	5.600E-09	3.800E-09	5.400E-09	2.400E-09	3.761E+00	
5	13	5	1	1.000E-03	3.000E-08	2.400E-09	2.600E-09	3.716E+00	2.880E+02	2.894E+02	1.062E-07	1.422E-07	6.400E-09	3.600E-09	1.800E-09	7.000E-09	3.716E+00	
6	14	6	1	0.000E+00	3.000E-08	4.300E-09	1.000E-09	3.662E+00	2.879E+02	2.892E+02	1.091E-07	1.457E-07	3.700E-09	7.200E-09	7.000E-10	2.300E-09	3.662E+00	
7	13	6	1	0.000E+00	1.000E-08	2.100E-09	1.900E-09	3.634E+00	2.871E+02	2.884E+02	1.132E-07	1.527E-07	1.900E-09	1.200E-09	4.000E-10	7.000E-10	3.635E+00	
8	12	6	1	0.000E+00	2.000E-08	2.500E-09	5.300E-09	3.654E+00	2.862E+02	2.876E+02	1.179E-07	1.578E-07	5.400E-09	5.900E-09	1.000E-09	4.000E-09	3.654E+00	
9	11	6	1	0.000E+00	0.000E+00	3.200E-09	1.000E-10	3.607E+00	2.853E+02	2.867E+02	1.190E-07	1.621E-07	1.300E-09	2.800E-09	3.200E-09	3.200E-09	3.608E+00	
10	10	6	1	0.000E+00	0.000E+00	2.000E-09	7.000E-10	3.602E+00	2.854E+02	2.868E+02	1.202E-07	1.619E-07	2.700E-09	5.700E-09	1.100E-09	7.400E-09	3.602E+00	
11	9	6	1	1.000E-03	1.000E-08	4.100E-09	2.000E-09	3.610E+00	2.864E+02	2.875E+02	1.164E-07	1.568E-07	5.500E-09	2.300E-09	1.200E-09	2.400E-09	3.610E+00	
12	8	6	1	0.000E+00	0.000E+00	8.000E-10	2.000E-09	3.585E+00	2.859E+02	2.874E+02	1.128E-07	1.508E-07	3.200E-09	5.400E-09	3.000E-10	3.100E-09	3.585E+00	
13	7	7	1	0.000E+00	0.000E+00	1.300E-09	5.000E-09	3.644E+00	2.870E+02	2.882E+02	1.101E-07	1.465E-07	5.400E-09	5.100E-09	1.500E-09	3.300E-09	3.644E+00	
14	8	7	1	0.000E+00	0.000E+00	3.100E-09	8.100E-09	3.574E+00	2.862E+02	2.875E+02	1.158E-07	1.574E-07	4.200E-09	1.000E-10	5.200E-09	2.700E-09	3.573E+00	
15	9	7	1	0.000E+00	3.000E-08	1.000E-10	4.000E-10	3.693E+00	2.857E+02	2.871E+02	1.208E-07	1.655E-07	1.000E-09	0.000E+00	5.100E-09	1.900E-09	3.694E+00	
16	10	7	1	0.000E+00	3.000E-08	2.000E-09	1.400E-09	3.658E+00	2.853E+02	2.867E+02	1.238E-07	1.692E-07	3.000E-10	6.000E-10	2.000E-10	1.800E-09	3.658E+00	
17	11	7	1	0.000E+00	0.000E+00	1.100E-09	3.400E-09	3.660E+00	2.849E+02	2.863E+02	1.247E-07	1.683E-07	3.900E-09	8.900E-09	6.000E-10	4.700E-09	3.659E+00	
18	12	7	1	0.000E+00	0.000E+00	2.700E-09	4.200E-09	3.759E+00	2.854E+02	2.869E+02	1.217E-07	1.658E-07	1.000E-09	6.000E-10	5.500E-09	1.600E-09	3.759E+00	
19	13	7	1	1.000E-03	0.000E+00	9.000E-10	6.000E-10	3.673E+00	2.864E+02	2.877E+02	1.196E-07	1.620E-07	1.100E-09	4.000E-10	1.600E-09	1.000E-09	3.674E+00	
20	14	7	1	1.000E-03	1.000E-08	3.000E-10	1.100E-09	3.649E+00	2.871E+02	2.883E+02	1.159E-07	1.542E-07	3.000E-09	5.300E-09	8.000E-10	3.500E-09	3.648E+00	
21	15	7	1	0.000E+00	2.000E-08	6.000E-09	1.300E-09	3.752E+00	2.878E+02	2.891E+02	1.105E-07	1.480E-07	5.000E-09	2.200E-09	3.800E-09	5.000E-10	3.752E+00	
22	16	8	1	1.000E-03	2.000E-08	6.000E-10	1.200E-09	3.690E+00	2.882E+02	2.894E+02	1.054E-07	1.433E-07	6.100E-09	2.000E-09	5.100E-09	2.100E-09	3.690E+00	
23	15	8	1	0.000E+00	0.000E+00	3.700E-09	4.300E-09	3.687E+00	2.874E+02	2.884E+02	1.149E-07	1.537E-07	3.600E-09	2.800E-09	3.000E-10	0.000E+00	3.686E+00	
24	14	8	1	0.000E+00	0.000E+00	1.400E-09	4.200E-09	3.661E+00	2.866E+02	2.878E+02	1.181E-07	1.614E-07	7.300E-09	2.100E-09	4.100E-09	6.900E-09	3.661E+00	
25	13	8	1	0.000E+00	1.000E-08	0.000E+00	2.400E-09	3.644E+00	2.859E+02	2.873E+02	1.242E-07	1.682E-07	2.800E-09	3.600E-09	1.500E-09	1.500E-09	3.646E+00	
26	12	8	1	1.000E-03	0.000E+00	1.300E-09	4.700E-09	3.672E+00	2.853E+02	2.866E+02	1.252E-07	1.702E-07	6.700E-09	6.300E-09	2.900E-09	1.200E-09	3.672E+00	
27	11	8	1	0.000E+00	0.000E+00	1.700E-09	1.800E-09	3.630E+00	2.851E+02	2.865E+02	1.278E-07	1.725E-07	3.600E-09	4.600E-09	2.000E-10	4.800E-09	3.629E+00	
28	10	8	1	1.000E-03	1.000E-08	2.800E-09	6.400E-09	3.590E+00	2.854E+02	2.866E+02	1.265E-07	1.730E-07	8.200E-09	9.000E-10	4.900E-09	6.300E-09	3.590E+00	
