Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-5183-323A-250509@203
Wafer number	4
Date	2025/05/09
Time	21:17:10

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	1.000E-08	1.900E-09	2.500E-09	3.892E+00	2.871E+02	2.888E+02	1.075E-07	1.448E-07	2.000E-10	3.300E-09	1.000E-09	7.000E-10	3.891E+00	
2	10	5	1	0.000E+00	0.000E+00	3.000E-10	3.900E-09	3.620E+00	2.880E+02	2.891E+02	1.109E-07	1.502E-07	6.000E-09	1.500E-09	5.400E-09	5.000E-10	3.620E+00	
3	11	5	1	0.000E+00	2.000E-08	2.000E-10	5.600E-09	3.578E+00	2.875E+02	2.888E+02	1.141E-07	1.522E-07	4.800E-09	6.900E-09	4.500E-09	4.400E-09	3.577E+00	
4	12	5	1	1.000E-03	1.000E-08	7.000E-10	0.000E+00	3.686E+00	2.875E+02	2.885E+02	1.149E-07	1.509E-07	3.800E-09	2.800E-09	3.700E-09	3.000E-09	3.684E+00	
5	13	5	1	0.000E+00	1.000E-08	9.000E-10	0.000E+00	3.653E+00	2.870E+02	2.880E+02	1.128E-07	1.522E-07	4.900E-09	1.500E-09	1.500E-09	4.000E-09	3.654E+00	
6	14	6	1	1.000E-03	0.000E+00	2.800E-09	2.000E-09	3.560E+00	2.862E+02	2.873E+02	1.180E-07	1.607E-07	5.200E-09	2.700E-09	1.100E-09	1.500E-09	3.559E+00	
7	13	6	1	0.000E+00	0.000E+00	2.700E-09	2.500E-09	3.542E+00	2.860E+02	2.870E+02	1.227E-07	1.659E-07	2.000E-09	1.300E-09	4.400E-09	7.000E-10	3.542E+00	
8	12	6	1	0.000E+00	1.000E-08	4.500E-09	7.500E-09	3.579E+00	2.864E+02	2.873E+02	1.209E-07	1.645E-07	7.400E-09	6.000E-10	3.200E-09	9.600E-09	3.579E+00	
9	11	6	1	0.000E+00	2.000E-08	4.500E-09	3.000E-10	3.544E+00	2.866E+02	2.876E+02	1.231E-07	1.662E-07	1.800E-09	4.200E-09	2.300E-09	1.400E-09	3.544E+00	
10	10	6	1	0.000E+00	0.000E+00	2.100E-09	6.000E-10	3.555E+00	2.869E+02	2.878E+02	1.210E-07	1.633E-07	2.000E-09	1.900E-09	3.800E-09	4.000E-10	3.555E+00	
11	9	6	1	0.000E+00	0.000E+00	1.300E-09	3.600E-09	3.614E+00	2.875E+02	2.885E+02	1.176E-07	1.546E-07	2.000E-09	0.000E+00	7.000E-10	1.100E-09	3.613E+00	
12	8	6	1	0.000E+00	0.000E+00	9.000E-10	6.000E-10	3.622E+00	2.879E+02	2.891E+02	1.106E-07	1.456E-07	1.400E-09	3.600E-09	2.000E-10	6.900E-09	3.621E+00	
13	7	7	1	0.000E+00	0.000E+00	2.800E-09	8.600E-09	3.588E+00	2.871E+02	2.888E+02	1.098E-07	1.483E-07	4.700E-09	2.000E-09	2.100E-09	5.700E-09	3.587E+00	
14	8	7	1	0.000E+00	0.000E+00	2.400E-09	5.300E-09	3.550E+00	2.871E+02	2.882E+02	1.171E-07	1.582E-07	6.200E-09	2.000E-10	2.200E-09	8.400E-09	3.549E+00	
15	9	7	1	0.000E+00	2.000E-08	1.100E-09	4.000E-10	3.672E+00	2.863E+02	2.874E+02	1.231E-07	1.665E-07	3.000E-09	7.000E-10	4.000E-09	1.000E-10	3.671E+00	
16	10	7	1	0.000E+00	0.000E+00	1.700E-09	9.000E-10	3.587E+00	2.860E+02	2.870E+02	1.271E-07	1.723E-07	4.900E-09	7.000E-10	4.700E-09	3.600E-09	3.588E+00	
17	11	7	1	0.000E+00	1.000E-08	3.800E-09	4.000E-10	3.582E+00	2.855E+02	2.869E+02	1.282E-07	1.739E-07	3.500E-09	5.000E-09	2.100E-09	2.600E-09	3.582E+00	
18	12	7	1	0.000E+00	0.000E+00	0.000E+00	1.900E-09	3.702E+00	2.854E+02	2.866E+02	1.278E-07	1.717E-07	1.600E-09	1.200E-09	6.000E-10	5.100E-09	3.701E+00	
19	13	7	1	0.000E+00	0.000E+00	1.600E-09	4.400E-09	3.541E+00	2.853E+02	2.864E+02	1.287E-07	1.752E-07	6.800E-09	3.600E-09	2.100E-09	1.800E-09	3.542E+00	
20	14	7	1	0.000E+00	2.000E-08	0.000E+00	3.800E-09	3.507E+00	2.857E+02	2.867E+02	1.268E-07	1.707E-07	4.600E-09	5.300E-09	4.100E-09	6.900E-09	3.508E+00	
21	15	7	1	0.000E+00	0.000E+00	1.000E-09	5.300E-09	3.673E+00	2.859E+02	2.869E+02	1.188E-07	1.621E-07	1.700E-09	1.000E-10	4.300E-09	6.900E-09	3.674E+00	
22	16	8	1	0.000E+00	1.000E-08	7.000E-10	3.000E-10	3.573E+00	2.858E+02	2.871E+02	1.190E-07	1.599E-07	1.700E-09	5.800E-09	2.600E-09	1.300E-09	3.573E+00	
23	15	8	1	0.000E+00	0.000E+00	1.200E-09	3.000E-09	3.534E+00	2.854E+02	2.863E+02	1.270E-07	1.715E-07	3.600E-09	5.500E-09	1.800E-09	6.400E-09	3.533E+00	
24	14	8	1	0.000E+00	1.000E-08	1.600E-09	3.900E-09	3.514E+00	2.853E+02	2.863E+02	1.306E-07	1.769E-07	6.300E-09	4.700E-09	3.400E-09	3.200E-09	3.514E+00	
25	13	8	1	0.000E+00	0.000E+00	4.500E-09	4.400E-09	3.533E+00	2.852E+02	2.862E+02	1.325E-07	1.804E-07	3.000E-10	1.000E-10	5.700E-09	3.300E-09	3.534E+00	
26	12	8	1	0.000E+00	0.000E+00	7.000E-10	1.300E-09	3.574E+00	2.853E+02	2.864E+02	1.337E-07	1.793E-07	4.100E-09	1.000E-09	7.000E-10	1.000E-09	3.573E+00	
27	11	8	1	0.000E+00	2.000E-08	1.900E-09	3.100E-09	3.557E+00	2.852E+02	2.865E+02	1.313E-07	1.799E-07	3.100E-09	3.300E-09	3.000E-10	2.400E-09	3.557E+00	
