Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	10
Date	2025/05/01
Time	05:22:05

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	1.200E-09	4.000E-10	2.835E+00	2.903E+02	2.920E+02	1.542E-07	2.025E-07	4.800E-09	4.400E-09	1.400E-09	1.500E-09	2.834E+00	
2	10	5	1	0.000E+00	0.000E+00	7.000E-10	8.000E-10	2.777E+00	2.889E+02	2.906E+02	1.617E-07	2.110E-07	1.500E-09	2.100E-09	8.000E-10	5.000E-10	2.777E+00	
3	11	5	1	0.000E+00	0.000E+00	7.000E-10	1.100E-09	2.790E+00	2.883E+02	2.900E+02	1.610E-07	2.114E-07	1.400E-09	4.800E-09	9.000E-10	3.000E-09	2.790E+00	
4	12	5	1	0.000E+00	0.000E+00	9.000E-10	1.300E-09	2.831E+00	2.889E+02	2.906E+02	1.567E-07	2.078E-07	2.800E-09	2.300E-09	3.600E-09	1.600E-09	2.831E+00	
5	13	5	1	0.000E+00	1.000E-08	8.000E-10	2.900E-09	2.796E+00	2.886E+02	2.902E+02	1.619E-07	2.134E-07	5.800E-09	1.000E-10	1.900E-09	2.000E-10	2.796E+00	
6	14	6	1	0.000E+00	0.000E+00	4.000E-10	4.000E-10	2.686E+00	2.855E+02	2.871E+02	1.766E-07	2.361E-07	1.100E-09	7.000E-10	2.500E-09	1.200E-09	2.685E+00	
7	13	6	1	1.000E-03	0.000E+00	0.000E+00	2.000E-10	2.744E+00	2.849E+02	2.867E+02	1.742E-07	2.333E-07	4.100E-09	3.200E-09	3.000E-10	1.800E-09	2.744E+00	
8	12	6	1	1.000E-03	0.000E+00	1.000E-09	3.500E-09	2.784E+00	2.856E+02	2.876E+02	1.684E-07	2.250E-07	1.100E-09	2.600E-09	1.700E-09	3.100E-09	2.784E+00	
9	11	6	1	0.000E+00	0.000E+00	7.000E-10	6.000E-10	2.752E+00	2.857E+02	2.873E+02	1.697E-07	2.274E-07	2.000E-09	1.400E-09	1.800E-09	1.000E-10	2.752E+00	
10	10	6	1	0.000E+00	0.000E+00	2.100E-09	3.300E-09	2.748E+00	2.854E+02	2.872E+02	1.724E-07	2.311E-07	4.600E-09	7.000E-10	1.000E-10	1.100E-09	2.748E+00	
11	9	6	1	0.000E+00	0.000E+00	2.000E-10	4.000E-10	2.725E+00	2.861E+02	2.880E+02	1.730E-07	2.286E-07	1.000E-09	3.100E-09	1.200E-09	5.000E-10	2.725E+00	
12	8	6	1	1.000E-03	0.000E+00	2.100E-09	1.600E-09	2.710E+00	2.875E+02	2.895E+02	1.726E-07	2.276E-07	2.100E-09	2.400E-09	7.000E-10	2.200E-09	2.710E+00	
13	7	7	1	1.000E-03	0.000E+00	2.000E-09	3.800E-09	2.693E+00	2.864E+02	2.883E+02	1.777E-07	2.354E-07	4.000E-09	3.200E-09	7.000E-10	3.800E-09	2.693E+00	
14	8	7	1	0.000E+00	0.000E+00	0.000E+00	3.200E-09	2.701E+00	2.845E+02	2.864E+02	1.811E-07	2.420E-07	3.900E-09	2.600E-09	1.600E-09	5.100E-09	2.702E+00	
15	9	7	4	0.000E+00	1.765E-05	999.9												
16	10	7	1	1.000E-03	0.000E+00	3.000E-10	2.500E-09	2.820E+00	2.850E+02	2.868E+02	1.690E-07	2.277E-07	3.700E-09	7.000E-10	1.000E-10	3.900E-09	2.821E+00	
17	11	7	1	0.000E+00	0.000E+00	2.200E-09	9.000E-10	2.833E+00	2.853E+02	2.871E+02	1.663E-07	2.230E-07	1.000E-09	1.200E-09	3.100E-09	7.000E-10	2.832E+00	
18	12	7	1	0.000E+00	0.000E+00	1.200E-09	1.800E-09	2.887E+00	2.858E+02	2.877E+02	1.623E-07	2.175E-07	4.300E-09	4.100E-09	8.000E-10	2.400E-09	2.887E+00	
19	13	7	1	1.000E-03	0.000E+00	2.700E-09	3.000E-10	2.788E+00	2.840E+02	2.860E+02	1.742E-07	2.341E-07	3.600E-09	2.500E-09	1.000E-09	4.000E-10	2.789E+00	
20	14	7	1	0.000E+00	0.000E+00	1.100E-09	2.500E-09	2.674E+00	2.825E+02	2.845E+02	1.858E-07	2.491E-07	3.500E-09	5.000E-10	1.600E-09	3.700E-09	2.674E+00	
21	15	7	1	0.000E+00	0.000E+00	7.000E-10	0.000E+00	2.686E+00	2.828E+02	2.850E+02	1.861E-07	2.503E-07	6.100E-09	0.000E+00	3.500E-09	3.500E-09	2.685E+00	
22	16	8	1	0.000E+00	0.000E+00	1.400E-09	7.000E-10	2.628E+00	2.811E+02	2.832E+02	1.968E-07	2.659E-07	6.300E-09	4.300E-09	1.100E-09	5.000E-10	2.629E+00	
23	15	8	1	1.000E-03	0.000E+00	5.000E-09	9.000E-10	2.652E+00	2.805E+02	2.826E+02	1.941E-07	2.647E-07	3.300E-09	3.100E-09	3.300E-09	7.000E-10	2.651E+00	
24	14	8	1	0.000E+00	1.000E-08	1.900E-09	2.000E-10	2.733E+00	2.817E+02	2.837E+02	1.841E-07	2.495E-07	2.200E-09	1.000E-09	3.600E-09	2.000E-09	2.733E+00	
25	13	8	1	0.000E+00	0.000E+00	3.400E-09	1.800E-09	2.819E+00	2.833E+02	2.851E+02	1.733E-07	2.336E-07	2.000E-09	2.600E-09	4.900E-09	9.000E-10	2.819E+00	
26	12	8	1	1.000E-03	1.000E-08	3.300E-09	5.000E-10	2.878E+00	2.846E+02	2.865E+02	1.655E-07	2.221E-07	1.000E-09	1.200E-09	3.000E-10	4.000E-10	2.877E+00	
27	11	8	1	0.000E+00	0.000E+00	1.000E-10	1.200E-09	2.857E+00	2.849E+02	2.867E+02	1.651E-07	2.214E-07	2.400E-09	1.200E-09	1.600E-09	1.400E-09	2.857E+00	
28	10	8	1	0.000E+00	0.000E+00	4.200E-09	1.300E-09	2.820E+00	2.844E+02	2.863E+02	1.691E-07	2.274E-07	1.000E-09	1.900E-09	1.300E-09	4.000E-10	2.821E+00	
