Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	4
Date	2025/05/01
Time	04:49:26

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	1.000E-08	3.100E-09	4.600E-09	2.757E+00	2.843E+02	2.868E+02	1.823E-07	2.445E-07	8.000E-10	1.000E-09	3.500E-09	1.300E-09	2.756E+00	
2	10	5	1	1.000E-03	0.000E+00	1.000E-10	5.700E-09	2.704E+00	2.832E+02	2.850E+02	1.903E-07	2.565E-07	3.000E-10	1.400E-09	2.400E-09	2.700E-09	2.704E+00	
3	11	5	1	0.000E+00	0.000E+00	6.000E-10	2.900E-09	2.658E+00	2.832E+02	2.850E+02	1.883E-07	2.542E-07	2.800E-09	3.000E-10	1.000E-09	1.400E-09	2.658E+00	
4	12	5	1	0.000E+00	1.000E-08	1.800E-09	9.000E-10	2.694E+00	2.843E+02	2.866E+02	1.830E-07	2.449E-07	1.500E-09	6.000E-10	1.000E-10	9.000E-10	2.694E+00	
5	13	5	1	1.000E-03	0.000E+00	1.600E-09	6.000E-10	2.672E+00	2.845E+02	2.864E+02	1.879E-07	2.512E-07	1.400E-09	2.000E-10	3.000E-10	8.000E-10	2.672E+00	
6	14	6	1	0.000E+00	1.000E-08	3.000E-10	1.500E-09	2.608E+00	2.814E+02	2.833E+02	2.060E-07	2.770E-07	2.500E-09	5.400E-09	3.700E-09	2.400E-09	2.608E+00	
7	13	6	1	1.000E-03	0.000E+00	1.300E-09	4.400E-09	2.607E+00	2.802E+02	2.823E+02	2.071E-07	2.806E-07	1.100E-09	4.800E-09	2.000E-10	1.600E-09	2.606E+00	
8	12	6	1	0.000E+00	0.000E+00	1.400E-09	6.500E-09	2.631E+00	2.808E+02	2.830E+02	1.980E-07	2.680E-07	2.800E-09	3.700E-09	9.000E-10	2.500E-09	2.631E+00	
9	11	6	1	0.000E+00	0.000E+00	1.100E-09	5.500E-09	2.682E+00	2.806E+02	2.827E+02	1.996E-07	2.710E-07	3.600E-09	5.000E-10	2.000E-09	5.500E-09	2.683E+00	
10	10	6	1	0.000E+00	0.000E+00	1.300E-09	4.000E-09	2.698E+00	2.810E+02	2.829E+02	2.005E-07	2.712E-07	3.600E-09	7.000E-10	2.800E-09	4.000E-09	2.698E+00	
11	9	6	1	0.000E+00	0.000E+00	4.000E-10	1.000E-09	2.700E+00	2.830E+02	2.852E+02	1.935E-07	2.584E-07	3.300E-09	0.000E+00	2.400E-09	2.700E-09	2.700E+00	
12	8	6	1	1.000E-03	0.000E+00	2.700E-09	2.100E-09	2.678E+00	2.845E+02	2.867E+02	1.902E-07	2.543E-07	1.000E-10	7.000E-10	3.800E-09	8.000E-10	2.677E+00	
13	7	7	1	0.000E+00	0.000E+00	9.000E-10	1.200E-09	2.732E+00	2.864E+02	2.888E+02	1.817E-07	2.404E-07	4.900E-09	1.100E-09	3.200E-09	1.300E-09	2.732E+00	
14	8	7	1	0.000E+00	0.000E+00	1.500E-09	1.400E-09	2.712E+00	2.826E+02	2.847E+02	1.963E-07	2.647E-07	7.000E-10	1.500E-09	0.000E+00	4.000E-10	2.712E+00	
15	9	7	1	0.000E+00	1.000E-08	1.100E-09	2.800E-09	2.775E+00	2.822E+02	2.844E+02	1.930E-07	2.614E-07	2.300E-09	3.400E-09	4.000E-10	2.200E-09	2.775E+00	
16	10	7	1	0.000E+00	0.000E+00	9.000E-10	1.500E-09	2.763E+00	2.816E+02	2.835E+02	1.940E-07	2.633E-07	3.500E-09	3.600E-09	3.000E-10	1.700E-09	2.764E+00	
17	11	7	1	0.000E+00	0.000E+00	2.000E-10	3.300E-09	2.765E+00	2.808E+02	2.828E+02	1.946E-07	2.659E-07	3.000E-09	2.100E-09	4.000E-10	1.800E-09	2.764E+00	
18	12	7	1	0.000E+00	0.000E+00	1.700E-09	1.000E-09	2.753E+00	2.807E+02	2.833E+02	1.901E-07	2.589E-07	8.000E-10	2.100E-09	6.000E-10	6.000E-10	2.753E+00	
19	13	7	1	0.000E+00	0.000E+00	2.100E-09	4.000E-10	2.651E+00	2.799E+02	2.819E+02	2.021E-07	2.762E-07	1.100E-09	1.100E-09	1.400E-09	3.000E-10	2.651E+00	
20	14	7	1	1.000E-03	0.000E+00	5.000E-10	1.000E-09	2.595E+00	2.791E+02	2.813E+02	2.127E-07	2.886E-07	2.800E-09	7.000E-10	2.000E-09	3.100E-09	2.595E+00	
21	15	7	1	0.000E+00	0.000E+00	7.000E-10	3.000E-09	2.651E+00	2.801E+02	2.830E+02	2.065E-07	2.797E-07	1.500E-09	4.000E-10	1.000E-09	4.900E-09	2.651E+00	
22	16	8	1	0.000E+00	1.000E-08	1.500E-09	7.000E-10	2.597E+00	2.794E+02	2.818E+02	2.165E-07	2.938E-07	7.000E-10	1.500E-09	4.000E-09	4.000E-10	2.597E+00	
23	15	8	1	1.000E-03	0.000E+00	7.000E-10	4.700E-09	2.598E+00	2.781E+02	2.808E+02	2.157E-07	2.961E-07	1.300E-09	1.400E-09	1.900E-09	3.700E-09	2.597E+00	
24	14	8	1	1.000E-03	0.000E+00	2.200E-09	1.600E-09	2.630E+00	2.784E+02	2.804E+02	2.112E-07	2.910E-07	1.000E-09	1.200E-09	5.000E-10	2.000E-10	2.632E+00	
25	13	8	1	0.000E+00	0.000E+00	1.000E-09	2.100E-09	2.683E+00	2.791E+02	2.811E+02	2.024E-07	2.779E-07	2.500E-09	2.200E-09	3.000E-10	1.200E-09	2.684E+00	
26	12	8	1	0.000E+00	0.000E+00	2.600E-09	2.900E-09	2.755E+00	2.801E+02	2.822E+02	1.951E-07	2.665E-07	3.100E-09	2.300E-09	4.500E-09	2.500E-09	2.754E+00	
27	11	8	1	0.000E+00	0.000E+00	2.800E-09	3.000E-09	2.758E+00	2.800E+02	2.821E+02	1.955E-07	2.678E-07	3.000E-09	1.000E-09	3.100E-09	3.000E-09	2.759E+00	
