Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	16
Date	2025/05/01
Time	05:54:38

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	1.700E-09	4.500E-09	2.642E+00	2.849E+02	2.868E+02	1.906E-07	2.563E-07	1.800E-09	1.800E-09	1.000E-10	6.800E-09	2.642E+00	
2	10	5	1	0.000E+00	0.000E+00	1.100E-09	3.300E-09	2.605E+00	2.844E+02	2.862E+02	1.930E-07	2.600E-07	1.300E-09	1.000E-10	2.800E-09	2.600E-09	2.605E+00	
3	11	5	1	0.000E+00	0.000E+00	2.600E-09	8.000E-10	2.580E+00	2.850E+02	2.867E+02	1.891E-07	2.531E-07	2.800E-09	3.400E-09	1.700E-09	6.000E-10	2.580E+00	
4	12	5	1	0.000E+00	0.000E+00	1.100E-09	1.000E-10	2.624E+00	2.853E+02	2.874E+02	1.871E-07	2.491E-07	1.400E-09	1.500E-09	0.000E+00	1.100E-09	2.624E+00	
5	13	5	1	1.000E-03	0.000E+00	1.000E-10	1.000E-09	2.622E+00	2.858E+02	2.877E+02	1.885E-07	2.500E-07	1.500E-09	3.300E-09	4.000E-10	3.000E-09	2.622E+00	
6	14	6	1	0.000E+00	0.000E+00	7.000E-10	2.200E-09	2.540E+00	2.832E+02	2.852E+02	2.004E-07	2.701E-07	4.700E-09	1.000E-10	1.100E-09	4.400E-09	2.541E+00	
7	13	6	1	1.000E-03	1.000E-08	1.900E-09	4.000E-10	2.565E+00	2.824E+02	2.843E+02	2.028E-07	2.720E-07	2.500E-09	2.700E-09	1.000E-10	3.200E-09	2.564E+00	
8	12	6	1	1.000E-03	0.000E+00	1.300E-09	6.000E-10	2.595E+00	2.826E+02	2.846E+02	1.973E-07	2.676E-07	9.000E-10	1.200E-09	2.800E-09	7.000E-10	2.596E+00	
9	11	6	1	0.000E+00	0.000E+00	1.700E-09	3.000E-10	2.593E+00	2.821E+02	2.840E+02	2.009E-07	2.711E-07	1.600E-09	2.000E-09	5.000E-10	4.000E-10	2.593E+00	
10	10	6	1	0.000E+00	0.000E+00	1.700E-09	1.600E-09	2.589E+00	2.810E+02	2.829E+02	2.076E-07	2.820E-07	9.000E-10	7.300E-09	7.000E-10	2.100E-09	2.589E+00	
11	9	6	1	1.000E-03	0.000E+00	6.000E-10	6.000E-10	2.585E+00	2.818E+02	2.839E+02	2.061E-07	2.805E-07	3.500E-09	2.000E-09	0.000E+00	2.000E-10	2.585E+00	
12	8	6	1	0.000E+00	0.000E+00	1.700E-09	3.000E-09	2.577E+00	2.836E+02	2.856E+02	2.034E-07	2.738E-07	1.900E-09	8.000E-10	1.300E-09	1.400E-09	2.577E+00	
13	7	7	1	0.000E+00	0.000E+00	6.000E-10	2.700E-09	2.588E+00	2.841E+02	2.860E+02	2.041E-07	2.740E-07	2.600E-09	3.600E-09	2.300E-09	2.600E-09	2.588E+00	
14	8	7	1	1.000E-03	1.000E-08	1.000E-10	1.200E-09	2.549E+00	2.818E+02	2.840E+02	2.120E-07	2.849E-07	1.800E-09	1.100E-09	6.000E-10	8.000E-10	2.549E+00	
15	9	7	1	0.000E+00	0.000E+00	2.100E-09	1.000E-09	2.642E+00	2.817E+02	2.837E+02	2.047E-07	2.788E-07	3.200E-09	1.700E-09	3.000E-10	2.000E-09	2.640E+00	
16	10	7	1	0.000E+00	0.000E+00	3.200E-09	1.700E-09	2.669E+00	2.818E+02	2.836E+02	1.983E-07	2.706E-07	3.100E-09	2.000E-09	2.500E-09	2.100E-09	2.669E+00	
17	11	7	1	0.000E+00	0.000E+00	4.400E-09	3.000E-10	2.700E+00	2.826E+02	2.844E+02	1.927E-07	2.616E-07	5.000E-10	7.000E-10	3.200E-09	7.000E-10	2.700E+00	
18	12	7	1	0.000E+00	0.000E+00	1.000E-09	2.300E-09	2.725E+00	2.835E+02	2.856E+02	1.844E-07	2.495E-07	3.800E-09	4.300E-09	1.100E-09	1.800E-09	2.725E+00	
19	13	7	1	1.000E-03	0.000E+00	1.500E-09	5.700E-09	2.620E+00	2.822E+02	2.841E+02	1.991E-07	2.680E-07	3.400E-09	1.500E-09	2.600E-09	5.000E-09	2.620E+00	
20	14	7	1	0.000E+00	1.000E-08	1.100E-09	1.800E-09	2.553E+00	2.813E+02	2.833E+02	2.074E-07	2.809E-07	4.100E-09	1.100E-09	1.400E-09	6.000E-10	2.553E+00	
21	15	7	1	0.000E+00	0.000E+00	6.000E-10	1.000E-09	2.572E+00	2.820E+02	2.843E+02	2.050E-07	2.774E-07	2.900E-09	7.000E-10	7.000E-10	3.700E-09	2.572E+00	
22	16	8	1	0.000E+00	1.000E-08	1.900E-09	8.000E-10	2.544E+00	2.817E+02	2.837E+02	2.103E-07	2.844E-07	1.700E-09	1.000E-09	2.000E-10	1.800E-09	2.544E+00	
23	15	8	1	1.000E-03	0.000E+00	2.700E-09	0.000E+00	2.563E+00	2.810E+02	2.833E+02	2.063E-07	2.802E-07	2.000E-09	1.600E-09	1.800E-09	6.000E-10	2.562E+00	
24	14	8	1	0.000E+00	1.000E-08	2.700E-09	1.000E-09	2.623E+00	2.817E+02	2.838E+02	1.982E-07	2.683E-07	1.500E-09	2.000E-09	6.000E-10	0.000E+00	2.623E+00	
25	13	8	1	0.000E+00	0.000E+00	1.100E-09	4.000E-10	2.717E+00	2.833E+02	2.852E+02	1.865E-07	2.507E-07	1.700E-09	3.300E-09	2.000E-10	8.000E-10	2.717E+00	
26	12	8	1	1.000E-03	0.000E+00	1.100E-09	1.500E-09	2.809E+00	2.844E+02	2.862E+02	1.773E-07	2.398E-07	5.200E-09	1.000E-09	2.700E-09	1.000E-10	2.810E+00	
27	11	8	1	0.000E+00	0.000E+00	1.800E-09	4.600E-09	2.795E+00	2.840E+02	2.858E+02	1.798E-07	2.430E-07	1.200E-09	6.000E-10	2.400E-09	5.200E-09	2.795E+00	
