Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	7
Date	2025/05/01
Time	05:06:19

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	1.000E-08	8.000E-10	6.000E-09	2.720E+00	2.867E+02	2.885E+02	1.751E-07	2.346E-07	5.000E-09	2.800E-09	3.300E-09	2.600E-09	2.721E+00	
2	10	5	1	0.000E+00	0.000E+00	5.000E-10	2.000E-10	2.688E+00	2.871E+02	2.886E+02	1.750E-07	2.353E-07	5.000E-09	3.000E-10	2.600E-09	5.000E-10	2.688E+00	
3	11	5	1	0.000E+00	0.000E+00	1.200E-09	3.400E-09	2.671E+00	2.869E+02	2.884E+02	1.726E-07	2.332E-07	2.100E-09	4.000E-10	1.600E-09	5.300E-09	2.671E+00	
4	12	5	1	0.000E+00	2.000E-08	1.100E-09	4.400E-09	2.659E+00	2.873E+02	2.890E+02	1.736E-07	2.322E-07	1.300E-09	5.000E-10	2.400E-09	1.700E-09	2.659E+00	
5	13	5	1	0.000E+00	0.000E+00	6.000E-10	2.800E-09	2.622E+00	2.878E+02	2.894E+02	1.779E-07	2.376E-07	3.200E-09	2.200E-09	8.000E-10	5.000E-10	2.622E+00	
6	14	6	1	0.000E+00	1.000E-08	6.000E-10	1.000E-10	2.566E+00	2.853E+02	2.871E+02	1.915E-07	2.559E-07	3.200E-09	5.500E-09	8.000E-10	2.300E-09	2.566E+00	
7	13	6	1	0.000E+00	0.000E+00	1.100E-09	1.100E-09	2.600E+00	2.850E+02	2.866E+02	1.873E-07	2.502E-07	2.800E-09	1.000E-09	3.000E-09	3.200E-09	2.600E+00	
8	12	6	1	0.000E+00	0.000E+00	1.200E-09	1.400E-09	2.661E+00	2.854E+02	2.874E+02	1.784E-07	2.390E-07	1.100E-09	3.200E-09	1.500E-09	2.000E-09	2.661E+00	
9	11	6	1	0.000E+00	0.000E+00	1.600E-09	2.500E-09	2.689E+00	2.854E+02	2.870E+02	1.762E-07	2.388E-07	4.800E-09	3.000E-10	1.800E-09	2.300E-09	2.689E+00	
10	10	6	1	0.000E+00	0.000E+00	0.000E+00	2.600E-09	2.716E+00	2.860E+02	2.877E+02	1.751E-07	2.379E-07	1.200E-09	1.300E-09	1.000E-10	7.900E-09	2.716E+00	
11	9	6	1	0.000E+00	0.000E+00	5.000E-10	4.900E-09	2.705E+00	2.870E+02	2.886E+02	1.755E-07	2.358E-07	3.000E-10	9.000E-10	2.100E-09	3.900E-09	2.705E+00	
12	8	6	1	0.000E+00	0.000E+00	2.700E-09	0.000E+00	2.667E+00	2.875E+02	2.893E+02	1.780E-07	2.388E-07	2.100E-09	4.000E-10	1.800E-09	5.000E-10	2.666E+00	
13	7	7	4	0.000E+00	7.284E-05	999.9												
14	8	7	1	0.000E+00	0.000E+00	6.000E-10	4.800E-09	2.693E+00	2.864E+02	2.881E+02	1.802E-07	2.414E-07	3.000E-10	4.800E-09	8.000E-10	4.200E-09	2.693E+00	
15	9	7	1	0.000E+00	1.000E-08	2.000E-10	6.600E-09	2.800E+00	2.869E+02	2.888E+02	1.692E-07	2.267E-07	3.600E-09	5.400E-09	5.000E-10	2.100E-09	2.799E+00	
16	10	7	1	0.000E+00	1.000E-08	1.800E-09	4.800E-09	2.812E+00	2.869E+02	2.885E+02	1.663E-07	2.241E-07	1.000E-10	1.100E-09	1.600E-09	4.400E-09	2.812E+00	
17	11	7	1	0.000E+00	0.000E+00	8.000E-10	3.000E-09	2.815E+00	2.866E+02	2.881E+02	1.668E-07	2.233E-07	1.800E-09	3.400E-09	2.300E-09	4.600E-09	2.815E+00	
18	12	7	1	1.000E-03	2.000E-08	6.000E-10	2.400E-09	2.814E+00	2.865E+02	2.885E+02	1.647E-07	2.206E-07	3.100E-09	5.500E-09	1.000E-10	1.900E-09	2.814E+00	
19	13	7	1	0.000E+00	0.000E+00	2.100E-09	1.400E-09	2.692E+00	2.854E+02	2.869E+02	1.776E-07	2.401E-07	1.500E-09	1.800E-09	3.000E-09	3.500E-09	2.692E+00	
20	14	7	1	0.000E+00	0.000E+00	1.200E-09	3.200E-09	2.596E+00	2.839E+02	2.856E+02	1.932E-07	2.607E-07	2.100E-09	1.000E-09	5.000E-09	3.600E-09	2.596E+00	
21	15	7	1	1.000E-03	0.000E+00	1.100E-09	1.700E-09	2.602E+00	2.844E+02	2.866E+02	1.944E-07	2.613E-07	1.000E-09	9.000E-10	1.200E-09	3.400E-09	2.602E+00	
22	16	8	4	0.000E+00	6.602E-05	999.9												
23	15	8	1	0.000E+00	0.000E+00	0.000E+00	3.000E-10	2.625E+00	2.832E+02	2.852E+02	1.973E-07	2.664E-07	8.000E-10	2.300E-09	1.200E-09	1.000E-10	2.625E+00	
24	14	8	1	0.000E+00	0.000E+00	8.000E-10	2.400E-09	2.689E+00	2.843E+02	2.859E+02	1.853E-07	2.494E-07	6.000E-10	2.900E-09	2.200E-09	2.100E-09	2.688E+00	
25	13	8	1	0.000E+00	1.000E-08	7.000E-10	1.200E-09	2.777E+00	2.860E+02	2.875E+02	1.700E-07	2.275E-07	2.800E-09	5.100E-09	1.000E-10	0.000E+00	2.779E+00	
26	12	8	1	0.000E+00	0.000E+00	7.000E-10	2.300E-09	2.883E+00	2.871E+02	2.885E+02	1.596E-07	2.139E-07	1.500E-09	5.100E-09	2.000E-09	1.900E-09	2.882E+00	
27	11	8	1	0.000E+00	0.000E+00	2.700E-09	1.200E-09	2.904E+00	2.875E+02	2.889E+02	1.580E-07	2.109E-07	1.000E-10	5.200E-09	5.000E-10	3.200E-09	2.904E+00	
28	10	8	1	0.000E+00	0.000E+00	0.000E+00	2.800E-09	2.856E+00	2.870E+02	2.885E+02	1.631E-07	2.188E-07	6.000E-10	5.500E-09	1.000E-10	5.000E-10	2.856E+00	
29	9	8	1	0.000E+00	0.000E+00	7.000E-10	1.300E-09	2.834E+00	2.867E+02	2.884E+02	1.675E-07	2.238E-07	1.000E-09	4.100E-09	3.000E-10	3.200E-09	2.834E+00	
