Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	6
Date	2025/05/01
Time	05:01:04

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	1.400E-09	2.500E-09	2.824E+00	2.882E+02	2.903E+02	1.601E-07	2.119E-07	3.100E-09	3.000E-09	3.000E-10	2.600E-09	2.824E+00	
2	10	5	4	1.000E-03	2.180E-05	999.9												
3	11	5	1	1.000E-03	1.000E-08	1.800E-09	2.600E-09	2.717E+00	2.874E+02	2.891E+02	1.662E-07	2.197E-07	2.700E-09	4.000E-09	4.000E-10	2.300E-09	2.717E+00	
4	12	5	1	0.000E+00	0.000E+00	3.000E-10	1.100E-09	2.753E+00	2.882E+02	2.901E+02	1.626E-07	2.134E-07	2.800E-09	3.800E-09	5.000E-10	2.000E-10	2.754E+00	
5	13	5	1	1.000E-03	0.000E+00	4.000E-10	2.100E-09	2.744E+00	2.882E+02	2.899E+02	1.676E-07	2.204E-07	7.000E-10	6.100E-09	0.000E+00	2.600E-09	2.744E+00	
6	14	6	1	0.000E+00	0.000E+00	1.300E-09	9.000E-10	2.690E+00	2.852E+02	2.871E+02	1.816E-07	2.423E-07	5.800E-09	2.300E-09	2.600E-09	6.000E-10	2.690E+00	
7	13	6	1	1.000E-03	0.000E+00	6.000E-10	2.300E-09	2.708E+00	2.845E+02	2.862E+02	1.808E-07	2.422E-07	2.800E-09	1.000E-10	2.600E-09	2.600E-09	2.708E+00	
8	12	6	1	0.000E+00	0.000E+00	7.000E-10	1.100E-09	2.743E+00	2.852E+02	2.871E+02	1.732E-07	2.326E-07	7.000E-10	7.000E-10	3.100E-09	6.000E-10	2.744E+00	
9	11	6	1	1.000E-03	1.000E-08	2.500E-09	6.000E-10	2.745E+00	2.851E+02	2.868E+02	1.736E-07	2.333E-07	1.000E-09	1.000E-10	1.800E-09	1.000E-10	2.746E+00	
10	10	6	1	0.000E+00	0.000E+00	3.800E-09	7.000E-10	2.727E+00	2.845E+02	2.862E+02	1.776E-07	2.391E-07	7.000E-10	7.000E-10	3.700E-09	1.700E-09	2.727E+00	
11	9	6	1	1.000E-03	0.000E+00	7.000E-10	1.200E-09	2.705E+00	2.844E+02	2.865E+02	1.794E-07	2.407E-07	3.100E-09	0.000E+00	1.100E-09	1.000E-10	2.706E+00	
12	8	6	1	0.000E+00	0.000E+00	1.000E-10	1.300E-09	2.666E+00	2.856E+02	2.875E+02	1.802E-07	2.401E-07	1.900E-09	3.200E-09	0.000E+00	9.000E-10	2.667E+00	
13	7	7	1	0.000E+00	2.000E-08	1.200E-09	2.500E-09	2.697E+00	2.863E+02	2.879E+02	1.774E-07	2.365E-07	3.800E-09	3.900E-09	8.000E-10	1.400E-09	2.698E+00	
14	8	7	1	0.000E+00	0.000E+00	5.000E-10	2.300E-09	2.713E+00	2.849E+02	2.867E+02	1.811E-07	2.415E-07	3.700E-09	5.000E-09	1.000E-10	1.200E-09	2.714E+00	
15	9	7	1	0.000E+00	0.000E+00	7.000E-10	2.000E-10	2.773E+00	2.846E+02	2.864E+02	1.770E-07	2.361E-07	2.100E-09	1.000E-09	1.000E-10	6.000E-10	2.775E+00	
16	10	7	1	0.000E+00	1.000E-08	2.000E-09	7.000E-10	2.813E+00	2.848E+02	2.865E+02	1.714E-07	2.296E-07	1.700E-09	3.900E-09	1.200E-09	5.000E-10	2.814E+00	
17	11	7	1	1.000E-03	0.000E+00	3.000E-10	2.100E-09	2.838E+00	2.853E+02	2.870E+02	1.694E-07	2.250E-07	2.100E-09	3.100E-09	1.100E-09	4.400E-09	2.839E+00	
18	12	7	1	0.000E+00	0.000E+00	3.000E-10	1.600E-09	2.898E+00	2.859E+02	2.878E+02	1.652E-07	2.196E-07	3.000E-10	2.400E-09	3.000E-10	1.000E-09	2.899E+00	
19	13	7	1	0.000E+00	0.000E+00	7.000E-10	3.200E-09	2.796E+00	2.846E+02	2.864E+02	1.754E-07	2.344E-07	3.300E-09	5.100E-09	1.800E-09	6.500E-09	2.796E+00	
20	14	7	1	0.000E+00	0.000E+00	2.100E-09	6.800E-09	2.698E+00	2.832E+02	2.850E+02	1.900E-07	2.543E-07	5.600E-09	2.200E-09	3.500E-09	5.000E-09	2.698E+00	
21	15	7	1	0.000E+00	1.000E-08	1.100E-09	5.000E-10	2.735E+00	2.843E+02	2.866E+02	1.820E-07	2.437E-07	3.800E-09	2.900E-09	5.000E-10	3.100E-09	2.735E+00	
22	16	8	1	0.000E+00	0.000E+00	1.000E-09	7.000E-10	2.679E+00	2.833E+02	2.854E+02	1.907E-07	2.560E-07	3.500E-09	1.400E-09	2.000E-09	4.000E-10	2.679E+00	
23	15	8	1	0.000E+00	0.000E+00	1.000E-09	4.800E-09	2.712E+00	2.823E+02	2.844E+02	1.910E-07	2.579E-07	3.000E-10	2.100E-09	8.000E-10	5.300E-09	2.712E+00	
24	14	8	1	0.000E+00	0.000E+00	1.600E-09	6.000E-10	2.768E+00	2.833E+02	2.850E+02	1.823E-07	2.463E-07	5.400E-09	1.100E-09	2.300E-09	1.800E-09	2.769E+00	
25	13	8	1	1.000E-03	0.000E+00	2.400E-09	3.900E-09	2.866E+00	2.851E+02	2.866E+02	1.686E-07	2.270E-07	3.000E-10	1.300E-09	2.400E-09	1.100E-09	2.865E+00	
26	12	8	1	1.000E-03	0.000E+00	1.600E-09	2.900E-09	2.938E+00	2.860E+02	2.875E+02	1.618E-07	2.170E-07	1.400E-09	6.000E-10	2.700E-09	3.900E-09	2.937E+00	
27	11	8	1	0.000E+00	0.000E+00	1.100E-09	9.000E-10	2.923E+00	2.858E+02	2.875E+02	1.623E-07	2.181E-07	1.500E-09	1.700E-09	1.000E-10	3.000E-10	2.923E+00	
28	10	8	1	0.000E+00	0.000E+00	7.000E-10	1.700E-09	2.845E+00	2.847E+02	2.863E+02	1.708E-07	2.285E-07	2.300E-09	0.000E+00	6.000E-10	1.800E-09	2.845E+00	
