Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	25
Date	2025/05/01
Time	06:50:00

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	9.000E-10	7.000E-10	2.705E+00	2.885E+02	2.904E+02	1.680E-07	2.250E-07	5.800E-09	9.000E-10	1.600E-09	1.200E-09	2.705E+00	
2	10	5	1	0.000E+00	0.000E+00	1.500E-09	3.500E-09	2.662E+00	2.880E+02	2.896E+02	1.718E-07	2.304E-07	1.800E-09	1.400E-09	0.000E+00	6.500E-09	2.662E+00	
3	11	5	1	0.000E+00	0.000E+00	8.000E-10	3.100E-09	2.666E+00	2.879E+02	2.895E+02	1.698E-07	2.269E-07	2.700E-09	2.600E-09	4.400E-09	1.500E-09	2.666E+00	
4	12	5	1	0.000E+00	0.000E+00	1.200E-09	1.500E-09	2.664E+00	2.880E+02	2.897E+02	1.679E-07	2.255E-07	2.200E-09	8.000E-10	1.700E-09	2.000E-09	2.664E+00	
5	13	5	1	0.000E+00	1.000E-08	6.000E-10	1.600E-09	2.609E+00	2.875E+02	2.892E+02	1.754E-07	2.329E-07	1.000E-09	1.600E-09	5.000E-10	1.800E-09	2.609E+00	
6	14	6	1	0.000E+00	0.000E+00	1.200E-09	3.200E-09	2.566E+00	2.853E+02	2.871E+02	1.869E-07	2.505E-07	3.100E-09	3.400E-09	1.400E-09	3.800E-09	2.566E+00	
7	13	6	1	0.000E+00	0.000E+00	4.000E-10	5.700E-09	2.596E+00	2.853E+02	2.870E+02	1.817E-07	2.452E-07	2.000E-10	1.900E-09	1.700E-09	5.000E-09	2.596E+00	
8	12	6	1	0.000E+00	1.000E-08	1.300E-09	3.000E-10	2.615E+00	2.853E+02	2.872E+02	1.784E-07	2.411E-07	1.000E-10	1.000E-10	4.000E-09	0.000E+00	2.615E+00	
9	11	6	1	1.000E-03	0.000E+00	3.200E-09	1.700E-09	2.657E+00	2.852E+02	2.870E+02	1.800E-07	2.435E-07	1.700E-09	1.400E-09	1.500E-09	2.000E-09	2.657E+00	
10	10	6	1	1.000E-03	0.000E+00	1.300E-09	2.100E-09	2.656E+00	2.853E+02	2.871E+02	1.822E-07	2.455E-07	2.300E-09	7.200E-09	0.000E+00	2.300E-09	2.656E+00	
11	9	6	1	1.000E-03	0.000E+00	1.000E-10	1.500E-09	2.644E+00	2.858E+02	2.876E+02	1.820E-07	2.463E-07	3.900E-09	3.100E-09	2.000E-10	3.000E-09	2.644E+00	
12	8	6	1	1.000E-03	1.000E-08	2.300E-09	2.200E-09	2.599E+00	2.864E+02	2.880E+02	1.823E-07	2.468E-07	1.200E-09	1.200E-09	2.300E-09	3.000E-10	2.600E+00	
13	7	7	1	0.000E+00	0.000E+00	1.900E-09	2.000E-09	2.586E+00	2.853E+02	2.870E+02	1.907E-07	2.580E-07	3.500E-09	4.800E-09	2.500E-09	1.300E-09	2.587E+00	
14	8	7	1	0.000E+00	0.000E+00	8.000E-10	1.500E-09	2.617E+00	2.843E+02	2.860E+02	1.903E-07	2.574E-07	6.000E-10	2.900E-09	6.000E-10	1.300E-09	2.616E+00	
15	9	7	1	0.000E+00	0.000E+00	7.000E-10	3.000E-10	2.674E+00	2.840E+02	2.861E+02	1.849E-07	2.517E-07	3.000E-09	3.200E-09	3.000E-10	2.800E-09	2.674E+00	
16	10	7	1	0.000E+00	0.000E+00	7.000E-10	5.000E-10	2.716E+00	2.848E+02	2.865E+02	1.786E-07	2.426E-07	2.900E-09	1.000E-09	1.200E-09	3.000E-09	2.716E+00	
17	11	7	1	0.000E+00	0.000E+00	5.000E-10	2.300E-09	2.707E+00	2.850E+02	2.868E+02	1.766E-07	2.398E-07	1.200E-09	1.500E-09	2.100E-09	9.000E-10	2.707E+00	
18	12	7	1	0.000E+00	0.000E+00	1.700E-09	2.000E-09	2.711E+00	2.854E+02	2.873E+02	1.737E-07	2.334E-07	1.700E-09	2.200E-09	2.000E-10	9.000E-10	2.711E+00	
19	13	7	1	0.000E+00	1.000E-08	2.300E-09	1.300E-09	2.611E+00	2.844E+02	2.862E+02	1.840E-07	2.476E-07	1.300E-09	6.000E-10	4.000E-10	1.300E-09	2.611E+00	
20	14	7	1	0.000E+00	0.000E+00	2.000E-10	2.500E-09	2.592E+00	2.838E+02	2.856E+02	1.903E-07	2.566E-07	1.400E-09	4.000E-10	1.000E-10	1.400E-09	2.592E+00	
21	15	7	1	1.000E-03	0.000E+00	7.000E-10	1.400E-09	2.594E+00	2.839E+02	2.860E+02	1.921E-07	2.592E-07	2.400E-09	3.800E-09	1.000E-09	1.000E-09	2.595E+00	
22	16	8	1	0.000E+00	1.000E-08	1.700E-09	2.100E-09	2.512E+00	2.824E+02	2.843E+02	2.030E-07	2.761E-07	7.000E-10	0.000E+00	3.000E-09	1.500E-09	2.513E+00	
23	15	8	1	1.000E-03	0.000E+00	1.400E-09	1.200E-09	2.593E+00	2.827E+02	2.846E+02	1.945E-07	2.651E-07	2.300E-09	1.800E-09	9.000E-10	1.500E-09	2.592E+00	
24	14	8	1	0.000E+00	1.000E-08	1.400E-09	2.300E-09	2.615E+00	2.833E+02	2.850E+02	1.871E-07	2.551E-07	1.800E-09	6.000E-10	1.500E-09	4.400E-09	2.615E+00	
25	13	8	1	0.000E+00	0.000E+00	1.000E-10	2.000E-10	2.667E+00	2.846E+02	2.863E+02	1.777E-07	2.412E-07	1.000E-09	1.100E-09	3.000E-10	1.000E-09	2.666E+00	
26	12	8	1	0.000E+00	1.000E-08	3.100E-09	4.200E-09	2.781E+00	2.857E+02	2.874E+02	1.696E-07	2.290E-07	0.000E+00	8.000E-10	2.000E-09	1.800E-09	2.782E+00	
27	11	8	1	0.000E+00	0.000E+00	7.000E-10	8.000E-10	2.793E+00	2.857E+02	2.874E+02	1.670E-07	2.265E-07	5.000E-10	2.700E-09	5.000E-10	7.000E-10	2.794E+00	
