Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	11
Date	2025/05/01
Time	05:27:22

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	0.000E+00	2.400E-09	2.780E+00	2.890E+02	2.907E+02	1.636E-07	2.199E-07	2.500E-09	3.000E-10	1.000E-10	5.000E-10	2.780E+00	
2	10	5	1	0.000E+00	0.000E+00	1.500E-09	1.200E-09	2.668E+00	2.883E+02	2.897E+02	1.712E-07	2.269E-07	1.100E-09	7.000E-10	5.000E-10	4.000E-10	2.667E+00	
3	11	5	1	1.000E-03	0.000E+00	7.000E-10	2.900E-09	2.678E+00	2.883E+02	2.899E+02	1.694E-07	2.256E-07	1.200E-09	4.000E-09	0.000E+00	2.000E-09	2.678E+00	
4	12	5	1	0.000E+00	0.000E+00	1.000E-10	1.900E-09	2.738E+00	2.893E+02	2.911E+02	1.627E-07	2.178E-07	3.900E-09	8.000E-10	1.600E-09	3.900E-09	2.738E+00	
5	13	5	1	1.000E-03	0.000E+00	3.000E-10	6.000E-09	2.690E+00	2.896E+02	2.910E+02	1.684E-07	2.246E-07	6.000E-10	1.800E-09	7.000E-10	5.100E-09	2.690E+00	
6	14	6	1	1.000E-03	1.000E-08	3.000E-10	5.000E-10	2.662E+00	2.875E+02	2.890E+02	1.773E-07	2.377E-07	2.700E-09	2.000E-09	3.000E-10	9.000E-10	2.661E+00	
7	13	6	1	0.000E+00	1.000E-08	1.000E-09	4.000E-10	2.690E+00	2.873E+02	2.888E+02	1.725E-07	2.321E-07	1.700E-09	3.000E-10	2.800E-09	1.600E-09	2.690E+00	
8	12	6	1	0.000E+00	0.000E+00	1.500E-09	1.000E-10	2.741E+00	2.876E+02	2.891E+02	1.673E-07	2.228E-07	1.000E-10	1.900E-09	3.000E-10	2.400E-09	2.740E+00	
9	11	6	1	1.000E-03	0.000E+00	9.000E-10	3.300E-09	2.727E+00	2.872E+02	2.888E+02	1.686E-07	2.255E-07	2.000E-10	4.000E-09	0.000E+00	3.700E-09	2.727E+00	
10	10	6	1	0.000E+00	1.000E-08	3.200E-09	7.000E-10	2.705E+00	2.864E+02	2.880E+02	1.738E-07	2.347E-07	2.200E-09	6.000E-10	3.700E-09	2.700E-09	2.704E+00	
11	9	6	1	0.000E+00	0.000E+00	1.900E-09	1.500E-09	2.691E+00	2.864E+02	2.880E+02	1.780E-07	2.398E-07	2.100E-09	3.700E-09	1.100E-09	5.000E-10	2.691E+00	
12	8	6	1	0.000E+00	0.000E+00	1.000E-09	1.900E-09	2.661E+00	2.870E+02	2.885E+02	1.839E-07	2.460E-07	3.400E-09	5.000E-09	2.100E-09	2.400E-09	2.661E+00	
13	7	7	1	0.000E+00	0.000E+00	3.000E-10	6.000E-10	2.609E+00	2.864E+02	2.881E+02	1.859E-07	2.502E-07	3.200E-09	5.500E-09	1.200E-09	2.000E-09	2.609E+00	
14	8	7	1	1.000E-03	0.000E+00	1.300E-09	3.300E-09	2.694E+00	2.864E+02	2.879E+02	1.803E-07	2.441E-07	2.900E-09	1.800E-09	1.000E-09	3.300E-09	2.694E+00	
15	9	7	1	1.000E-03	1.000E-08	8.000E-10	3.000E-10	2.803E+00	2.863E+02	2.881E+02	1.710E-07	2.291E-07	1.700E-09	7.000E-10	1.000E-09	2.200E-09	2.801E+00	
16	10	7	1	1.000E-03	1.000E-08	1.600E-09	2.000E-09	2.827E+00	2.871E+02	2.886E+02	1.618E-07	2.181E-07	5.400E-09	1.200E-09	1.600E-09	7.000E-10	2.827E+00	
17	11	7	1	1.000E-03	1.000E-08	1.600E-09	2.000E-09	2.867E+00	2.882E+02	2.894E+02	1.548E-07	2.082E-07	4.400E-09	7.000E-10	2.400E-09	2.800E-09	2.867E+00	
18	12	7	1	0.000E+00	0.000E+00	1.000E-10	4.600E-09	2.913E+00	2.889E+02	2.901E+02	1.498E-07	2.016E-07	0.000E+00	1.100E-09	0.000E+00	5.100E-09	2.914E+00	
19	13	7	1	0.000E+00	0.000E+00	1.900E-09	9.000E-10	2.770E+00	2.874E+02	2.889E+02	1.654E-07	2.220E-07	2.200E-09	7.000E-10	0.000E+00	1.100E-09	2.770E+00	
20	14	7	1	0.000E+00	0.000E+00	2.000E-09	3.000E-10	2.691E+00	2.858E+02	2.875E+02	1.785E-07	2.405E-07	1.300E-09	1.100E-09	3.200E-09	1.100E-09	2.691E+00	
21	15	7	1	0.000E+00	1.000E-08	3.000E-10	4.000E-09	2.626E+00	2.860E+02	2.876E+02	1.844E-07	2.467E-07	4.900E-09	1.000E-10	2.800E-09	1.800E-09	2.626E+00	
22	16	8	1	1.000E-03	1.000E-08	1.800E-09	2.700E-09	2.542E+00	2.847E+02	2.865E+02	1.929E-07	2.601E-07	4.900E-09	2.000E-10	1.600E-09	2.000E-10	2.542E+00	
23	15	8	1	0.000E+00	0.000E+00	1.000E-09	1.200E-09	2.613E+00	2.847E+02	2.864E+02	1.851E-07	2.500E-07	2.600E-09	2.200E-09	3.500E-09	3.200E-09	2.613E+00	
24	14	8	1	1.000E-03	0.000E+00	3.000E-10	8.000E-10	2.754E+00	2.864E+02	2.879E+02	1.690E-07	2.282E-07	7.000E-10	9.000E-10	1.200E-09	0.000E+00	2.755E+00	
25	13	8	1	1.000E-03	0.000E+00	7.000E-10	5.000E-10	2.924E+00	2.886E+02	2.899E+02	1.502E-07	1.997E-07	3.100E-09	2.700E-09	2.500E-09	1.600E-09	2.923E+00	
26	12	8	1	0.000E+00	1.000E-08	5.000E-10	5.700E-09	3.043E+00	2.894E+02	2.903E+02	1.376E-07	1.842E-07	3.600E-09	4.900E-09	6.000E-10	2.000E-09	3.043E+00	
27	11	8	1	0.000E+00	1.000E-08	7.000E-10	8.000E-10	3.021E+00	2.891E+02	2.900E+02	1.383E-07	1.866E-07	4.600E-09	2.000E-10	3.000E-10	3.000E-10	3.022E+00	
