Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	9
Date	2025/05/01
Time	05:16:49

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	1.000E-08	3.000E-10	2.000E-10	2.783E+00	2.885E+02	2.904E+02	1.632E-07	2.183E-07	1.200E-09	1.900E-09	1.000E-09	1.100E-09	2.782E+00	
2	10	5	1	0.000E+00	1.000E-08	5.000E-10	3.300E-09	2.668E+00	2.875E+02	2.891E+02	1.750E-07	2.338E-07	3.100E-09	4.100E-09	1.900E-09	3.900E-09	2.668E+00	
3	11	5	1	0.000E+00	1.000E-08	1.100E-09	4.700E-09	2.658E+00	2.867E+02	2.885E+02	1.760E-07	2.357E-07	5.700E-09	4.100E-09	4.000E-10	1.900E-09	2.658E+00	
4	12	5	1	0.000E+00	0.000E+00	1.100E-09	5.000E-10	2.678E+00	2.873E+02	2.890E+02	1.733E-07	2.330E-07	2.900E-09	2.800E-09	2.500E-09	2.400E-09	2.678E+00	
5	13	5	1	0.000E+00	0.000E+00	1.600E-09	0.000E+00	2.669E+00	2.876E+02	2.893E+02	1.774E-07	2.369E-07	2.100E-09	2.600E-09	4.400E-09	1.200E-09	2.668E+00	
6	14	6	1	0.000E+00	1.000E-08	1.300E-09	5.000E-10	2.615E+00	2.855E+02	2.872E+02	1.893E-07	2.552E-07	0.000E+00	1.300E-09	3.000E-10	1.200E-09	2.615E+00	
7	13	6	1	0.000E+00	0.000E+00	1.700E-09	1.500E-09	2.666E+00	2.851E+02	2.868E+02	1.858E-07	2.508E-07	3.300E-09	1.800E-09	3.100E-09	1.600E-09	2.666E+00	
8	12	6	1	1.000E-03	1.000E-08	7.000E-10	9.000E-10	2.716E+00	2.855E+02	2.874E+02	1.775E-07	2.403E-07	1.700E-09	2.400E-09	2.000E-10	7.000E-10	2.716E+00	
9	11	6	1	1.000E-03	0.000E+00	1.100E-09	2.600E-09	2.700E+00	2.858E+02	2.875E+02	1.755E-07	2.364E-07	2.600E-09	2.300E-09	3.900E-09	1.000E-09	2.700E+00	
10	10	6	1	1.000E-03	1.000E-08	3.100E-09	2.000E-09	2.676E+00	2.864E+02	2.879E+02	1.758E-07	2.365E-07	1.300E-09	1.200E-09	3.900E-09	1.100E-09	2.675E+00	
11	9	6	1	0.000E+00	1.000E-08	3.400E-09	1.700E-09	2.684E+00	2.864E+02	2.882E+02	1.778E-07	2.398E-07	1.100E-09	3.000E-09	1.400E-09	7.000E-10	2.684E+00	
12	8	6	1	0.000E+00	0.000E+00	1.000E-09	7.000E-10	2.646E+00	2.874E+02	2.892E+02	1.811E-07	2.414E-07	2.500E-09	2.700E-09	3.000E-10	7.000E-10	2.645E+00	
13	7	7	1	0.000E+00	1.000E-08	1.900E-09	5.000E-09	2.656E+00	2.891E+02	2.909E+02	1.767E-07	2.337E-07	3.300E-09	2.300E-09	1.900E-09	6.100E-09	2.656E+00	
14	8	7	1	1.000E-03	0.000E+00	4.000E-10	5.000E-09	2.689E+00	2.866E+02	2.883E+02	1.796E-07	2.398E-07	3.800E-09	2.100E-09	2.700E-09	5.700E-09	2.690E+00	
15	9	7	1	1.000E-03	0.000E+00	4.000E-10	2.800E-09	2.741E+00	2.864E+02	2.882E+02	1.730E-07	2.310E-07	2.700E-09	9.000E-10	1.500E-09	6.300E-09	2.740E+00	
16	10	7	1	0.000E+00	0.000E+00	3.000E-10	5.400E-09	2.771E+00	2.870E+02	2.887E+02	1.673E-07	2.232E-07	2.900E-09	1.200E-09	2.800E-09	5.700E-09	2.771E+00	
17	11	7	1	0.000E+00	0.000E+00	3.000E-10	1.100E-09	2.812E+00	2.868E+02	2.884E+02	1.642E-07	2.219E-07	4.800E-09	1.000E-09	7.000E-10	0.000E+00	2.813E+00	
18	12	7	1	0.000E+00	0.000E+00	1.700E-09	1.500E-09	2.867E+00	2.868E+02	2.886E+02	1.625E-07	2.195E-07	4.600E-09	5.000E-10	2.600E-09	3.000E-10	2.868E+00	
19	13	7	1	0.000E+00	0.000E+00	1.200E-09	0.000E+00	2.752E+00	2.855E+02	2.872E+02	1.771E-07	2.373E-07	2.900E-09	2.300E-09	2.200E-09	7.000E-10	2.752E+00	
20	14	7	1	0.000E+00	0.000E+00	2.600E-09	9.000E-10	2.653E+00	2.842E+02	2.860E+02	1.910E-07	2.577E-07	7.000E-10	1.100E-09	4.000E-09	1.600E-09	2.655E+00	
21	15	7	1	0.000E+00	0.000E+00	7.000E-10	2.400E-09	2.632E+00	2.848E+02	2.869E+02	1.904E-07	2.570E-07	3.500E-09	1.800E-09	1.000E-09	4.000E-10	2.633E+00	
22	16	8	1	0.000E+00	1.000E-08	3.000E-09	2.500E-09	2.578E+00	2.842E+02	2.863E+02	1.977E-07	2.647E-07	6.000E-10	1.800E-09	7.000E-10	8.000E-10	2.579E+00	
23	15	8	1	0.000E+00	0.000E+00	7.000E-10	1.000E-10	2.651E+00	2.838E+02	2.856E+02	1.940E-07	2.604E-07	1.200E-09	9.000E-10	1.400E-09	0.000E+00	2.652E+00	
24	14	8	1	0.000E+00	2.000E-08	1.400E-09	3.700E-09	2.731E+00	2.850E+02	2.866E+02	1.813E-07	2.428E-07	1.900E-09	1.700E-09	7.000E-10	1.700E-09	2.730E+00	
25	13	8	1	0.000E+00	0.000E+00	1.700E-09	8.000E-10	2.830E+00	2.866E+02	2.882E+02	1.658E-07	2.222E-07	1.800E-09	5.800E-09	0.000E+00	1.800E-09	2.830E+00	
26	12	8	1	0.000E+00	1.000E-08	0.000E+00	8.000E-10	2.899E+00	2.875E+02	2.889E+02	1.575E-07	2.120E-07	3.900E-09	1.800E-09	4.000E-10	2.000E-10	2.899E+00	
27	11	8	4	1.000E-03	4.620E-05	999.9												
28	10	8	1	0.000E+00	0.000E+00	9.000E-10	2.700E-09	2.821E+00	2.872E+02	2.888E+02	1.617E-07	2.181E-07	4.200E-09	1.000E-09	1.300E-09	1.400E-09	2.821E+00	
