Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	17
Date	2025/05/01
Time	06:00:43

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	1.000E-03	1.000E-08	1.400E-09	2.300E-09	2.617E+00	2.866E+02	2.882E+02	1.871E-07	2.519E-07	3.700E-09	5.400E-09	1.300E-09	2.700E-09	2.617E+00	
2	10	5	1	1.000E-03	0.000E+00	3.900E-09	2.800E-09	2.577E+00	2.859E+02	2.875E+02	1.894E-07	2.562E-07	2.000E-09	2.100E-09	3.600E-09	1.100E-09	2.576E+00	
3	11	5	1	0.000E+00	0.000E+00	3.700E-09	1.400E-09	2.580E+00	2.860E+02	2.876E+02	1.881E-07	2.529E-07	8.000E-10	2.400E-09	3.300E-09	2.900E-09	2.579E+00	
4	12	5	1	0.000E+00	1.000E-08	1.900E-09	1.800E-09	2.580E+00	2.866E+02	2.885E+02	1.835E-07	2.468E-07	2.500E-09	4.700E-09	2.000E-10	7.000E-10	2.579E+00	
5	13	5	1	0.000E+00	0.000E+00	1.100E-09	3.900E-09	2.540E+00	2.871E+02	2.889E+02	1.878E-07	2.502E-07	2.800E-09	4.700E-09	1.000E-10	3.600E-09	2.541E+00	
6	14	6	1	0.000E+00	1.000E-08	1.800E-09	2.600E-09	2.537E+00	2.855E+02	2.874E+02	1.949E-07	2.611E-07	5.000E-09	1.200E-09	2.100E-09	7.000E-10	2.536E+00	
7	13	6	1	0.000E+00	0.000E+00	2.900E-09	7.000E-10	2.557E+00	2.855E+02	2.871E+02	1.907E-07	2.564E-07	1.100E-09	5.000E-10	3.500E-09	6.000E-10	2.557E+00	
8	12	6	1	1.000E-03	1.000E-08	1.400E-09	2.300E-09	2.600E+00	2.854E+02	2.872E+02	1.856E-07	2.511E-07	1.000E-09	1.200E-09	1.900E-09	9.000E-10	2.600E+00	
9	11	6	1	0.000E+00	1.000E-08	1.400E-09	8.000E-10	2.640E+00	2.848E+02	2.865E+02	1.879E-07	2.551E-07	1.500E-09	2.100E-09	1.900E-09	2.100E-09	2.640E+00	
10	10	6	1	1.000E-03	0.000E+00	1.400E-09	1.400E-09	2.604E+00	2.844E+02	2.859E+02	1.938E-07	2.603E-07	2.800E-09	0.000E+00	1.900E-09	3.800E-09	2.604E+00	
11	9	6	1	0.000E+00	0.000E+00	9.000E-10	1.400E-09	2.606E+00	2.851E+02	2.867E+02	1.930E-07	2.616E-07	4.200E-09	1.900E-09	7.000E-10	1.100E-09	2.607E+00	
12	8	6	1	1.000E-03	1.000E-08	1.200E-09	1.900E-09	2.576E+00	2.854E+02	2.870E+02	1.969E-07	2.667E-07	2.100E-09	1.100E-09	3.200E-09	3.300E-09	2.576E+00	
13	7	7	1	1.000E-03	0.000E+00	8.000E-10	1.600E-09	2.559E+00	2.867E+02	2.885E+02	1.919E-07	2.588E-07	1.700E-09	7.000E-10	2.200E-09	2.000E-10	2.558E+00	
14	8	7	1	0.000E+00	0.000E+00	3.200E-09	9.000E-10	2.631E+00	2.856E+02	2.871E+02	1.931E-07	2.598E-07	1.700E-09	4.200E-09	2.000E-10	1.900E-09	2.631E+00	
15	9	7	1	0.000E+00	1.000E-08	4.000E-10	3.200E-09	2.711E+00	2.857E+02	2.875E+02	1.830E-07	2.474E-07	1.600E-09	7.000E-10	2.800E-09	4.300E-09	2.709E+00	
16	10	7	1	0.000E+00	0.000E+00	2.500E-09	7.000E-10	2.732E+00	2.856E+02	2.872E+02	1.784E-07	2.423E-07	2.000E-10	4.000E-10	3.400E-09	1.800E-09	2.732E+00	
17	11	7	1	1.000E-03	0.000E+00	2.700E-09	2.400E-09	2.761E+00	2.863E+02	2.877E+02	1.728E-07	2.330E-07	3.100E-09	5.500E-09	1.300E-09	2.200E-09	2.762E+00	
18	12	7	1	1.000E-03	0.000E+00	2.100E-09	9.000E-10	2.781E+00	2.869E+02	2.889E+02	1.679E-07	2.242E-07	1.100E-09	2.300E-09	1.300E-09	1.000E-10	2.780E+00	
19	13	7	1	0.000E+00	1.000E-08	5.000E-10	4.000E-09	2.659E+00	2.860E+02	2.877E+02	1.804E-07	2.414E-07	4.800E-09	4.300E-09	2.100E-09	3.000E-10	2.660E+00	
20	14	7	1	0.000E+00	0.000E+00	0.000E+00	1.400E-09	2.584E+00	2.845E+02	2.863E+02	1.944E-07	2.627E-07	3.800E-09	1.800E-09	2.000E-10	3.400E-09	2.584E+00	
21	15	7	1	0.000E+00	1.000E-08	5.000E-10	4.300E-09	2.560E+00	2.850E+02	2.868E+02	1.966E-07	2.645E-07	1.000E-09	1.600E-09	1.800E-09	5.400E-09	2.560E+00	
22	16	8	1	0.000E+00	1.000E-08	0.000E+00	3.400E-09	2.501E+00	2.847E+02	2.864E+02	2.031E-07	2.731E-07	1.800E-09	3.000E-10	2.100E-09	2.100E-09	2.501E+00	
23	15	8	1	0.000E+00	0.000E+00	3.500E-09	2.200E-09	2.605E+00	2.847E+02	2.864E+02	1.940E-07	2.611E-07	5.000E-10	3.100E-09	1.400E-09	1.000E-09	2.605E+00	
24	14	8	1	1.000E-03	1.000E-08	2.400E-09	3.000E-10	2.712E+00	2.861E+02	2.879E+02	1.781E-07	2.380E-07	8.000E-10	8.000E-10	0.000E+00	8.000E-10	2.712E+00	
25	13	8	1	1.000E-03	0.000E+00	1.000E-10	2.500E-09	2.831E+00	2.882E+02	2.896E+02	1.605E-07	2.140E-07	2.800E-09	1.200E-09	1.800E-09	2.000E-10	2.832E+00	
26	12	8	1	1.000E-03	0.000E+00	2.000E-10	4.000E-10	2.948E+00	2.893E+02	2.901E+02	1.490E-07	2.006E-07	4.100E-09	1.900E-09	3.000E-10	1.700E-09	2.948E+00	
27	11	8	3	1.000E-03	99.99													
28	10	8	1	1.000E-03	0.000E+00	8.000E-10	2.600E-09	2.834E+00	2.872E+02	2.888E+02	1.656E-07	2.206E-07	3.900E-09	1.200E-09	3.100E-09	4.700E-09	2.834E+00	
