Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	24
Date	2025/05/01
Time	06:44:43

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	1.000E-08	2.500E-09	2.100E-09	2.719E+00	2.834E+02	2.862E+02	1.861E-07	2.513E-07	2.900E-09	7.000E-10	3.900E-09	3.500E-09	2.719E+00	
2	10	5	1	0.000E+00	1.000E-08	4.000E-10	3.000E-10	2.619E+00	2.818E+02	2.838E+02	2.079E-07	2.821E-07	2.500E-09	7.000E-10	9.000E-10	6.000E-10	2.619E+00	
3	11	5	1	0.000E+00	0.000E+00	2.100E-09	2.900E-09	2.569E+00	2.811E+02	2.829E+02	2.103E-07	2.843E-07	3.300E-09	1.300E-09	2.300E-09	5.600E-09	2.569E+00	
4	12	5	1	0.000E+00	0.000E+00	2.000E-10	1.800E-09	2.583E+00	2.819E+02	2.843E+02	2.036E-07	2.745E-07	1.600E-09	4.900E-09	1.000E-10	2.000E-09	2.583E+00	
5	13	5	1	0.000E+00	1.000E-08	2.100E-09	1.100E-09	2.569E+00	2.831E+02	2.851E+02	2.018E-07	2.711E-07	3.800E-09	1.000E-09	2.000E-09	2.300E-09	2.569E+00	
6	14	6	1	0.000E+00	0.000E+00	1.800E-09	1.800E-09	2.539E+00	2.806E+02	2.826E+02	2.195E-07	2.962E-07	4.200E-09	3.800E-09	2.500E-09	1.800E-09	2.538E+00	
7	13	6	1	0.000E+00	0.000E+00	1.500E-09	6.000E-10	2.531E+00	2.792E+02	2.814E+02	2.239E-07	3.037E-07	2.600E-09	2.000E-10	1.100E-09	3.400E-09	2.532E+00	
8	12	6	1	0.000E+00	0.000E+00	1.000E-09	9.000E-10	2.581E+00	2.793E+02	2.815E+02	2.179E-07	2.989E-07	4.100E-09	1.900E-09	2.100E-09	3.200E-09	2.581E+00	
9	11	6	1	0.000E+00	0.000E+00	2.200E-09	5.200E-09	2.607E+00	2.790E+02	2.810E+02	2.214E-07	3.046E-07	0.000E+00	1.200E-09	3.200E-09	1.700E-09	2.608E+00	
10	10	6	1	0.000E+00	1.000E-08	1.300E-09	3.100E-09	2.621E+00	2.793E+02	2.813E+02	2.217E-07	3.027E-07	4.400E-09	4.900E-09	5.000E-10	1.000E-09	2.621E+00	
11	9	6	1	0.000E+00	0.000E+00	2.800E-09	2.700E-09	2.613E+00	2.807E+02	2.828E+02	2.158E-07	2.937E-07	1.800E-09	9.000E-10	4.400E-09	8.000E-10	2.613E+00	
12	8	6	1	0.000E+00	0.000E+00	8.000E-10	3.300E-09	2.566E+00	2.831E+02	2.852E+02	2.047E-07	2.756E-07	3.400E-09	4.000E-09	1.600E-09	1.400E-09	2.565E+00	
13	7	7	1	0.000E+00	0.000E+00	1.500E-09	3.100E-09	2.615E+00	2.851E+02	2.874E+02	1.987E-07	2.644E-07	1.400E-09	4.300E-09	8.000E-10	3.800E-09	2.615E+00	
14	8	7	1	0.000E+00	0.000E+00	7.000E-10	3.800E-09	2.596E+00	2.810E+02	2.831E+02	2.172E-07	2.957E-07	8.000E-10	8.000E-10	2.300E-09	5.400E-09	2.596E+00	
15	9	7	1	0.000E+00	0.000E+00	1.000E-10	1.600E-09	2.668E+00	2.803E+02	2.824E+02	2.167E-07	2.965E-07	4.000E-09	1.100E-09	7.000E-10	2.000E-09	2.668E+00	
16	10	7	1	0.000E+00	0.000E+00	9.000E-10	2.100E-09	2.695E+00	2.800E+02	2.820E+02	2.124E-07	2.918E-07	3.700E-09	8.000E-10	2.000E-09	4.400E-09	2.695E+00	
17	11	7	1	1.000E-03	0.000E+00	1.000E-09	2.000E-10	2.701E+00	2.796E+02	2.815E+02	2.146E-07	2.931E-07	1.900E-09	2.100E-09	8.000E-10	2.000E-10	2.702E+00	
18	12	7	1	1.000E-03	0.000E+00	1.300E-09	2.700E-09	2.687E+00	2.799E+02	2.822E+02	2.090E-07	2.847E-07	3.300E-09	6.000E-10	2.200E-09	6.700E-09	2.688E+00	
19	13	7	1	0.000E+00	0.000E+00	1.300E-09	3.000E-09	2.617E+00	2.794E+02	2.814E+02	2.163E-07	2.970E-07	2.800E-09	8.000E-10	5.000E-10	4.900E-09	2.618E+00	
20	14	7	1	0.000E+00	1.000E-08	1.500E-09	2.000E-09	2.553E+00	2.789E+02	2.810E+02	2.254E-07	3.096E-07	1.500E-09	1.500E-09	2.900E-09	3.900E-09	2.553E+00	
21	15	7	1	0.000E+00	0.000E+00	1.000E-10	3.300E-09	2.563E+00	2.800E+02	2.823E+02	2.213E-07	2.989E-07	3.700E-09	1.000E-10	1.000E-10	3.600E-09	2.563E+00	
22	16	8	1	0.000E+00	0.000E+00	2.000E-10	2.700E-09	2.546E+00	2.808E+02	2.829E+02	2.184E-07	2.953E-07	4.900E-09	2.500E-09	1.600E-09	2.500E-09	2.546E+00	
23	15	8	1	0.000E+00	1.000E-08	2.800E-09	2.100E-09	2.564E+00	2.791E+02	2.814E+02	2.237E-07	3.047E-07	2.200E-09	4.000E-09	0.000E+00	7.000E-10	2.565E+00	
24	14	8	1	0.000E+00	1.000E-08	1.700E-09	3.200E-09	2.615E+00	2.797E+02	2.817E+02	2.148E-07	2.936E-07	8.000E-10	2.100E-09	3.200E-09	2.600E-09	2.615E+00	
25	13	8	1	0.000E+00	0.000E+00	5.000E-10	1.400E-09	2.704E+00	2.816E+02	2.833E+02	1.992E-07	2.717E-07	4.100E-09	2.000E-10	1.000E-09	2.300E-09	2.703E+00	
26	12	8	1	0.000E+00	1.000E-08	7.000E-10	1.200E-09	2.794E+00	2.818E+02	2.838E+02	1.940E-07	2.639E-07	4.200E-09	1.600E-09	3.000E-10	5.000E-10	2.795E+00	
27	11	8	1	0.000E+00	0.000E+00	1.100E-09	9.000E-10	2.778E+00	2.811E+02	2.830E+02	2.014E-07	2.732E-07	4.000E-09	4.200E-09	2.500E-09	8.000E-10	2.778E+00	
