Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	3
Date	2025/05/01
Time	04:38:28

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	0.000E+00	1.600E-09	7.000E-10	2.956E+00	2.915E+02	2.929E+02	1.411E-07	1.865E-07	1.000E-09	1.600E-09	3.000E-10	8.000E-10	2.956E+00	
2	10	5	1	0.000E+00	0.000E+00	4.000E-10	2.000E-09	2.826E+00	2.902E+02	2.918E+02	1.569E-07	2.064E-07	1.400E-09	5.200E-09	8.000E-10	1.200E-09	2.826E+00	
3	11	5	1	1.000E-03	0.000E+00	3.000E-10	2.100E-09	2.758E+00	2.896E+02	2.911E+02	1.572E-07	2.076E-07	5.000E-10	1.200E-09	8.000E-10	1.300E-09	2.759E+00	
4	12	5	1	0.000E+00	0.000E+00	2.000E-09	1.600E-09	2.753E+00	2.895E+02	2.913E+02	1.584E-07	2.092E-07	5.300E-09	4.200E-09	1.700E-09	1.000E-10	2.753E+00	
5	13	5	1	0.000E+00	1.000E-08	5.000E-10	2.500E-09	2.722E+00	2.895E+02	2.911E+02	1.634E-07	2.158E-07	4.000E-09	4.100E-09	1.400E-09	3.400E-09	2.721E+00	
6	14	6	1	0.000E+00	0.000E+00	5.000E-10	1.600E-09	2.693E+00	2.869E+02	2.885E+02	1.748E-07	2.336E-07	3.900E-09	3.000E-09	2.800E-09	1.300E-09	2.693E+00	
7	13	6	4	1.000E-03	2.704E-05	999.9												
8	12	6	1	0.000E+00	0.000E+00	8.000E-10	1.900E-09	2.755E+00	2.873E+02	2.890E+02	1.627E-07	2.188E-07	4.900E-09	2.500E-09	1.300E-09	1.000E-10	2.753E+00	
9	11	6	1	0.000E+00	0.000E+00	1.100E-09	9.000E-10	2.834E+00	2.876E+02	2.891E+02	1.612E-07	2.156E-07	8.000E-10	1.000E-09	4.600E-09	1.900E-09	2.834E+00	
10	10	6	1	1.000E-03	1.000E-08	2.000E-10	3.700E-09	2.845E+00	2.876E+02	2.892E+02	1.629E-07	2.165E-07	1.800E-09	1.000E-09	1.400E-09	2.700E-09	2.845E+00	
11	9	6	1	0.000E+00	0.000E+00	7.000E-10	3.200E-09	2.871E+00	2.891E+02	2.908E+02	1.579E-07	2.096E-07	2.300E-09	6.800E-09	3.000E-10	3.000E-10	2.871E+00	
12	8	6	4	0.000E+00	5.739E-05	999.9												
13	7	7	3	1.000E-03	99.99													
14	8	7	1	1.000E-03	0.000E+00	0.000E+00	4.300E-09	2.835E+00	2.878E+02	2.894E+02	1.640E-07	2.195E-07	2.000E-09	5.400E-09	3.000E-10	3.000E-09	2.835E+00	
15	9	7	1	0.000E+00	0.000E+00	6.000E-10	2.400E-09	2.902E+00	2.873E+02	2.891E+02	1.587E-07	2.144E-07	3.000E-09	2.300E-09	2.000E-10	3.400E-09	2.902E+00	
16	10	7	1	0.000E+00	1.000E-08	9.000E-10	1.800E-09	2.895E+00	2.872E+02	2.887E+02	1.591E-07	2.145E-07	2.300E-09	2.900E-09	2.000E-10	3.200E-09	2.894E+00	
17	11	7	1	0.000E+00	0.000E+00	3.500E-09	4.500E-09	2.904E+00	2.873E+02	2.889E+02	1.576E-07	2.116E-07	5.000E-10	1.200E-09	3.600E-09	1.600E-09	2.904E+00	
18	12	7	1	1.000E-03	0.000E+00	1.600E-09	2.400E-09	2.907E+00	2.875E+02	2.893E+02	1.549E-07	2.071E-07	1.000E-10	1.000E-10	3.200E-09	7.000E-10	2.907E+00	
19	13	7	1	1.000E-03	0.000E+00	4.000E-10	4.100E-09	2.761E+00	2.860E+02	2.877E+02	1.671E-07	2.251E-07	1.700E-09	2.100E-09	2.300E-09	3.200E-09	2.761E+00	
20	14	7	1	0.000E+00	1.000E-08	1.000E-10	2.900E-09	2.683E+00	2.844E+02	2.862E+02	1.814E-07	2.450E-07	2.600E-09	3.100E-09	7.000E-10	1.900E-09	2.683E+00	
21	15	7	1	0.000E+00	1.000E-08	8.000E-10	9.000E-10	2.722E+00	2.849E+02	2.872E+02	1.811E-07	2.411E-07	1.500E-09	3.000E-10	0.000E+00	2.100E-09	2.722E+00	
22	16	8	1	0.000E+00	0.000E+00	3.000E-10	1.800E-09	2.678E+00	2.845E+02	2.862E+02	1.852E-07	2.517E-07	2.500E-09	1.300E-09	2.000E-10	2.800E-09	2.677E+00	
23	15	8	1	1.000E-03	0.000E+00	7.000E-10	3.200E-09	2.681E+00	2.831E+02	2.849E+02	1.868E-07	2.540E-07	2.000E-09	2.900E-09	1.700E-09	3.000E-09	2.681E+00	
24	14	8	1	0.000E+00	1.000E-08	2.600E-09	1.800E-09	2.731E+00	2.842E+02	2.859E+02	1.760E-07	2.391E-07	2.300E-09	2.500E-09	3.300E-09	1.300E-09	2.731E+00	
25	13	8	1	1.000E-03	0.000E+00	2.000E-09	2.200E-09	2.835E+00	2.861E+02	2.877E+02	1.613E-07	2.179E-07	2.100E-09	8.000E-10	1.800E-09	2.400E-09	2.836E+00	
26	12	8	1	0.000E+00	0.000E+00	1.000E-10	2.700E-09	2.912E+00	2.870E+02	2.884E+02	1.559E-07	2.098E-07	4.100E-09	9.000E-10	6.000E-10	3.000E-10	2.911E+00	
27	11	8	1	1.000E-03	0.000E+00	8.000E-10	2.000E-09	2.920E+00	2.869E+02	2.884E+02	1.564E-07	2.102E-07	5.700E-09	1.000E-09	2.800E-09	2.000E-10	2.920E+00	
28	10	8	1	0.000E+00	0.000E+00	2.000E-09	2.300E-09	2.887E+00	2.864E+02	2.880E+02	1.603E-07	2.164E-07	2.500E-09	1.000E-09	3.400E-09	1.000E-10	2.887E+00	
29	9	8	1	0.000E+00	0.000E+00	2.300E-09	5.000E-10	2.888E+00	2.862E+02	2.879E+02	1.627E-07	2.198E-07	0.000E+00	9.000E-10	2.500E-09	2.000E-10	2.888E+00	
30	8	8	1	0.000E+00	1.000E-08	3.500E-09	1.100E-09	2.855E+00	2.865E+02	2.880E+02	1.664E-07	2.238E-07	1.700E-09	5.000E-10	5.000E-10	1.500E-09	2.856E+00	
