Program name	ME58P82_G0A89BA.jtf
Lot number	FA55-4307-327A-250501@203
Wafer number	13
Date	2025/05/01
Time	05:38:43

No.U	X	Y	Bin	CONT	IGSS0	IGSS10	ISGS10	VTH0.25	BVDSS0.25	BVDSS10	IDSS240	IDSS250	IGSS16	ISGS16	IGSS18	ISGS18	VTH0.25_2
LimitU				0.500V	99.00uA	100.0nA	100.0nA	4.500V	300.0V	300.0V	800.0nA	800.0nA	200.0nA	200.0nA	200.0nA	200.0nA	4.500V	
LimitL				0V	0A	0A	0A	2.500V	250.0V	250.0V	0A	0A	0A	0A	0A	0A	2.500V	
Bias 1				1.00mA	1.00V	10.0V	10.0V	250uA	250uA	10.0mA	240V	250V	16.0V	16.0V	18.0V	18.0V	250uA
Bias 2				
Bias 3									350V	350V
Bias 4				2.50ms	10.0ms	40.0ms	40.0ms	2.00ms	20.0ms	10.0ms	20.0ms	20.0ms	40.0ms	40.0ms	40.0ms	40.0ms	2.00ms	
Bias 5				
Bias 6				
1	9	5	1	0.000E+00	1.000E-08	1.900E-09	2.300E-09	2.757E+00	2.889E+02	2.904E+02	1.575E-07	2.114E-07	4.300E-09	4.300E-09	1.500E-09	1.200E-09	2.757E+00	
2	10	5	1	0.000E+00	0.000E+00	1.700E-09	0.000E+00	2.672E+00	2.877E+02	2.892E+02	1.685E-07	2.244E-07	3.000E-10	2.500E-09	0.000E+00	8.000E-10	2.672E+00	
3	11	5	1	0.000E+00	0.000E+00	4.000E-10	1.000E-09	2.658E+00	2.875E+02	2.891E+02	1.671E-07	2.224E-07	6.000E-10	2.700E-09	3.000E-10	3.000E-10	2.658E+00	
4	12	5	1	0.000E+00	0.000E+00	1.600E-09	2.400E-09	2.654E+00	2.877E+02	2.895E+02	1.657E-07	2.218E-07	4.100E-09	6.800E-09	3.000E-10	1.800E-09	2.654E+00	
5	13	5	1	0.000E+00	0.000E+00	1.100E-09	3.500E-09	2.575E+00	2.873E+02	2.890E+02	1.759E-07	2.342E-07	3.900E-09	5.300E-09	4.000E-10	9.000E-10	2.573E+00	
6	14	6	1	0.000E+00	0.000E+00	2.700E-09	6.000E-09	2.518E+00	2.853E+02	2.870E+02	1.846E-07	2.479E-07	4.000E-09	2.900E-09	1.100E-09	4.600E-09	2.517E+00	
7	13	6	1	0.000E+00	0.000E+00	9.000E-10	2.500E-09	2.551E+00	2.856E+02	2.871E+02	1.783E-07	2.383E-07	2.200E-09	2.900E-09	9.000E-10	2.700E-09	2.551E+00	
8	12	6	1	1.000E-03	1.000E-08	7.000E-10	1.200E-09	2.608E+00	2.860E+02	2.877E+02	1.695E-07	2.291E-07	3.800E-09	4.000E-10	8.000E-10	3.000E-10	2.608E+00	
9	11	6	1	0.000E+00	0.000E+00	1.800E-09	4.000E-10	2.694E+00	2.860E+02	2.875E+02	1.675E-07	2.269E-07	6.300E-09	3.500E-09	2.100E-09	0.000E+00	2.694E+00	
10	10	6	1	0.000E+00	0.000E+00	1.100E-09	2.200E-09	2.697E+00	2.857E+02	2.872E+02	1.701E-07	2.303E-07	5.700E-09	1.100E-09	1.800E-09	1.000E-09	2.698E+00	
11	9	6	1	0.000E+00	0.000E+00	1.700E-09	1.000E-09	2.694E+00	2.862E+02	2.879E+02	1.704E-07	2.313E-07	1.900E-09	1.500E-09	2.000E-09	2.000E-10	2.693E+00	
12	8	6	1	0.000E+00	0.000E+00	1.700E-09	1.900E-09	2.636E+00	2.873E+02	2.889E+02	1.734E-07	2.329E-07	1.800E-09	7.000E-09	2.000E-10	2.200E-09	2.636E+00	
13	7	7	1	0.000E+00	1.000E-08	3.200E-09	3.000E-10	2.644E+00	2.871E+02	2.888E+02	1.756E-07	2.370E-07	1.400E-09	1.100E-09	2.800E-09	1.200E-09	2.645E+00	
14	8	7	1	0.000E+00	0.000E+00	1.300E-09	2.600E-09	2.700E+00	2.867E+02	2.883E+02	1.718E-07	2.294E-07	3.200E-09	1.700E-09	1.900E-09	4.700E-09	2.700E+00	
15	9	7	1	0.000E+00	1.000E-08	1.000E-10	4.500E-09	2.772E+00	2.865E+02	2.881E+02	1.635E-07	2.196E-07	3.900E-09	1.300E-09	1.700E-09	3.600E-09	2.772E+00	
16	10	7	1	0.000E+00	0.000E+00	5.000E-10	4.500E-09	2.816E+00	2.867E+02	2.881E+02	1.587E-07	2.126E-07	3.500E-09	2.000E-10	1.800E-09	4.800E-09	2.816E+00	
17	11	7	1	1.000E-03	0.000E+00	1.300E-09	2.000E-10	2.812E+00	2.871E+02	2.885E+02	1.553E-07	2.096E-07	1.400E-09	1.400E-09	2.200E-09	1.600E-09	2.812E+00	
18	12	7	1	0.000E+00	0.000E+00	1.000E-09	7.000E-10	2.800E+00	2.875E+02	2.890E+02	1.537E-07	2.073E-07	5.000E-10	2.000E-09	3.100E-09	2.400E-09	2.800E+00	
19	13	7	1	0.000E+00	1.000E-08	1.500E-09	2.200E-09	2.637E+00	2.856E+02	2.873E+02	1.687E-07	2.285E-07	2.100E-09	2.800E-09	1.800E-09	9.000E-10	2.638E+00	
20	14	7	1	0.000E+00	0.000E+00	1.900E-09	9.000E-10	2.528E+00	2.839E+02	2.856E+02	1.851E-07	2.497E-07	9.000E-10	1.000E-09	8.000E-10	1.000E-09	2.528E+00	
21	15	7	1	0.000E+00	2.000E-08	2.300E-09	5.400E-09	2.555E+00	2.842E+02	2.862E+02	1.881E-07	2.526E-07	3.800E-09	3.700E-09	2.600E-09	4.600E-09	2.555E+00	
22	16	8	6	0.000E+00	0.000E+00	3.000E-10	4.500E-09	2.459E+00	2.829E+02	2.848E+02	2.001E-07	2.713E-07	2.000E-10	3.000E-10	1.800E-09	4.600E-09	2.460E+00	
23	15	8	1	0.000E+00	0.000E+00	1.800E-09	4.000E-10	2.531E+00	2.831E+02	2.850E+02	1.900E-07	2.562E-07	1.700E-09	4.300E-09	3.000E-10	1.800E-09	2.529E+00	
24	14	8	1	0.000E+00	0.000E+00	2.300E-09	3.600E-09	2.606E+00	2.844E+02	2.862E+02	1.753E-07	2.366E-07	5.000E-10	5.500E-09	3.000E-10	2.900E-09	2.605E+00	
25	13	8	1	0.000E+00	0.000E+00	9.000E-10	5.800E-09	2.742E+00	2.866E+02	2.882E+02	1.574E-07	2.117E-07	1.600E-09	4.000E-10	3.700E-09	3.400E-09	2.742E+00	
26	12	8	1	0.000E+00	1.000E-08	8.000E-10	2.400E-09	2.881E+00	2.881E+02	2.896E+02	1.455E-07	1.962E-07	2.300E-09	9.000E-10	1.600E-09	2.000E-10	2.880E+00	
27	11	8	1	0.000E+00	0.000E+00	2.000E-09	1.200E-09	2.924E+00	2.883E+02	2.895E+02	1.427E-07	1.901E-07	1.000E-09	2.300E-09	0.000E+00	1.000E-10	2.924E+00	
